Race Number,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track Type
13,Talladega,21,39,62,   Brendan Gaughan,South Point Hotel & Casino / Beard Oil   (Beard Motorsports),Chevrolet,191,running,0,0,0,Super Speedway
13,Talladega,22,28,41,   Cole Custer,Autodesk / HaasTooling.com   (Stewart Haas Racing),Ford,191,running,0,18,0,Super Speedway
13,Talladega,23,1,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs / USO   (Joe Gibbs),Toyota,191,running,4,14,0,Super Speedway
13,Talladega,24,14,6,   Ryan Newman,Castrol   (Jack Roush),Ford,191,running,1,13,0,Super Speedway
13,Talladega,25,10,14,   Clint Bowyer,Barstool Sports America   (Stewart Haas Racing),Ford,190,running,0,12,0,Super Speedway
13,Talladega,26,23,21,   Matt DiBenedetto,Quick Lane Tire & Auto Center   (Wood Brothers),Ford,190,running,1,11,0,Super Speedway
13,Talladega,27,32,0,   Quin Houff,Permatex   (StarCom Racing),Chevrolet,190,running,0,10,0,Super Speedway
13,Talladega,28,37,96,   Daniel Suarez,CommScope   (Gaunt Brothers),Toyota,190,running,0,9,0,Super Speedway
13,Talladega,29,35,95,   Christopher Bell,Procore   (Leavine Family Racing),Toyota,190,running,4,14,0,Super Speedway
13,Talladega,30,29,27,   Gray Gaulding,Panini America   (Rick Ware),Ford,190,running,0,0,0,Super Speedway
13,Talladega,31,30,77,   B.J. McLeod,Oil Fire Rye Whiskey / Tilson   (Spire Motorsports),Chevrolet,190,running,0,0,0,Super Speedway
13,Talladega,32,3,18,   Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,189,running,5,19,0,Super Speedway
13,Talladega,33,38,66,   Timmy Hill,RoofClaim.com   (Carl Long),Toyota,185,running,0,0,0,Super Speedway
13,Talladega,34,40,78,   Garrett Smithley,Baker Camp Arnold Capital Management   (B.J. McLeod),Chevrolet,185,running,0,0,0,Super Speedway
13,Talladega,35,27,15,   Brennan Poole,Spartan Mosquito / Remember Everyone Deployed   (Rick Ware),Chevrolet,178,crash,1,2,0,Super Speedway
13,Talladega,36,34,53,   J.J. Yeley,Truckworx   (Rick Ware),Chevrolet,178,running,0,0,0,Super Speedway
13,Talladega,37,36,51,   Joey Gase,The Gifted Life Podcast / LOPA   (Rick Ware),Ford,141,crash,0,0,0,Super Speedway
13,Talladega,38,11,9,   Chase Elliott,Mountain Dew / Little Caesars   (Rick Hendrick),Chevrolet,135,crash,3,3,0,Super Speedway
13,Talladega,39,17,3,   Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,133,crash,0,1,0,Super Speedway
13,Talladega,40,13,42,   Matt Kenseth,McDonald's McDelivery   (Chip Ganassi),Chevrolet,127,rear hub,0,1,0,Super Speedway
14,Pocono,1,9,4,   Kevin Harvick,"Busch ""Head for the Mountains""   (Stewart Haas Racing)",Ford,130,running,17,44,5,Oval
14,Pocono,2,3,11,   Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,130,running,10,37,0,Oval
14,Pocono,3,1,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,130,running,61,53,1,Oval
14,Pocono,4,36,95,   Christopher Bell,Rheem / Procore   (Leavine Family Racing),Toyota,130,running,0,33,0,Oval
14,Pocono,5,4,18,   Kyle Busch,M&M's Mini's   (Joe Gibbs),Toyota,130,running,0,42,0,Oval
14,Pocono,6,11,19,   Martin Truex Jr,SiriusXM   (Joe Gibbs),Toyota,130,running,14,39,0,Oval
14,Pocono,7,18,14,   Clint Bowyer,Mobil 1   (Stewart Haas Racing),Ford,130,running,0,30,0,Oval
14,Pocono,8,26,34,   Michael McDowell,Dockside Logistics   (Bob Jenkins),Ford,130,running,1,29,0,Oval
14,Pocono,9,8,2,   Brad Keselowski,Western Star / Alliance Parts   (Roger Penske),Ford,130,running,0,31,0,Oval
14,Pocono,10,24,17,   Chris Buescher,Fastenal / Honeywell   (Jack Roush),Ford,130,running,3,27,0,Oval
14,Pocono,11,22,42,   Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,130,running,0,26,0,Oval
14,Pocono,12,2,12,   Ryan Blaney,Menards / Duracell Optimum   (Roger Penske),Ford,130,running,0,40,0,Oval
14,Pocono,13,21,21,   Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,130,running,0,34,0,Oval
14,Pocono,14,16,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,130,running,0,23,0,Oval
14,Pocono,15,13,6,   Ryan Newman,Progressive Insurance   (Jack Roush),Ford,130,running,13,22,0,Oval
14,Pocono,16,25,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,130,running,0,21,0,Oval
14,Pocono,17,14,47,   Ricky Stenhouse Jr,Kroger / Glad / Kingsford / Bush's Beans   (JTG-Daugherty Racing),Chevrolet,130,running,0,20,0,Oval
14,Pocono,18,7,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,130,running,0,24,0,Oval
14,Pocono,19,17,3,   Austin Dillon,American Ethanol   (Richard Childress),Chevrolet,130,running,0,18,0,Oval
14,Pocono,20,30,37,   Ryan Preece,"P&G ""On Equality, We Have A Choice""   (JTG-Daugherty Racing)",Chevrolet,130,running,0,17,0,Oval
14,Pocono,21,12,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,130,running,0,16,0,Oval
14,Pocono,22,23,43,   Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,129,running,0,15,0,Oval
14,Pocono,23,29,32,   Corey LaJoie,Built Bar   (Archie St. Hilaire),Ford,129,running,0,14,0,Oval
14,Pocono,24,20,38,   John H. Nemechek,Death Wish Coffee   (Bob Jenkins),Ford,129,running,0,13,0,Oval
14,Pocono,25,5,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,129,running,0,19,0,Oval
14,Pocono,26,34,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,129,running,0,11,0,Oval
14,Pocono,27,10,88,   Alex Bowman,ChevyGoods.com / Adam's Polishes   (Rick Hendrick),Chevrolet,129,running,0,17,0,Oval
14,Pocono,28,37,96,   Daniel Suarez,CommScope   (Gaunt Brothers),Toyota,128,running,0,9,0,Oval
14,Pocono,29,27,15,   Brennan Poole,Remember Everyone Deployed   (Rick Ware),Chevrolet,127,running,0,8,0,Oval
14,Pocono,30,15,8,   Tyler Reddick,Caterpillar   (Richard Childress),Chevrolet,126,running,0,7,0,Oval
14,Pocono,31,33,27,   J.J. Yeley,Red Rock Secured   (Rick Ware),Ford,125,running,0,0,0,Oval
14,Pocono,32,40,7,   Josh Bilicki,"Insurance King   (Tommy Baldwin, Jr.)",Chevrolet,125,running,0,0,0,Oval
14,Pocono,33,31,53,   Garrett Smithley,Rich Mar Florist   (Rick Ware),Chevrolet,125,running,0,0,0,Oval
14,Pocono,34,35,77,   James Davison,Oil Fire Rye Whiskey / Tilson   (Spire Motorsports),Chevrolet,125,running,0,3,0,Oval
14,Pocono,35,38,66,   Timmy Hill,CrashClaimsR.us / James Carter Attorney   (Carl Long),Toyota,125,running,0,0,0,Oval
14,Pocono,36,6,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,124,running,11,20,1,Oval
14,Pocono,37,28,51,   Joey Gase,Adkins Automotive   (Rick Ware),Ford,121,running,0,0,0,Oval
14,Pocono,38,19,20,   Erik Jones,Craftsman   (Joe Gibbs),Toyota,70,crash,0,2,0,Oval
14,Pocono,39,39,78,   B.J. McLeod,Koolbox   (B.J. McLeod),Chevrolet,36,transmission,0,0,0,Oval
14,Pocono,40,32,0,   Quin Houff,Mane 'N Tail   (StarCom Racing),Chevrolet,19,crash,0,1,0,Oval
15,Pocono,1,19,11,   Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,140,running,49,41,5,Oval
15,Pocono,2,20,4,   Kevin Harvick,"Busch ""Head for the Mountains""   (Stewart Haas Racing)",Ford,140,running,11,47,0,Oval
15,Pocono,3,38,20,   Erik Jones,Craftsman   (Joe Gibbs),Toyota,140,running,0,34,0,Oval
15,Pocono,4,25,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,140,running,0,33,0,Oval
15,Pocono,5,18,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,140,running,4,41,0,Oval
15,Pocono,6,8,21,   Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,140,running,0,38,0,Oval
15,Pocono,7,7,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,140,running,0,30,0,Oval
15,Pocono,8,14,14,   Clint Bowyer,Mobil 1   (Stewart Haas Racing),Ford,140,running,0,29,0,Oval
15,Pocono,9,27,88,   Alex Bowman,ChevyGoods.com / Adam's Polishes   (Rick Hendrick),Chevrolet,140,running,0,28,0,Oval
15,Pocono,10,15,19,   Martin Truex Jr,SiriusXM   (Joe Gibbs),Toyota,140,running,5,37,0,Oval
15,Pocono,11,12,2,   Brad Keselowski,Western Star / Alliance Parts   (Roger Penske),Ford,140,running,13,42,1,Oval
15,Pocono,12,10,42,   Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,140,running,0,25,0,Oval
15,Pocono,13,3,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,140,running,35,37,1,Oval
15,Pocono,14,2,3,   Austin Dillon,Symbicort   (Richard Childress),Chevrolet,140,running,0,27,0,Oval
15,Pocono,15,4,47,   Ricky Stenhouse Jr,Kroger / Glad / Kingsford / Bush's Beans   (JTG-Daugherty Racing),Chevrolet,140,running,0,28,0,Oval
15,Pocono,16,21,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,140,running,0,21,0,Oval
15,Pocono,17,5,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,140,running,0,21,0,Oval
15,Pocono,18,6,6,   Ryan Newman,Wyndham Rewards   (Jack Roush),Ford,139,running,0,27,0,Oval
15,Pocono,19,24,38,   John H. Nemechek,Death Wish Coffee   (Bob Jenkins),Ford,139,running,0,18,0,Oval
15,Pocono,20,22,43,   Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,139,running,0,17,0,Oval
15,Pocono,21,23,32,   Corey LaJoie,Built Bar   (Archie St. Hilaire),Ford,139,running,0,16,0,Oval
15,Pocono,22,9,12,   Ryan Blaney,Menards / Duracell Optimum   (Roger Penske),Ford,139,running,21,24,0,Oval
15,Pocono,23,26,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,139,running,0,14,0,Oval
15,Pocono,24,36,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,139,running,0,13,0,Oval
15,Pocono,25,1,37,   Ryan Preece,"P&G ""On Equality, We Have A Choice""   (JTG-Daugherty Racing)",Chevrolet,139,running,0,12,0,Oval
15,Pocono,26,28,96,   Daniel Suarez,CommScope   (Gaunt Brothers),Toyota,139,running,0,11,0,Oval
15,Pocono,27,29,15,   Brennan Poole,Spartan Mosquito Pro Tech   (Rick Ware),Chevrolet,138,running,0,10,0,Oval
15,Pocono,28,31,27,   J.J. Yeley,Red Rock Secured   (Rick Ware),Ford,138,running,0,0,0,Oval
15,Pocono,29,35,66,   Timmy Hill,CrashClaimsR.us / James Carter Attorney   (Carl Long),Toyota,137,running,0,0,0,Oval
15,Pocono,30,34,77,   James Davison,Oil Fire Rye Whiskey / Tilson   (Spire Motorsports),Chevrolet,136,running,0,7,0,Oval
15,Pocono,31,40,0,   Quin Houff,Mane 'N Tail   (StarCom Racing),Chevrolet,136,running,0,6,0,Oval
15,Pocono,32,33,53,   Garrett Smithley,Rich Mar Florist   (Rick Ware),Chevrolet,136,running,0,0,0,Oval
15,Pocono,33,37,51,   Joey Gase,Adkins Automotive   (Rick Ware),Ford,136,running,0,0,0,Oval
15,Pocono,34,32,7,   Josh Bilicki,"Insurance King   (Tommy Baldwin, Jr.)",Chevrolet,136,running,0,0,0,Oval
15,Pocono,35,30,8,   Tyler Reddick,Caterpillar   (Richard Childress),Chevrolet,135,running,0,2,0,Oval
15,Pocono,36,11,17,   Chris Buescher,Fastenal / Honeywell   (Jack Roush),Ford,135,running,0,5,0,Oval
15,Pocono,37,39,78,   B.J. McLeod,Koolbox   (B.J. McLeod),Chevrolet,133,running,0,0,0,Oval
15,Pocono,38,16,18,   Kyle Busch,M&M's Mini's   (Joe Gibbs),Toyota,74,crash,2,3,0,Oval
15,Pocono,39,17,95,   Christopher Bell,Rheem / Procore   (Leavine Family Racing),Toyota,39,crash,0,9,0,Oval
15,Pocono,40,13,34,   Michael McDowell,Dockside Logistics   (Bob Jenkins),Ford,15,crash,0,1,0,Oval
16,Indianapolis,1,11,4,   Kevin Harvick,Busch Light Fireworks   (Stewart Haas Racing),Ford,161,running,68,56,6,Oval
16,Indianapolis,2,21,42,   Matt Kenseth,McDonald's McDelivery   (Chip Ganassi),Chevrolet,161,running,12,40,0,Oval
16,Indianapolis,3,5,10,   Aric Almirola,Smithfield Patriotic   (Stewart Haas Racing),Ford,161,running,0,34,0,Oval
16,Indianapolis,4,9,2,   Brad Keselowski,Discount Tire   (Roger Penske),Ford,161,running,0,35,0,Oval
16,Indianapolis,5,30,41,   Cole Custer,AutoDesk Fusion / Haas   (Stewart Haas Racing),Ford,161,running,0,32,0,Oval
16,Indianapolis,6,7,18,   Kyle Busch,"Skittles Red, White & Blue   (Joe Gibbs)",Toyota,161,running,0,38,0,Oval
16,Indianapolis,7,27,34,   Michael McDowell,Carparts.com Patriotic   (Bob Jenkins),Ford,161,running,0,30,0,Oval
16,Indianapolis,8,13,8,   Tyler Reddick,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,161,running,0,29,0,Oval
16,Indianapolis,9,17,43,   Bubba Wallace,World Wide Technology 30 Years   (Richard Petty Motorsports),Chevrolet,161,running,0,28,0,Oval
16,Indianapolis,10,1,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,161,running,14,27,0,Oval
16,Indianapolis,11,10,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,161,running,26,42,0,Oval
16,Indianapolis,12,35,95,   Christopher Bell,Rheem   (Leavine Family Racing),Toyota,161,running,0,27,0,Oval
16,Indianapolis,13,2,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,161,running,0,27,0,Oval
16,Indianapolis,14,29,13,   Ty Dillon,GEICO Military   (Germain Racing),Chevrolet,161,running,0,23,0,Oval
16,Indianapolis,15,19,38,   John H. Nemechek,Fire Alarm Services   (Bob Jenkins),Ford,161,running,0,22,0,Oval
16,Indianapolis,16,22,14,   Clint Bowyer,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,161,running,0,23,0,Oval
16,Indianapolis,17,32,77,   Ross Chastain,Melon Man Brand   (Spire Motorsports),Chevrolet,161,running,1,0,0,Oval
16,Indianapolis,18,16,3,   Austin Dillon,Dow Salutes Veterans   (Richard Childress),Chevrolet,161,running,5,33,0,Oval
16,Indianapolis,19,15,21,   Matt DiBenedetto,Red Kap / Menards   (Wood Brothers),Ford,161,running,0,29,0,Oval
16,Indianapolis,20,37,96,   Daniel Suarez,Toyota Certified Used Vehicles   (Gaunt Brothers),Toyota,160,running,0,17,0,Oval
16,Indianapolis,21,34,27,   J.J. Yeley,Greenlight Debit Cards for Kids   (Rick Ware),Ford,160,running,0,0,0,Oval
16,Indianapolis,22,40,78,   B.J. McLeod,Koolbox   (B.J. McLeod),Chevrolet,160,running,0,0,0,Oval
16,Indianapolis,23,33,0,   Quin Houff,Mane 'N Tail Patriotic   (StarCom Racing),Chevrolet,159,running,0,14,0,Oval
16,Indianapolis,24,28,53,   Garrett Smithley,Axele   (Rick Ware),Chevrolet,159,running,1,0,0,Oval
16,Indianapolis,25,39,7,   Josh Bilicki,"Insurance King   (Tommy Baldwin, Jr.)",Chevrolet,158,running,0,0,0,Oval
16,Indianapolis,26,25,51,   Joey Gase,Red Rock Secured   (Rick Ware),Ford,157,running,0,0,0,Oval
16,Indianapolis,27,18,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,156,running,15,20,1,Oval
16,Indianapolis,28,6,11,   Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,153,crash,19,22,0,Oval
16,Indianapolis,29,38,66,   Timmy Hill,RoofClaim.com   (Carl Long),Toyota,153,running,0,0,0,Oval
16,Indianapolis,30,3,88,   Alex Bowman,ChevyGoods.com / Adam's Polishes   (Rick Hendrick),Chevrolet,132,crash,0,7,0,Oval
16,Indianapolis,31,20,17,   Chris Buescher,Sunny D Patriotic   (Jack Roush),Ford,99,crash,0,6,0,Oval
16,Indianapolis,32,12,12,   Ryan Blaney,Menards / Atlas   (Roger Penske),Ford,96,dvp,0,5,0,Oval
16,Indianapolis,33,23,20,   Erik Jones,Stanley Security   (Joe Gibbs),Toyota,73,crash,0,13,0,Oval
16,Indianapolis,34,14,6,   Ryan Newman,Oscar Mayer Patriotic   (Jack Roush),Ford,60,crash,0,3,0,Oval
16,Indianapolis,35,26,15,   Brennan Poole,Spartan Mosquito Pro Tech   (Rick Ware),Chevrolet,24,dvp,0,2,0,Oval
16,Indianapolis,36,24,47,   Ricky Stenhouse Jr,Kroger / Planters / Ball Park / NOS   (JTG-Daugherty Racing),Chevrolet,20,dvp,0,1,0,Oval
16,Indianapolis,37,4,48,   Justin Allgaier,Ally   (Rick Hendrick),Chevrolet,17,crash,0,0,0,Oval
16,Indianapolis,38,8,19,   Martin Truex Jr,Auto Owners Insurance Patriotic   (Joe Gibbs),Toyota,16,crash,0,1,0,Oval
16,Indianapolis,39,31,32,   Corey LaJoie,Trump 2020   (Archie St. Hilaire),Ford,15,crash,0,1,0,Oval
16,Indianapolis,40,36,37,   Ryan Preece,Kleenex   (JTG-Daugherty Racing),Chevrolet,14,crash,0,1,0,Oval
17,Kentucky,1,29,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,267,running,5,48,5,Oval
17,Kentucky,2,9,19,   Martin Truex Jr,Auto Owners Insurance   (Joe Gibbs),Toyota,267,running,57,42,0,Oval
17,Kentucky,3,10,21,   Matt DiBenedetto,Menards / Quaker State   (Wood Brothers),Ford,267,running,1,43,0,Oval
17,Kentucky,4,3,4,   Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,267,running,11,38,0,Oval
17,Kentucky,5,7,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,267,running,0,35,0,Oval
17,Kentucky,6,11,12,   Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,267,running,18,46,0,Oval
17,Kentucky,7,34,95,   Christopher Bell,Toyota   (Leavine Family Racing),Toyota,267,running,0,30,0,Oval
17,Kentucky,8,4,10,   Aric Almirola,"Smithfield ""Vote For Bacon""   (Stewart Haas Racing)",Ford,267,running,128,39,1,Oval
17,Kentucky,9,6,2,   Brad Keselowski,Snap-On 100 Years   (Roger Penske),Ford,267,running,34,38,1,Oval
17,Kentucky,10,24,8,   Tyler Reddick,Caterpillar   (Richard Childress),Chevrolet,267,running,0,27,0,Oval
17,Kentucky,11,21,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,267,running,4,26,0,Oval
17,Kentucky,12,12,11,   Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,267,running,0,25,0,Oval
17,Kentucky,13,19,3,   Austin Dillon,Rig Up   (Richard Childress),Chevrolet,267,running,0,28,0,Oval
17,Kentucky,14,15,14,   Clint Bowyer,One Cure   (Stewart Haas Racing),Ford,267,running,0,25,0,Oval
17,Kentucky,15,2,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,267,running,0,37,0,Oval
17,Kentucky,16,33,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,267,running,0,21,0,Oval
17,Kentucky,17,23,6,   Ryan Newman,Acronis   (Jack Roush),Ford,267,running,0,20,0,Oval
17,Kentucky,18,20,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,267,running,0,22,0,Oval
17,Kentucky,19,5,88,   Alex Bowman,Cincinnati   (Rick Hendrick),Chevrolet,267,running,0,27,0,Oval
17,Kentucky,20,13,17,   Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,267,running,0,17,0,Oval
17,Kentucky,21,1,18,   Kyle Busch,M&M's Fudge Brownie   (Joe Gibbs),Toyota,267,running,9,16,0,Oval
17,Kentucky,22,16,20,   Erik Jones,Toyota Camry Built In Kentucky   (Joe Gibbs),Toyota,267,running,0,16,0,Oval
17,Kentucky,23,8,9,   Chase Elliott,Kelley Blue Book   (Rick Hendrick),Chevrolet,267,running,0,23,0,Oval
17,Kentucky,24,30,34,   Michael McDowell,Love's Travel Stops / Delo   (Bob Jenkins),Ford,267,running,0,13,0,Oval
17,Kentucky,25,17,42,   Matt Kenseth,Clover   (Chip Ganassi),Chevrolet,267,running,0,12,0,Oval
17,Kentucky,26,37,96,   Daniel Suarez,Toyota Certified Used Vehicles   (Gaunt Brothers),Toyota,267,running,0,11,0,Oval
17,Kentucky,27,18,43,   Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,265,running,0,10,0,Oval
17,Kentucky,28,27,32,   Corey LaJoie,Keen Parts / CorvetteParts.net   (Archie St. Hilaire),Ford,264,running,0,9,0,Oval
17,Kentucky,29,14,47,   Ricky Stenhouse Jr,Kroger / Tyson / Pringles / Ball Park   (JTG-Daugherty Racing),Chevrolet,264,running,0,8,0,Oval
17,Kentucky,30,36,27,   J.J. Yeley,Greenlight Debit Cards for Kids   (Rick Ware),Ford,260,running,0,0,0,Oval
17,Kentucky,31,31,15,   Brennan Poole,Spartan Mosquito Pro Tech   (Rick Ware),Chevrolet,259,running,0,6,0,Oval
17,Kentucky,32,26,77,   Josh Bilicki,Austin Hatcher Foundation   (Spire Motorsports),Chevrolet,257,running,0,0,0,Oval
17,Kentucky,33,25,53,   Garrett Smithley,Victory Lane Quick Oil Change / Kendall Oil   (Rick Ware),Chevrolet,257,running,0,0,0,Oval
17,Kentucky,34,35,51,   Joey Gase,Donate Life / Pro Master   (Rick Ware),Ford,257,running,0,0,0,Oval
17,Kentucky,35,28,0,   Quin Houff,Creek Enterprise   (StarCom Racing),Chevrolet,255,running,0,2,0,Oval
17,Kentucky,36,22,38,   John H. Nemechek,Yanmar   (Bob Jenkins),Ford,248,crash,0,1,0,Oval
17,Kentucky,37,38,66,   Timmy Hill,RoofClaim.com   (Carl Long),Toyota,170,electrical,0,0,0,Oval
17,Kentucky,38,32,37,   Ryan Preece,Kingsford   (JTG-Daugherty Racing),Chevrolet,159,transmission,0,1,0,Oval
18,Fort Worth,1,21,3,   Austin Dillon,Bass Pro Shops / Tracker Off-Road   (Richard Childress),Chevrolet,334,running,22,40,5,Oval
18,Fort Worth,2,24,8,   Tyler Reddick,Cat Oil & Gas   (Richard Childress),Chevrolet,334,running,5,42,0,Oval
18,Fort Worth,3,9,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,334,running,22,43,0,Oval
18,Fort Worth,4,4,18,   Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,334,running,11,43,0,Oval
18,Fort Worth,5,5,4,   Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,334,running,40,46,0,Oval
18,Fort Worth,6,23,20,   Erik Jones,Craftsman   (Joe Gibbs),Toyota,334,running,7,33,0,Oval
18,Fort Worth,7,2,12,   Ryan Blaney,Menards / Maytag   (Roger Penske),Ford,334,running,150,50,2,Oval
18,Fort Worth,8,3,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,334,running,0,41,0,Oval
18,Fort Worth,9,6,2,   Brad Keselowski,Wurth   (Roger Penske),Ford,334,running,15,28,0,Oval
18,Fort Worth,10,1,10,   Aric Almirola,Smithfield Hometown Original   (Stewart Haas Racing),Ford,334,running,35,30,0,Oval
18,Fort Worth,11,17,14,   Clint Bowyer,Rush Truck Centers   (Stewart Haas Racing),Ford,334,running,0,26,0,Oval
18,Fort Worth,12,8,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,334,running,0,29,0,Oval
