Track, EndPos, StartPos, CarNumber, Driver, Sponsor, Manufacturer, Laps, Led, Pts, PPts
Richmond,8,5,4, Kevin Harvick,Hunt Brothers Pizza  (Stewart Haas Racing),Ford,400,running,0,32,0
Richmond,9,15,18, Kyle Busch,M&M's  (Joe Gibbs),Toyota,400,running,39,37,0
Richmond,10,8,12, Ryan Blaney,Advance Auto Parts  (Roger Penske),Ford,399,running,0,33,0
Richmond,11,19,3, Austin Dillon,Roland  (Richard Childress),Chevrolet,399,running,0,26,0
Richmond,12,12,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,399,running,0,27,0
Richmond,13,7,2, Brad Keselowski,Western Star  (Roger Penske),Ford,399,running,0,28,0
Richmond,14,9,10, Aric Almirola,Smithfield / Tuesday's Children  (Stewart Haas Racing),Ford,399,running,0,27,0
Richmond,15,11,8, Tyler Reddick,Childress Vineyards  (Richard Childress),Chevrolet,398,running,0,22,0
Richmond,16,26,14, Chase Briscoe,Cummins / Rush Truck Centers  (Stewart Haas Racing),Ford,398,running,0,21,0
Richmond,17,22,99, Daniel Suarez,Good Sam  (Trackhouse Racing),Chevrolet,398,running,0,20,0
Richmond,18,28,21, Matt DiBenedetto,Menards / Dutch Boy  (Wood Brothers),Ford,398,running,0,19,0
Richmond,19,14,24, William Byron,Liberty University  (Rick Hendrick),Chevrolet,398,running,0,18,0
Richmond,20,24,6, Ryan Newman,Oscar Mayer Bacon  (Jack Roush),Ford,398,running,0,17,0
Richmond,21,31,43, Erik Jones,Petty's Garage  (Richard Petty Motorsports),Chevrolet,398,running,0,16,0
Richmond,22,21,41, Cole Custer,HaasTooling.com Demo Day  (Stewart Haas Racing),Ford,397,running,0,15,0
Richmond,23,23,47, Ricky Stenhouse Jr,NOS Energy Drink  (JTG-Daugherty Racing),Chevrolet,397,running,0,14,0
Richmond,24,18,17, Chris Buescher,Fastenal  (Jack Roush),Ford,396,running,0,13,0
Richmond,25,20,37, Ryan Preece,Kroger / Crest  (JTG-Daugherty Racing),Chevrolet,396,running,0,12,0
Richmond,26,30,38, Anthony Alfredo,GoldenNuggetSports.com  (Bob Jenkins),Ford,396,running,0,11,0
Richmond,27,29,77, Justin Haley,Shavelogic  (Spire Motorsports),Chevrolet,396,running,0,0,0
Richmond,28,16,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,395,running,0,9,0
Richmond,29,25,7, Corey LaJoie,Shavelogic  (Spire Motorsports),Chevrolet,395,running,0,8,0
Richmond,30,32,78, B.J. McLeod,Keen Parts  (B.J. McLeod),Ford,393,running,0,0,0
Richmond,31,36,51, Garrett Smithley,9/11 Scheme  (Rick Ware),Chevrolet,389,running,0,0,0
Richmond,32,27,23, Bubba Wallace,Door Dash  (23XI Racing),Toyota,388,running,0,5,0
Richmond,33,34,15, Joey Gase,Donate Life VA  (Rick Ware),Chevrolet,387,running,0,0,0
Richmond,34,37,53, J.J. Yeley,Fat Boy  (Rick Ware),Chevrolet,386,running,0,0,0
Richmond,35,35,0, Quin Houff,Trucker Appreciation  (StarCom Racing),Chevrolet,386,running,0,2,0
Richmond,36,33,52, Josh Bilicki,Firetruck Scheme  (Rick Ware),Ford,385,running,0,1,0
Richmond,37,4,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,40,crash,4,1,0
Bristol,1,5,5, Kyle Larson,Valvoline  (Rick Hendrick),Chevrolet,500,running,175,59,6
Bristol,2,8,4, Kevin Harvick,Subway Delivery  (Stewart Haas Racing),Ford,500,running,71,45,0
Bristol,3,14,24, William Byron,Axalta  (Rick Hendrick),Chevrolet,500,running,0,42,0
Bristol,4,7,12, Ryan Blaney,Menards / Richmond  (Roger Penske),Ford,500,running,45,43,0
Bristol,5,11,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,500,running,0,32,0
Bristol,6,10,2, Brad Keselowski,Discount Tire  (Roger Penske),Ford,500,running,10,46,0
Bristol,7,1,19, Martin Truex Jr,Bass Pro Shops / SherryStrong.org  (Joe Gibbs),Toyota,500,running,5,32,0
Bristol,8,22,43, Erik Jones,U.S. Air Force Tuskegee Airmen  (Richard Petty Motorsports),Chevrolet,500,running,0,29,0
Bristol,9,2,11, Denny Hamlin,FedEx Freight  (Joe Gibbs),Toyota,500,running,65,47,1
Bristol,10,19,21, Matt DiBenedetto,Reese / Draw-Tite  (Wood Brothers),Ford,500,running,0,27,0
Bristol,11,3,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,500,running,0,26,0
Bristol,12,13,8, Tyler Reddick,Food City / Childress Vineyards  (Richard Childress),Chevrolet,500,running,0,27,0
Bristol,13,20,14, Chase Briscoe,Rush Truck Centers / Cummins  (Stewart Haas Racing),Ford,500,running,0,24,0
Bristol,14,17,42, Ross Chastain,Moose Fraternity  (Chip Ganassi),Chevrolet,500,running,0,23,0
Bristol,15,18,3, Austin Dillon,Bass Pro Shops / Tracker Off Road  (Richard Childress),Chevrolet,500,running,0,22,0
Bristol,16,28,23, Bubba Wallace,McDonald's  (23XI Racing),Toyota,500,running,0,21,0
Bristol,17,27,37, Ryan Preece,Viva  (JTG-Daugherty Racing),Chevrolet,500,running,0,20,0
Bristol,18,12,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,500,running,0,19,0
Bristol,19,15,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,500,running,0,18,0
Bristol,20,23,47, Ricky Stenhouse Jr,Kroger  (JTG-Daugherty Racing),Chevrolet,499,running,0,17,0
Bristol,21,9,18, Kyle Busch,M&M's  (Joe Gibbs),Toyota,499,running,0,21,0
Bristol,22,21,99, Daniel Suarez,Coca-Cola  (Trackhouse Racing),Chevrolet,498,running,0,15,0
Bristol,23,25,17, Chris Buescher,Fastenal  (Jack Roush),Ford,498,running,0,14,0
Bristol,24,16,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,498,running,0,13,0
Bristol,25,4,9, Chase Elliott,Hooters  (Rick Hendrick),Chevrolet,497,running,129,26,0
Bristol,26,31,7, Corey LaJoie,Schluter Systems  (Spire Motorsports),Chevrolet,497,running,0,11,0
Bristol,27,35,51, J.J. Yeley,Nurtec ODT  (Rick Ware),Chevrolet,495,running,0,0,0
Bristol,28,26,41, Cole Custer,Autodesk / HaasTooling.com  (Stewart Haas Racing),Ford,494,running,0,9,0
Bristol,29,6,20, Christopher Bell,SiriusXM  (Joe Gibbs),Toyota,493,running,0,14,0
Bristol,30,36,53, Garrett Smithley,Boom Mobile  (Rick Ware),Chevrolet,487,running,0,0,0
Bristol,31,33,52, Josh Bilicki,Insurance King  (Rick Ware),Ford,482,running,0,6,0
Bristol,32,38,66, David Starr,Whataburger  (Carl Long),Toyota,482,running,0,0,0
Bristol,33,37,15, James Davison,Greatest Generations  (Rick Ware),Chevrolet,474,running,0,4,0
Bristol,34,34,0, Quin Houff,Boss Hoss Cycles  (StarCom Racing),Chevrolet,375,crash,0,3,0
Bristol,35,30,38, Anthony Alfredo,Dude Wipes  (Bob Jenkins),Ford,313,crash,0,2,0
Bristol,36,29,77, Justin Haley,Diamond Creek Water  (Spire Motorsports),Chevrolet,216,crash,0,0,0
Bristol,37,32,78, B.J. McLeod,Honor And Remember  (B.J. McLeod),Ford,215,crash,0,0,0
Bristol,38,24,6, Ryan Newman,Kohler Generators  (Jack Roush),Ford,177,dvp,0,1,0
Las Vegas,1,6,11, Denny Hamlin,FedEx Office  (Joe Gibbs),Toyota,267,running,137,58,6
Las Vegas,2,11,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,267,running,1,40,0
Las Vegas,3,10,18, Kyle Busch,M&M's Ethel M  (Joe Gibbs),Toyota,267,running,2,52,0
Las Vegas,4,4,19, Martin Truex Jr,Bass Pro Shops  (Joe Gibbs),Toyota,267,running,1,41,0
Las Vegas,5,2,12, Ryan Blaney,Menards / Knauf  (Roger Penske),Ford,267,running,8,39,0
Las Vegas,6,13,8, Tyler Reddick,Cat Trial 11: Hot Wheels  (Richard Childress),Chevrolet,267,running,5,43,0
Las Vegas,7,8,2, Brad Keselowski,Auto Trader  (Roger Penske),Ford,267,running,4,35,0
Las Vegas,8,20,1, Kurt Busch,Monster  (Chip Ganassi),Chevrolet,267,running,0,33,0
Las Vegas,9,5,4, Kevin Harvick,Subway Delivery  (Stewart Haas Racing),Ford,267,running,0,34,0
Las Vegas,10,1,5, Kyle Larson,Tarlton & Son  (Rick Hendrick),Chevrolet,267,running,95,37,1
Las Vegas,11,9,22, Joey Logano,Pennzoil  (Roger Penske),Ford,267,running,0,32,0
Las Vegas,12,14,21, Matt DiBenedetto,Suicide Prevention Lifeline  (Wood Brothers),Ford,267,running,0,27,0
Las Vegas,13,15,3, Austin Dillon,Bet MGM  (Richard Childress),Chevrolet,266,running,7,26,0
Las Vegas,14,19,14, Chase Briscoe,One Cure  (Stewart Haas Racing),Ford,266,running,0,23,0
Las Vegas,15,26,99, Daniel Suarez,Good Sam  (Trackhouse Racing),Chevrolet,266,running,0,22,0
Las Vegas,16,21,23, Bubba Wallace,Dr. Pepper  (23XI Racing),Toyota,266,running,0,22,0
Las Vegas,17,22,47, Ricky Stenhouse Jr,Kroger / Healthy Choice  (JTG-Daugherty Racing),Chevrolet,266,running,0,20,0
Las Vegas,18,3,24, William Byron,Axalta / Service King  (Rick Hendrick),Chevrolet,266,running,7,25,0
Las Vegas,19,17,10, Aric Almirola,Mobil 1  (Stewart Haas Racing),Ford,266,running,0,18,0
Las Vegas,20,29,6, Ryan Newman,Guaranteed Rate  (Jack Roush),Ford,266,running,0,17,0
Las Vegas,21,23,34, Michael McDowell,CarParts.com  (Bob Jenkins),Ford,266,running,0,16,0
Las Vegas,22,7,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,265,running,0,15,0
Las Vegas,23,18,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,265,running,0,14,0
Las Vegas,24,12,20, Christopher Bell,SiriusXM  (Joe Gibbs),Toyota,265,running,0,13,0
Las Vegas,25,25,17, Chris Buescher,Violet Defense  (Jack Roush),Ford,265,running,0,12,0
Las Vegas,26,16,43, Erik Jones,Medallion Bank  (Richard Petty Motorsports),Chevrolet,265,running,0,11,0
Las Vegas,27,32,38, Anthony Alfredo,Dockside Logistics  (Bob Jenkins),Ford,265,running,0,10,0
Las Vegas,28,24,37, Ryan Preece,Natural Light Vodka  (JTG-Daugherty Racing),Chevrolet,265,running,0,9,0
Las Vegas,29,28,41, Cole Custer,Dixie Vodka Greyhound Cocktail  (Stewart Haas Racing),Ford,265,running,0,8,0
Las Vegas,30,27,7, Corey LaJoie,Built Bar  (Spire Motorsports),Chevrolet,264,running,0,7,0
Las Vegas,31,35,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,260,running,0,0,0
Las Vegas,32,33,77, Justin Haley,Nations Guard  (Spire Motorsports),Chevrolet,260,running,0,0,0
Las Vegas,33,34,78, B.J. McLeod,International Materials  (B.J. McLeod),Ford,257,running,0,0,0
Las Vegas,34,36,0, Quin Houff,Eagle Rock Wealth  (StarCom Racing),Chevrolet,255,running,0,3,0
Las Vegas,35,30,53, Garrett Smithley,Red Line  (Rick Ware),Chevrolet,254,running,0,0,0
Las Vegas,36,31,52, Josh Bilicki,Byrna.com  (Rick Ware),Ford,252,running,0,1,0
Las Vegas,37,37,15, Joey Gase,NV Donate Life  (Rick Ware),Chevrolet,84,crash,0,0,0
Las Vegas,38,38,66, J.J. Yeley,Fat Boy Premium Ice Cream  (Carl Long),Toyota,76,handling,0,0,0
Talladega,1,19,23, Bubba Wallace,McDonald's  (23XI Racing),Toyota,117,running,5,50,6
Talladega,2,7,2, Brad Keselowski,Discount Tire  (Roger Penske),Ford,117,running,13,52,0
Talladega,3,8,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,117,running,9,51,0
Talladega,4,14,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,117,running,9,42,0
Talladega,5,12,20, Christopher Bell,Rheem  (Joe Gibbs),Toyota,117,running,12,38,0
Talladega,6,24,17, Chris Buescher,Violet Defense  (Jack Roush),Ford,117,running,7,46,1
Talladega,7,1,11, Denny Hamlin,FedEx Express  (Joe Gibbs),Toyota,117,running,6,34,0
Talladega,8,9,4, Kevin Harvick,Busch Light #Hunt4Busch  (Stewart Haas Racing),Ford,117,running,16,39,0
Talladega,9,26,43, Erik Jones,U.S. Air Force: Special Warfare  (Richard Petty Motorsports),Chevrolet,117,running,0,30,0
Talladega,10,30,38, Anthony Alfredo,Georgia Peanuts  (Bob Jenkins),Ford,117,running,1,28,0
Talladega,11,16,3, Austin Dillon,Breztri  (Richard Childress),Chevrolet,117,running,0,26,0
Talladega,12,6,19, Martin Truex Jr,Bass Pro Shops  (Joe Gibbs),Toyota,117,running,2,25,0
Talladega,13,28,41, Cole Custer,Autodesk / HaasTooling.com  (Stewart Haas Racing),Ford,117,running,7,24,0
Talladega,14,17,14, Chase Briscoe,Rush Truck Centers / Mobil Delvac 1  (Stewart Haas Racing),Ford,117,running,0,23,0
Talladega,15,4,12, Ryan Blaney,Menards / Maytag  (Roger Penske),Ford,117,running,0,27,0
Talladega,16,21,47, Ricky Stenhouse Jr,SunnyD  (JTG-Daugherty Racing),Chevrolet,117,running,10,21,0
Talladega,17,22,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,117,running,0,20,0
Talladega,18,3,9, Chase Elliott,Adrenaline Shoc  (Rick Hendrick),Chevrolet,117,running,0,23,0
Talladega,19,35,0, Quin Houff,8 Ball Chocolate Whiskey  (StarCom Racing),Chevrolet,117,running,0,18,0
Talladega,20,38,16, Justin Haley,Leaf Filter Gutter Protection  (Matthew Kaulig),Chevrolet,117,running,4,0,0
Talladega,21,25,6, Ryan Newman,Kohler Generators  (Jack Roush),Ford,117,running,0,16,0
Talladega,22,29,7, Corey LaJoie,Schluter Systems  (Spire Motorsports),Chevrolet,117,running,0,15,0
Talladega,23,18,99, Daniel Suarez,Good Sam  (Trackhouse Racing),Chevrolet,117,running,0,14,0
Talladega,24,40,96, Landon Cassill,Carnomaly  (Gaunt Brothers),Toyota,117,running,0,0,0
Talladega,25,36,53, Joey Gase,Sparks  (Rick Ware),Ford,117,running,0,0,0
Talladega,26,20,10, Aric Almirola,Smithfield  (Stewart Haas Racing),Ford,117,running,0,11,0
Talladega,27,2,18, Kyle Busch,M&M's  (Joe Gibbs),Toyota,117,running,4,10,0
Talladega,28,31,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,117,running,4,0,0
Talladega,29,37,15, Garrett Smithley,Boom Mobile  (Rick Ware),Chevrolet,117,running,0,0,0
Talladega,30,32,78, B.J. McLeod,NASCAR 21 Ignition  (B.J. McLeod),Ford,117,running,0,0,0
Talladega,31,34,52, Josh Bilicki,Junction Fuels  (Rick Ware),Ford,117,running,0,6,0
Talladega,32,27,37, Ryan Preece,Kroger/ Velveeta  (JTG-Daugherty Racing),Chevrolet,116,crash,0,5,0
Talladega,33,23,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,116,running,0,7,0
Talladega,34,39,66, James Davison,Rich Mar Racing  (Carl Long),Ford,116,running,0,3,0
Talladega,35,15,21, Matt DiBenedetto,Quick Lane Tire & Auto Center  (Wood Brothers),Ford,115,crash,2,2,0
Talladega,36,10,24, William Byron,Axalta  (Rick Hendrick),Chevrolet,115,crash,0,1,0
Talladega,37,5,5, Kyle Larson,Cincinnati  (Rick Hendrick),Chevrolet,113,running,3,1,0
Talladega,38,11,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,97,crash,1,2,0
Talladega,39,13,8, Tyler Reddick,Realtree  (Richard Childress),Chevrolet,97,crash,2,7,0
Talladega,40,33,77, Justin Allgaier,Brandt  (Spire Motorsports),Chevrolet,55,crash,0,0,0
Charlotte (Road),1,10,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,109,running,8,45,5
Charlotte (Road),2,29,8, Tyler Reddick,Lenovo  (Richard Childress),Chevrolet,109,running,0,35,0
Charlotte (Road),3,16,17, Chris Buescher,Fastenal  (Jack Roush),Ford,109,running,1,34,0
Charlotte (Road),4,9,18, Kyle Busch,M&M's  (Joe Gibbs),Toyota,109,running,22,47,1
Charlotte (Road),5,1,11, Denny Hamlin,FedEx Office  (Joe Gibbs),Toyota,109,running,25,32,0
Charlotte (Road),6,30,21, Matt DiBenedetto,Menards / Duracell  (Wood Brothers),Ford,109,running,0,31,0
Charlotte (Road),7,3,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,109,running,4,42,0
Charlotte (Road),8,4,20, Christopher Bell,Irwin / Trade Strong  (Joe Gibbs),Toyota,109,running,0,29,0
Charlotte (Road),9,6,12, Ryan Blaney,Dex Imaging  (Roger Penske),Ford,109,running,10,43,0
Charlotte (Road),10,12,48, Alex Bowman,Ally x Charlotte FC  (Rick Hendrick),Chevrolet,109,running,0,29,0
Charlotte (Road),11,11,24, William Byron,Valvoline  (Rick Hendrick),Chevrolet,109,running,30,30,0
Charlotte (Road),12,8,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,109,running,2,44,1
Charlotte (Road),13,25,99, Daniel Suarez,CommScope  (Trackhouse Racing),Chevrolet,109,running,0,24,0
Charlotte (Road),14,15,23, Bubba Wallace,Door Dash  (23XI Racing),Toyota,109,running,0,23,0
Charlotte (Road),15,14,3, Austin Dillon,Whelen  (Richard Childress),Chevrolet,109,running,0,22,0
Charlotte (Road),16,19,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,109,running,0,23,0
Charlotte (Road),17,17,43, Erik Jones,Power to the Patients  (Richard Petty Motorsports),Chevrolet,109,running,0,20,0
Charlotte (Road),18,23,41, Cole Custer,Autodesk / HaasTooling.com  (Stewart Haas Racing),Ford,109,running,0,19,0
Charlotte (Road),19,31,37, Ryan Preece,Kleenex  (JTG-Daugherty Racing),Chevrolet,109,running,0,18,0
Charlotte (Road),20,2,2, Brad Keselowski,Wurth  (Roger Penske),Ford,109,running,0,21,0
Charlotte (Road),21,18,47, Ricky Stenhouse Jr,Kroger / Cottonelle  (JTG-Daugherty Racing),Chevrolet,109,running,0,16,0
Charlotte (Road),22,22,14, Chase Briscoe,Ford Perf. Racing School / HighPoint.com  (Stewart Haas Racing),Ford,109,running,0,15,0
Charlotte (Road),23,27,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,109,running,0,14,0
Charlotte (Road),24,21,10, Aric Almirola,Ford Warriors In Pink  (Stewart Haas Racing),Ford,109,running,0,13,0
Charlotte (Road),25,13,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,109,running,2,17,0
Charlotte (Road),26,20,38, Anthony Alfredo,Citgard  (Bob Jenkins),Ford,109,running,0,11,0
Charlotte (Road),27,36,52, Joey Hand,Boom Mobile  (Rick Ware),Ford,109,running,0,10,0
Charlotte (Road),28,37,15, Josh Bilicki,Insurance King  (Rick Ware),Ford,109,running,0,0,0
Charlotte (Road),29,5,19, Martin Truex Jr,Bass Pro Shops  (Joe Gibbs),Toyota,109,running,0,18,0
Charlotte (Road),30,28,0, Quin Houff,NC Sports HOF / Bos Klein  (StarCom Racing),Chevrolet,109,running,0,7,0
Charlotte (Road),31,35,78, Scott Heckert,Bremont Chronometers  (B.J. McLeod),Ford,109,running,0,6,0
Charlotte (Road),32,39,66, Timmy Hill,Coble Enterprises  (Carl Long),Toyota,108,running,0,0,0
Charlotte (Road),33,7,4, Kevin Harvick,Mobil 1  (Stewart Haas Racing),Ford,98,crash,0,13,0
Charlotte (Road),34,34,53, Garrett Smithley,Kendall Motor Oil  (Rick Ware),Chevrolet,96,running,0,0,0
Charlotte (Road),35,26,7, Corey LaJoie,Schluter Systems  (Spire Motorsports),Chevrolet,93,crash,0,2,0
Charlotte (Road),36,32,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,90,crash,0,0,0
Charlotte (Road),37,38,77, Justin Haley,Bon Secours / Swamp Rabbits  (Spire Motorsports),Chevrolet,66,engine,0,0,0
Charlotte (Road),38,33,16, A.J. Allmendinger,Jackpot Party  (Matthew Kaulig),Chevrolet,57,engine,5,0,0
Charlotte (Road),39,24,6, Ryan Newman,Castrol  (Jack Roush),Ford,19,crash,0,1,0
Fort Worth,1,1,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,334,running,256,58,6
Fort Worth,2,12,24, William Byron,Axalta  (Rick Hendrick),Chevrolet,334,running,55,50,0
Fort Worth,3,11,20, Christopher Bell,Rheem / Watts / Opteon  (Joe Gibbs),Toyota,334,running,0,34,0
Fort Worth,4,7,2, Brad Keselowski,Discount Tire  (Roger Penske),Ford,334,running,0,40,0
Fort Worth,5,24,4, Kevin Harvick,Hunt Brothers Pizza  (Stewart Haas Racing),Ford,334,running,0,39,0
Fort Worth,6,4,12, Ryan Blaney,Dex Imaging  (Roger Penske),Ford,334,running,0,48,0
Fort Worth,7,6,9, Chase Elliott,Kelley Blue Book  (Rick Hendrick),Chevrolet,334,running,0,33,0
Fort Worth,8,3,18, Kyle Busch,Interstate Batteries  (Joe Gibbs),Toyota,334,running,20,40,1
Fort Worth,9,9,8, Tyler Reddick,CC Ready Mix  (Richard Childress),Chevrolet,334,running,0,32,0
Fort Worth,10,19,99, Daniel Suarez,Freeway Insurance  (Trackhouse Racing),Chevrolet,334,running,0,27,0
Fort Worth,11,2,11, Denny Hamlin,Craftsman  (Joe Gibbs),Toyota,334,running,2,34,0
Fort Worth,12,21,43, Erik Jones,Medallion Bank  (Richard Petty Motorsports),Chevrolet,334,running,0,25,0
Fort Worth,13,13,21, Matt DiBenedetto,Menards / Atlas / Mohawk  (Wood Brothers),Ford,334,running,0,24,0
Fort Worth,14,15,3, Austin Dillon,Bass Pro Shops / Tracker Off Road  (Richard Childress),Chevrolet,334,running,0,23,0
Fort Worth,15,26,14, Chase Briscoe,Rush Truck Centers / Cummins  (Stewart Haas Racing),Ford,334,running,0,30,0
Fort Worth,16,17,1, Kurt Busch,Monster Energy  (Chip Ganassi),Chevrolet,332,running,0,33,0
Fort Worth,17,16,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,332,running,0,20,0
Fort Worth,18,22,10, Aric Almirola,Smithfield / Walk-Ons  (Stewart Haas Racing),Ford,331,running,0,19,0
Fort Worth,19,20,41, Cole Custer,Feeding America / Wow Wow  (Stewart Haas Racing),Ford,330,running,0,18,0
Fort Worth,20,29,7, Corey LaJoie,Schluter Systems  (Spire Motorsports),Chevrolet,329,running,0,17,0
Fort Worth,21,10,17, Chris Buescher,Fastenal  (Jack Roush),Ford,327,crash,0,16,0
Fort Worth,22,35,78, B.J. McLeod,NASCAR 21 Ignition  (B.J. McLeod),Ford,324,running,0,0,0
Fort Worth,23,38,66, David Starr,ConnectUS / Kyocera  (Carl Long),Ford,323,running,0,0,0
Fort Worth,24,36,15, Garrett Smithley,Trophy Tractor  (Rick Ware),Chevrolet,321,running,0,0,0
Fort Worth,25,8,19, Martin Truex Jr,Bass Pro Shops  (Joe Gibbs),Toyota,320,crash,1,12,0
Fort Worth,26,33,52, Josh Bilicki,Junction Fuels  (Rick Ware),Ford,319,running,0,0,0
Fort Worth,27,39,13, Timmy Hill,CrashClaimsR.us  (Carl Long),Toyota,317,running,0,0,0
Fort Worth,28,25,42, Ross Chastain,Chevrolet Accessories  (Chip Ganassi),Chevrolet,311,running,0,9,0
Fort Worth,29,28,38, Anthony Alfredo,Speedy Cash  (Bob Jenkins),Ford,299,crash,0,8,0
Fort Worth,30,5,22, Joey Logano,AAA Insurance  (Roger Penske),Ford,298,engine,0,7,0
Fort Worth,31,30,0, Quin Houff,8 Ball Chocolate Whiskey  (StarCom Racing),Chevrolet,59,suspension,0,6,0
Fort Worth,32,18,23, Bubba Wallace,Columbia  (23XI Racing),Toyota,38,crash,0,5,0
Fort Worth,33,14,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,36,crash,0,4,0
Fort Worth,34,27,47, Ricky Stenhouse Jr,Kroger / Healthy Choice  (JTG-Daugherty Racing),Chevrolet,31,crash,0,3,0
Fort Worth,35,31,6, Ryan Newman,Violet Defense  (Jack Roush),Ford,31,crash,0,2,0
Fort Worth,36,23,37, Ryan Preece,Little Hug  (JTG-Daugherty Racing),Chevrolet,30,crash,0,1,0
Fort Worth,37,32,77, Justin Haley,Alloy / Shave Logic  (Spire Motorsports),Chevrolet,30,crash,0,0,0
Fort Worth,38,34,51, Cody Ware,Nurtec ODT  (Rick Ware),Chevrolet,30,crash,0,0,0
Fort Worth,39,37,53, Joey Gase,Explore Branson  (Rick Ware),Chevrolet,29,crash,0,0,0
Kansas,1,1,5, Kyle Larson,HendrickCars.com  (Rick Hendrick),Chevrolet,267,running,130,58,6
Kansas,2,5,9, Chase Elliott,NAPA Auto Parts  (Rick Hendrick),Chevrolet,267,running,42,52,0
Kansas,3,11,4, Kevin Harvick,Subway Delivery  (Stewart Haas Racing),Ford,267,running,0,45,0
Kansas,4,13,1, Kurt Busch,Advent Health  (Chip Ganassi),Chevrolet,267,running,4,47,0
Kansas,5,6,11, Denny Hamlin,FedEx Freight  (Joe Gibbs),Toyota,267,running,0,41,0
Kansas,6,9,24, William Byron,RaptorTough.com  (Rick Hendrick),Chevrolet,267,running,57,50,1
Kansas,7,7,19, Martin Truex Jr,Bass Pro Shops  (Joe Gibbs),Toyota,267,running,0,30,0
Kansas,8,10,20, Christopher Bell,Craftsman  (Joe Gibbs),Toyota,267,running,0,29,0
Kansas,9,8,22, Joey Logano,Shell / Pennzoil  (Roger Penske),Ford,267,running,22,28,0
Kansas,10,14,3, Austin Dillon,Get Bioethanol  (Richard Childress),Chevrolet,267,running,0,27,0
Kansas,11,25,48, Alex Bowman,Ally  (Rick Hendrick),Chevrolet,267,running,0,34,0
Kansas,12,21,17, Chris Buescher,Fastenal  (Jack Roush),Ford,267,running,0,25,0
Kansas,13,24,42, Ross Chastain,Clover  (Chip Ganassi),Chevrolet,267,running,0,28,0
Kansas,14,27,23, Bubba Wallace,Door Dash  (23XI Racing),Toyota,267,running,0,25,0
Kansas,15,16,99, Daniel Suarez,Good Sam  (Trackhouse Racing),Chevrolet,267,running,0,22,0
Kansas,16,18,34, Michael McDowell,Love's Travel Stops  (Bob Jenkins),Ford,266,running,0,21,0
Kansas,17,3,2, Brad Keselowski,Discount Tire  (Roger Penske),Ford,266,running,2,20,0
Kansas,18,22,41, Cole Custer,Feeding America / Wow Wow  (Stewart Haas Racing),Ford,266,running,0,19,0
Kansas,19,19,14, Chase Briscoe,DeKalb  (Stewart Haas Racing),Ford,266,running,0,18,0
Kansas,20,40,96, Parker Kligerman,Fast Checkout  (Gaunt Brothers),Toyota,266,running,0,0,0
Kansas,21,32,37, Ryan Preece,Louisiana Hot Sauce  (JTG-Daugherty Racing),Chevrolet,265,running,0,16,0
Kansas,22,12,8, Tyler Reddick,Cat Dealer Tech  (Richard Childress),Chevrolet,265,running,6,21,0
Kansas,23,15,21, Matt DiBenedetto,Menards / Monster  (Wood Brothers),Ford,265,running,4,14,0
Kansas,24,28,47, Ricky Stenhouse Jr,Bush's Beans  (JTG-Daugherty Racing),Chevrolet,265,running,0,13,0
Kansas,25,23,7, Corey LaJoie,Circle B Diecast  (Spire Motorsports),Chevrolet,263,running,0,12,0
Kansas,26,20,10, Aric Almirola,Farmland / Hy-Vee  (Stewart Haas Racing),Ford,263,running,0,11,0
Kansas,27,31,6, Ryan Newman,Violet Defense  (Jack Roush),Ford,263,running,0,10,0
Kansas,28,4,18, Kyle Busch,M&M's Halloween  (Joe Gibbs),Toyota,261,running,0,11,0
Kansas,29,17,43, Erik Jones,Petty's Garage  (Richard Petty Motorsports),Chevrolet,260,running,0,8,0
