Track,EndingPosition,StartingPosition,CarNumber,Driver,Sponsor,Owner,CarManufacturer,TrackType,Length
Charlotte,4,24,47,RickyStenhouseJr,Kroger/Tyson/OscarMeyer/Kingsford,JTG-DaughertyRacing,Chevrolet,Oval,312
Charlotte,5,14,1,KurtBusch,MonsterEnergy,ChipGanassi,Chevrolet,Oval,312
Charlotte,6,8,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,Oval,312
Charlotte,7,20,2,BradKeselowski,DiscountTire,RogerPenske,Ford,Oval,312
Charlotte,8,7,3,AustinDillon,BassProShops/TrackerOffRoad,RichardChildress,Chevrolet,Oval,312
Charlotte,9,15,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs,JoeGibbs,Toyota,Oval,312
Charlotte,10,16,4,KevinHarvick,BuschLight#FaceAtTheRace,StewartHaasRacing,Ford,Oval,312
Charlotte,11,40,48,JimmieJohnson,Ally,RickHendrick,Chevrolet,Oval,312
Charlotte,12,1,24,WilliamByron,Axalta,RickHendrick,Chevrolet,Oval,312
Charlotte,13,5,38,JohnH.Nemechek,ScagPowerEquipment,BobJenkins,Ford,Oval,312
Charlotte,14,13,8,TylerReddick,Okuma,RichardChildress,Chevrolet,Oval,312
Charlotte,15,4,21,MattDiBenedetto,Menards/Richmond,WoodBrothers,Ford,Oval,312
Charlotte,16,39,14,ClintBowyer,Peak,StewartHaasRacing,Ford,Oval,312
Charlotte,17,27,6,RyanNewman,RoushPerformance,JackRoush,Ford,Oval,312
Charlotte,18,9,41,ColeCuster,Autodesk/HaasTooling.com,StewartHaasRacing,Ford,Oval,312
Charlotte,19,23,32,CoreyLaJoie,SuperiorLogistics,ArchieSt.Hilaire,Ford,Oval,312
Charlotte,20,6,10,AricAlmirola,SmithfieldPatriotic,StewartHaasRacing,Ford,Oval,312
Charlotte,21,12,95,ChristopherBell,Procore,LeavineFamilyRacing,Toyota,Oval,312
Charlotte,22,11,17,ChrisBuescher,Fastenal,JackRoush,Ford,Oval,312
Charlotte,23,26,42,MattKenseth,CreditOneBank,ChipGanassi,Chevrolet,Oval,312
Charlotte,24,22,37,RyanPreece,Cottonelle,JTG-DaughertyRacing,Chevrolet,Oval,312
Charlotte,25,3,34,MichaelMcDowell,CarParts.com,BobJenkins,Ford,Oval,312
Charlotte,26,10,20,ErikJones,Craftsman,JoeGibbs,Toyota,Oval,312
Charlotte,27,25,13,TyDillon,"GEICO""HumpDay""",GermainRacing,Chevrolet,Oval,312
Charlotte,28,28,96,DanielSuarez,Today.Tomorrow.ToyotaPatriotic,GauntBrothers,Toyota,Oval,312
Charlotte,29,17,18,KyleBusch,M&M'sFudgeBrownie,JoeGibbs,Toyota,Oval,312
Charlotte,30,31,27,GrayGaulding,PaniniAmerica,RickWare,Ford,Oval,312
Charlotte,31,2,88,AlexBowman,ChevyGoods.com/NOCO,RickHendrick,Chevrolet,Oval,312
Charlotte,32,35,0,QuinHouff,GoodGreekMovers,StarComRacing,Chevrolet,Oval,312
Charlotte,33,34,66,TimmyHill,RoofClaim.com,CarlLong,Toyota,Oval,312
Charlotte,34,21,77,J.J.Yeley,AquestaBank,SpireMotorsports,Chevrolet,Oval,312
Charlotte,35,32,78,B.J.McLeod,CircleTrackWarehouseAuction,B.J.McLeod,Ford,Oval,312
Charlotte,36,37,7,JoshBilicki,Strutmasters.comPatriotic,"TommyBaldwin,Jr.",Chevrolet,Oval,312
Charlotte,37,38,43,BubbaWallace,WorldWideTechnology,RichardPettyMotorsports,Chevrolet,Oval,312
Charlotte,38,30,15,BrennanPoole,SpartanMosquitoProTech,RickWare,Chevrolet,Oval,312
Charlotte,39,36,51,JoeyGase,AgriSupply/CarolinaCookerPatriotic,RickWare,Ford,Oval,312
Charlotte,40,33,53,GarrettSmithley,DreamGiveaway.com,RickWare,Chevrolet,Oval,312
Bristol,1,1,2,BradKeselowski,DiscountTire,RogerPenske,Ford,Oval,267
Bristol,2,23,14,ClintBowyer,BuiltFordProud,StewartHaasRacing,Ford,Oval,267
Bristol,3,24,48,JimmieJohnson,Ally,RickHendrick,Chevrolet,Oval,267
Bristol,4,7,18,KyleBusch,Skittles,JoeGibbs,Toyota,Oval,267
Bristol,5,15,20,ErikJones,Stanley,JoeGibbs,Toyota,Oval,267
Bristol,6,20,3,AustinDillon,Symbicort,RichardChildress,Chevrolet,Oval,267
Bristol,7,12,1,KurtBusch,MonsterEnergy,ChipGanassi,Chevrolet,Oval,267
Bristol,8,13,24,WilliamByron,Axalta,RickHendrick,Chevrolet,Oval,267
Bristol,9,35,95,ChristopherBell,JBL,LeavineFamilyRacing,Toyota,Oval,267
Bristol,10,36,43,BubbaWallace,VictoryJunction,RichardPettyMotorsports,Chevrolet,Oval,267
Bristol,11,8,4,KevinHarvick,HuntBrothersPizza,StewartHaasRacing,Ford,Oval,267
Bristol,12,33,37,RyanPreece,Bush'sBeans,JTG-DaughertyRacing,Chevrolet,Oval,267
Bristol,13,18,38,JohnH.Nemechek,ScagPowerEquipment,BobJenkins,Ford,Oval,267
Bristol,14,25,34,MichaelMcDowell,Love'sTravelStops/LuberFiner,BobJenkins,Ford,Oval,267
Bristol,15,17,6,RyanNewman,Castrol,JackRoush,Ford,Oval,267
Bristol,16,14,42,MattKenseth,McDonald's,ChipGanassi,Chevrolet,Oval,267
Bristol,17,10,11,DennyHamlin,FedExExpress,JoeGibbs,Toyota,Oval,267
Bristol,18,37,96,DanielSuarez,It'sGoodtoBeGenuine,GauntBrothers,Toyota,Oval,267
Bristol,19,38,66,TimmyHill,PitBossGrills,CarlLong,Toyota,Oval,267
Bristol,20,5,19,MartinTruexJr,AutoOwnersInsurance,JoeGibbs,Toyota,Oval,267
Bristol,21,3,22,JoeyLogano,AutoTrader,RogerPenske,Ford,Oval,267
Bristol,22,6,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,Oval,267
Bristol,23,19,17,ChrisBuescher,SunnyD,JackRoush,Ford,Oval,267
Bristol,24,34,15,BrennanPoole,SpartanMosquitoProTech,RickWare,Chevrolet,Oval,267
Bristol,25,40,7,J.J.Yeley,PCA/4URx,"TommyBaldwin,Jr.",Chevrolet,Oval,267
Bristol,26,31,77,GarrettSmithley,SpireMotorsports,SpireMotorsports,Chevrolet,Oval,267
Bristol,27,28,0,QuinHouff,Mane'nTail,StarComRacing,Chevrolet,Oval,267
Bristol,28,39,78,B.J.McLeod,CircleTrackWarehouseAuction,B.J.McLeod,Ford,Oval,267
Bristol,29,2,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,Oval,267
Bristol,30,30,27,GrayGaulding,PaniniAmerica,RickWare,Ford,Oval,267
Bristol,31,9,21,MattDiBenedetto,Reese/Draw-Tite,WoodBrothers,Ford,Oval,267
Bristol,32,32,32,CoreyLaJoie,EnlistedNine/JDogBrands,ArchieSt.Hilaire,Ford,Oval,267
Bristol,33,27,51,JoeyGase,RickWare,RickWare,Chevrolet,Oval,267
Bristol,34,16,47,RickyStenhouseJr,Kroger/Purina/Bush'sBeans,JTG-DaughertyRacing,Chevrolet,Oval,267
Bristol,35,22,41,ColeCuster,HaasTooling.com,StewartHaasRacing,Ford,Oval,267
Bristol,36,21,8,TylerReddick,AlscoUniforms,RichardChildress,Chevrolet,Oval,267
Bristol,37,11,88,AlexBowman,ChevyGoods.com/Adam'sPolishes,RickHendrick,Chevrolet,Oval,267
Bristol,38,26,53,BayleyCurrey,BelmontClassicCars,RickWare,Chevrolet,Oval,267
Bristol,39,29,13,TyDillon,GEICO,GermainRacing,Chevrolet,Oval,267
Bristol,40,4,12,RyanBlaney,Menards/Richmond,RogerPenske,Ford,Oval,267
Atlanta,1,9,4,KevinHarvick,BuschLight#ForTheFarmers,StewartHaasRacing,Ford,SuperSpeedway,501
Atlanta,2,4,18,KyleBusch,M&M'sFudgeBrownie,JoeGibbs,Toyota,SuperSpeedway,501
Atlanta,3,11,19,MartinTruexJr,AutoOwnersInsurance,JoeGibbs,Toyota,SuperSpeedway,501
Atlanta,4,7,12,RyanBlaney,AdvanceAutoParts,RogerPenske,Ford,SuperSpeedway,501
Atlanta,5,10,11,DennyHamlin,FedEx#SupportSmall,JoeGibbs,Toyota,SuperSpeedway,501
Atlanta,6,12,1,KurtBusch,MonsterEnergy,ChipGanassi,Chevrolet,SuperSpeedway,501
Atlanta,7,15,48,JimmieJohnson,Ally,RickHendrick,Chevrolet,SuperSpeedway,501
Atlanta,8,1,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,SuperSpeedway,501
Atlanta,9,6,2,BradKeselowski,AutoTrader,RogerPenske,Ford,SuperSpeedway,501
Atlanta,10,3,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,SuperSpeedway,501
Atlanta,11,16,3,AustinDillon,Symbicort,RichardChildress,Chevrolet,SuperSpeedway,501
Atlanta,12,8,88,AlexBowman,Axalta,RickHendrick,Chevrolet,SuperSpeedway,501
Atlanta,13,22,47,RickyStenhouseJr,NOSEnergyDrink,JTG-DaughertyRacing,Chevrolet,SuperSpeedway,501
Atlanta,14,17,6,RyanNewman,ProgressiveInsurance,JackRoush,Ford,SuperSpeedway,501
Atlanta,15,19,42,MattKenseth,CreditOneBank,ChipGanassi,Chevrolet,SuperSpeedway,501
Atlanta,16,24,8,TylerReddick,Roland,RichardChildress,Chevrolet,SuperSpeedway,501
Atlanta,17,2,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,SuperSpeedway,501
Atlanta,18,27,95,ChristopherBell,Rheem,LeavineFamilyRacing,Toyota,SuperSpeedway,501
Atlanta,19,31,41,ColeCuster,HaasTooling.com,StewartHaasRacing,Ford,SuperSpeedway,501
Atlanta,20,5,14,ClintBowyer,BuschLight#ForTheFarmers,StewartHaasRacing,Ford,SuperSpeedway,501
Atlanta,21,23,43,BubbaWallace,McDonald's,RichardPettyMotorsports,Chevrolet,SuperSpeedway,501
Atlanta,22,13,17,ChrisBuescher,Fastenal/MCRSafety,JackRoush,Ford,SuperSpeedway,501
Atlanta,23,18,38,JohnH.Nemechek,Yanmar,BobJenkins,Ford,SuperSpeedway,501
Atlanta,24,36,34,MichaelMcDowell,FR8Auctions,BobJenkins,Ford,SuperSpeedway,501
Atlanta,25,21,21,MattDiBenedetto,Menards/Knauf,WoodBrothers,Ford,SuperSpeedway,501
Atlanta,26,29,37,RyanPreece,Kroger/Hershey's/Kingsford/Scott,JTG-DaughertyRacing,Chevrolet,SuperSpeedway,501
Atlanta,27,25,32,CoreyLaJoie,BuiltBar,ArchieSt.Hilaire,Ford,SuperSpeedway,501
Atlanta,28,14,20,ErikJones,StanleyTools,JoeGibbs,Toyota,SuperSpeedway,501
Atlanta,29,28,13,TyDillon,GEICO,GermainRacing,Chevrolet,SuperSpeedway,501
Atlanta,30,33,15,BrennanPoole,SpartanMosquito,RickWare,Chevrolet,SuperSpeedway,501
Atlanta,31,37,96,DanielSuarez,Coca-Cola,GauntBrothers,Toyota,SuperSpeedway,501
Atlanta,32,35,0,QuinHouff,Units,StarComRacing,Chevrolet,SuperSpeedway,501
Atlanta,33,20,24,WilliamByron,LibertyUniversity,RickHendrick,Chevrolet,SuperSpeedway,501
Atlanta,34,32,27,JoshBilicki,InsuranceKing,RickWare,Ford,SuperSpeedway,501
Atlanta,35,34,53,GarrettSmithley,HeroBox,RickWare,Chevrolet,SuperSpeedway,501
Atlanta,36,30,77,J.J.Yeley,GreenvilleSwampRabbits,SpireMotorsports,Chevrolet,SuperSpeedway,501
Atlanta,37,40,7,ReedSorenson,"TommyBaldwin,Jr.","TommyBaldwin,Jr.",Chevrolet,SuperSpeedway,501
Atlanta,38,26,51,JoeyGase,DonateLife,RickWare,Ford,SuperSpeedway,501
Atlanta,39,38,66,TimmyHill,RoofClaim.com,CarlLong,Toyota,SuperSpeedway,501
Atlanta,40,39,78,B.J.McLeod,CircleTrackWarehouse,B.J.McLeod,Chevrolet,SuperSpeedway,501
Martinsville,1,5,19,MartinTruexJr,SiriusXM,JoeGibbs,Toyota,Oval,263
Martinsville,2,1,12,RyanBlaney,Menards/CardellCabinetry,RogerPenske,Ford,Oval,263
Martinsville,3,6,2,BradKeselowski,PPG,RogerPenske,Ford,Oval,263
Martinsville,4,3,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,Oval,263
Martinsville,5,11,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,Oval,263
Martinsville,6,8,88,AlexBowman,ChevyGoods.com/Adam'sPolishes,RickHendrick,Chevrolet,Oval,263
Martinsville,7,19,21,MattDiBenedetto,Motorcraft/QuickLane,WoodBrothers,Ford,Oval,263
Martinsville,8,15,24,WilliamByron,Axalta,RickHendrick,Chevrolet,Oval,263
Martinsville,9,9,1,KurtBusch,MonsterEnergy,ChipGanassi,Chevrolet,Oval,263
Martinsville,10,21,48,JimmieJohnson,Ally,RickHendrick,Chevrolet,Oval,263
Martinsville,11,23,43,BubbaWallace,#BlackLivesMatter,RichardPettyMotorsports,Chevrolet,Oval,263
Martinsville,12,16,6,RyanNewman,KochIndustries,JackRoush,Ford,Oval,263
Martinsville,13,24,17,ChrisBuescher,Fastenal/NortonSaint-Gobain,JackRoush,Ford,Oval,263
Martinsville,14,29,34,MichaelMcDowell,ThePeteStore#ThankATrucker,BobJenkins,Ford,Oval,263
Martinsville,15,10,4,KevinHarvick,HuntBrothersPizza,StewartHaasRacing,Ford,Oval,263
Martinsville,16,14,8,TylerReddick,CatFleetMonitoring,RichardChildress,Chevrolet,Oval,263
Martinsville,17,4,14,ClintBowyer,RushTruckCenters/Cummins,StewartHaasRacing,Ford,Oval,263
Martinsville,18,25,32,CoreyLaJoie,KeenParts/CorvetteParts.net,ArchieSt.Hilaire,Ford,Oval,263
Martinsville,19,7,18,KyleBusch,M&M'sFudgeBrownie,JoeGibbs,Toyota,Oval,263
Martinsville,20,13,20,ErikJones,GenuinePartsToyota,JoeGibbs,Toyota,Oval,263
Martinsville,21,17,47,RickyStenhouseJr,Kroger/Purina/Clorox/Scott,JTG-DaughertyRacing,Chevrolet,Oval,263
Martinsville,22,30,13,TyDillon,"GEICO""HumpDay""",GermainRacing,Chevrolet,Oval,263
Martinsville,23,20,42,MattKenseth,CreditOneBank,ChipGanassi,Chevrolet,Oval,263
Martinsville,24,12,11,DennyHamlin,FedExFreight,JoeGibbs,Toyota,Oval,263
Martinsville,25,18,38,JohnH.Nemechek,FireAlarmServices,BobJenkins,Ford,Oval,263
Martinsville,26,28,37,RyanPreece,Purina,JTG-DaughertyRacing,Chevrolet,Oval,263
Martinsville,27,37,96,DanielSuarez,CommScope,GauntBrothers,Toyota,Oval,263
Martinsville,28,32,95,ChristopherBell,Toyota,LeavineFamilyRacing,Toyota,Oval,263
Martinsville,29,27,41,ColeCuster,HaasTooling.com/JacobCompanies,StewartHaasRacing,Ford,Oval,263
Martinsville,30,31,15,BrennanPoole,SpartanMosquitoProTech,RickWare,Chevrolet,Oval,263
Martinsville,31,26,27,J.J.Yeley,RickWare,RickWare,Ford,Oval,263
Martinsville,32,33,53,DavidStarr,HelluvaRanch/RichardsonService,RickWare,Chevrolet,Oval,263
Martinsville,33,2,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,Oval,263
Martinsville,34,34,0,QuinHouff,Permatex,StarComRacing,Chevrolet,Oval,263
Martinsville,35,36,51,JoeyGase,CarolinaSimWorks,RickWare,Chevrolet,Oval,263
Martinsville,36,35,77,GarrettSmithley,FormulaOneImports,SpireMotorsports,Chevrolet,Oval,263
Martinsville,37,22,3,AustinDillon,Symbicort,RichardChildress,Chevrolet,Oval,263
Martinsville,38,39,7,ReedSorenson,"TommyBaldwin,Jr.","TommyBaldwin,Jr.",Chevrolet,Oval,263
Martinsville,39,38,66,TimmyHill,CrashClaimsR.us/JamesCarterAttorney,CarlLong,Toyota,Oval,263
Homestead,1,1,11,DennyHamlin,FedExOffice,JoeGibbs,Toyota,Oval,401
Homestead,2,5,9,ChaseElliott,Hooters,RickHendrick,Chevrolet,Oval,401
Homestead,3,11,12,RyanBlaney,Menards/JackLinks,RogerPenske,Ford,Oval,401
Homestead,4,24,8,TylerReddick,ChevyCares,RichardChildress,Chevrolet,Oval,401
Homestead,5,21,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,Oval,401
Homestead,6,4,18,KyleBusch,M&M'sFudgeBrownie,JoeGibbs,Toyota,Oval,401
Homestead,7,16,3,AustinDillon,Dow/BehrUltraScuffDefense,RichardChildress,Chevrolet,Oval,401
Homestead,8,36,95,ChristopherBell,Rheem/SmurfitKappa,LeavineFamilyRacing,Toyota,Oval,401
Homestead,9,22,24,WilliamByron,Axalta,RickHendrick,Chevrolet,Oval,401
Homestead,10,3,2,BradKeselowski,MoneyLion,RogerPenske,Ford,Oval,401
Homestead,11,12,14,ClintBowyer,BlueDef,StewartHaasRacing,Ford,Oval,401
Homestead,12,6,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs,JoeGibbs,Toyota,Oval,401
Homestead,13,17,43,BubbaWallace,WorldWideTechnology,RichardPettyMotorsports,Chevrolet,Oval,401
Homestead,14,23,21,MattDiBenedetto,Motorcraft/QuickLane,WoodBrothers,Ford,Oval,401
Homestead,15,30,34,MichaelMcDowell,Love'sTravelStops/Speedco,BobJenkins,Ford,Oval,401
Homestead,16,9,48,JimmieJohnson,Ally,RickHendrick,Chevrolet,Oval,401
Homestead,17,10,1,KurtBusch,GearWrench,ChipGanassi,Chevrolet,Oval,401
Homestead,18,8,88,AlexBowman,Llumar,RickHendrick,Chevrolet,Oval,401
Homestead,19,18,38,JohnH.Nemechek,DeathWishCoffee,BobJenkins,Ford,Oval,401
Homestead,20,19,47,RickyStenhouseJr,Kroger/TidePods/Downy/Gain,JTG-DaughertyRacing,Chevrolet,Oval,401
Homestead,21,15,20,ErikJones,ToyotaAccessories,JoeGibbs,Toyota,Oval,401
Homestead,22,35,41,ColeCuster,JacobConstruction/HaasTooling.com,StewartHaasRacing,Ford,Oval,401
Homestead,23,13,17,ChrisBuescher,Fastenal/DeWalt,JackRoush,Ford,Oval,401
Homestead,24,33,37,RyanPreece,SlimJim,JTG-DaughertyRacing,Chevrolet,Oval,401
Homestead,25,20,42,MattKenseth,CreditOneBank,ChipGanassi,Chevrolet,Oval,401
Homestead,26,7,4,KevinHarvick,BuschLight,StewartHaasRacing,Ford,Oval,401
Homestead,27,2,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,Oval,401
Homestead,28,32,13,TyDillon,GEICOForYourBoat,GermainRacing,Chevrolet,Oval,401
Homestead,29,26,32,CoreyLaJoie,StormTightWindows,ArchieSt.Hilaire,Ford,Oval,401
Homestead,30,14,6,RyanNewman,OscarMayerSubKit,JackRoush,Ford,Oval,401
Homestead,31,37,96,DanielSuarez,ToyotaCertifiedUsedVehicles,GauntBrothers,Toyota,Oval,401
Homestead,32,28,15,BrennanPoole,SpartanMosquitoProTech,RickWare,Chevrolet,Oval,401
Homestead,33,31,0,QuinHouff,GoodGreekMovers,StarComRacing,Chevrolet,Oval,401
Homestead,34,38,66,TimmyHill,RoofClaim.com,CarlLong,Toyota,Oval,401
Homestead,35,34,77,B.J.McLeod,FormulaOneImports,SpireMotorsports,Chevrolet,Oval,401
Homestead,36,29,51,JoeyGase,EFXCorp.,RickWare,Ford,Oval,401
Homestead,37,27,53,JoshBilicki,SkyKingFireworks,RickWare,Chevrolet,Oval,401
Homestead,38,25,27,J.J.Yeley,RickWareRacing,RickWare,Ford,Oval,401
Talladega,1,12,12,RyanBlaney,Menards/TruWaveTechnologybySylvania,RogerPenske,Ford,SuperSpeedway,508
Talladega,2,20,47,RickyStenhouseJr,NOSEnergyDrink,JTG-DaughertyRacing,Chevrolet,SuperSpeedway,508
Talladega,3,15,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,SuperSpeedway,508
Talladega,4,2,11,DennyHamlin,NationalCivilRightsMuseum,JoeGibbs,Toyota,SuperSpeedway,508
Talladega,5,18,20,ErikJones,SportClips,JoeGibbs,Toyota,SuperSpeedway,508
Talladega,6,21,17,ChrisBuescher,Fastenal/Milwaukee,JackRoush,Ford,SuperSpeedway,508
Talladega,7,8,88,AlexBowman,Valvoline,RickHendrick,Chevrolet,SuperSpeedway,508
Talladega,8,22,38,JohnH.Nemechek,DeathWishCoffee,BobJenkins,Ford,SuperSpeedway,508
Talladega,9,7,1,KurtBusch,MonsterEnergy,ChipGanassi,Chevrolet,SuperSpeedway,508
Talladega,10,5,4,KevinHarvick,BuschLight,StewartHaasRacing,Ford,SuperSpeedway,508
Talladega,11,19,24,WilliamByron,Axalta,RickHendrick,Chevrolet,SuperSpeedway,508
Talladega,12,33,13,TyDillon,GEICO,GermainRacing,Chevrolet,SuperSpeedway,508
Talladega,13,4,48,JimmieJohnson,Ally,RickHendrick,Chevrolet,SuperSpeedway,508
Talladega,14,24,43,BubbaWallace,VictoryJunction,RichardPettyMotorsports,Chevrolet,SuperSpeedway,508
Talladega,15,31,37,RyanPreece,Kroger/P&G,JTG-DaughertyRacing,Chevrolet,SuperSpeedway,508
Talladega,16,25,32,CoreyLaJoie,WallStBookie.com,ArchieSt.Hilaire,Ford,SuperSpeedway,508
Talladega,17,9,22,JoeyLogano,MoneyLion,RogerPenske,Ford,SuperSpeedway,508
Talladega,18,26,34,MichaelMcDowell,Love'sTravelStops/Speedco,BobJenkins,Ford,SuperSpeedway,508
Talladega,19,6,2,BradKeselowski,DentWizard,RogerPenske,Ford,SuperSpeedway,508
Talladega,20,16,8,TylerReddick,Realtree,RichardChildress,Chevrolet,SuperSpeedway,508
Talladega,21,39,62,BrendanGaughan,SouthPointHotel&Casino/BeardOil,BeardMotorsports,Chevrolet,SuperSpeedway,508
Talladega,22,28,41,ColeCuster,Autodesk/HaasTooling.com,StewartHaasRacing,Ford,SuperSpeedway,508
Talladega,23,1,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs/USO,JoeGibbs,Toyota,SuperSpeedway,508
Talladega,24,14,6,RyanNewman,Castrol,JackRoush,Ford,SuperSpeedway,508
Talladega,25,10,14,ClintBowyer,BarstoolSportsAmerica,StewartHaasRacing,Ford,SuperSpeedway,508
Talladega,26,23,21,MattDiBenedetto,QuickLaneTire&AutoCenter,WoodBrothers,Ford,SuperSpeedway,508
Talladega,27,32,0,QuinHouff,Permatex,StarComRacing,Chevrolet,SuperSpeedway,508
Talladega,28,37,96,DanielSuarez,CommScope,GauntBrothers,Toyota,SuperSpeedway,508
Talladega,29,35,95,ChristopherBell,Procore,LeavineFamilyRacing,Toyota,SuperSpeedway,508
Talladega,30,29,27,GrayGaulding,PaniniAmerica,RickWare,Ford,SuperSpeedway,508
Talladega,31,30,77,B.J.McLeod,OilFireRyeWhiskey/Tilson,SpireMotorsports,Chevrolet,SuperSpeedway,508
Talladega,32,3,18,KyleBusch,InterstateBatteries,JoeGibbs,Toyota,SuperSpeedway,508
Talladega,33,38,66,TimmyHill,RoofClaim.com,CarlLong,Toyota,SuperSpeedway,508
Talladega,34,40,78,GarrettSmithley,BakerCampArnoldCapitalManagement,B.J.McLeod,Chevrolet,SuperSpeedway,508
Talladega,35,27,15,BrennanPoole,SpartanMosquito/RememberEveryoneDeployed,RickWare,Chevrolet,SuperSpeedway,508
Talladega,36,34,53,J.J.Yeley,Truckworx,RickWare,Chevrolet,SuperSpeedway,508
Talladega,37,36,51,JoeyGase,TheGiftedLifePodcast/LOPA,RickWare,Ford,SuperSpeedway,508
Talladega,38,11,9,ChaseElliott,MountainDew/LittleCaesars,RickHendrick,Chevrolet,SuperSpeedway,508
Talladega,39,17,3,AustinDillon,BassProShops/TrackerOffRoad,RichardChildress,Chevrolet,SuperSpeedway,508
Talladega,40,13,42,MattKenseth,McDonald'sMcDelivery,ChipGanassi,Chevrolet,SuperSpeedway,508
Pocono,1,9,4,KevinHarvick,"Busch""HeadfortheMountains""",StewartHaasRacing,Ford,Oval,325
Pocono,2,3,11,DennyHamlin,FedExGround,JoeGibbs,Toyota,Oval,325
Pocono,3,1,10,AricAlmirola,Smithfield,StewartHaasRacing,Ford,Oval,325
Pocono,4,36,95,ChristopherBell,Rheem/Procore,LeavineFamilyRacing,Toyota,Oval,325
Pocono,5,4,18,KyleBusch,M&M'sMini's,JoeGibbs,Toyota,Oval,325
Pocono,6,11,19,MartinTruexJr,SiriusXM,JoeGibbs,Toyota,Oval,325
Pocono,7,18,14,ClintBowyer,Mobil1,StewartHaasRacing,Ford,Oval,325
Pocono,8,26,34,MichaelMcDowell,DocksideLogistics,BobJenkins,Ford,Oval,325
Pocono,9,8,2,BradKeselowski,WesternStar/AllianceParts,RogerPenske,Ford,Oval,325
Pocono,10,24,17,ChrisBuescher,Fastenal/Honeywell,JackRoush,Ford,Oval,325
Pocono,11,22,42,MattKenseth,CreditOneBank,ChipGanassi,Chevrolet,Oval,325
Pocono,12,2,12,RyanBlaney,Menards/DuracellOptimum,RogerPenske,Ford,Oval,325
Pocono,13,21,21,MattDiBenedetto,Motorcraft/QuickLane,WoodBrothers,Ford,Oval,325
Pocono,14,16,24,WilliamByron,Axalta,RickHendrick,Chevrolet,Oval,325
Pocono,15,13,6,RyanNewman,ProgressiveInsurance,JackRoush,Ford,Oval,325
Pocono,16,25,41,ColeCuster,HaasTooling.com,StewartHaasRacing,Ford,Oval,325
Pocono,17,14,47,RickyStenhouseJr,Kroger/Glad/Kingsford/Bush'sBeans,JTG-DaughertyRacing,Chevrolet,Oval,325
Pocono,18,7,1,KurtBusch,MonsterEnergy,ChipGanassi,Chevrolet,Oval,325
Pocono,19,17,3,AustinDillon,AmericanEthanol,RichardChildress,Chevrolet,Oval,325
Pocono,20,30,37,RyanPreece,"P&G""OnEquality,WeHaveAChoice""",JTG-DaughertyRacing,Chevrolet,Oval,325
Pocono,21,12,48,JimmieJohnson,Ally,RickHendrick,Chevrolet,Oval,325
Pocono,22,23,43,BubbaWallace,VictoryJunction,RichardPettyMotorsports,Chevrolet,Oval,325
Pocono,23,29,32,CoreyLaJoie,BuiltBar,ArchieSt.Hilaire,Ford,Oval,325
Pocono,24,20,38,JohnH.Nemechek,DeathWishCoffee,BobJenkins,Ford,Oval,325
Pocono,25,5,9,ChaseElliott,NAPAAutoParts,RickHendrick,Chevrolet,Oval,325
Pocono,26,34,13,TyDillon,GEICO,GermainRacing,Chevrolet,Oval,325
Pocono,27,10,88,AlexBowman,ChevyGoods.com/Adam'sPolishes,RickHendrick,Chevrolet,Oval,325
Pocono,28,37,96,DanielSuarez,CommScope,GauntBrothers,Toyota,Oval,325
Pocono,29,27,15,BrennanPoole,RememberEveryoneDeployed,RickWare,Chevrolet,Oval,325
Pocono,30,15,8,TylerReddick,Caterpillar,RichardChildress,Chevrolet,Oval,325
Pocono,31,33,27,J.J.Yeley,RedRockSecured,RickWare,Ford,Oval,325
Pocono,32,40,7,JoshBilicki,InsuranceKing,"TommyBaldwin,Jr.",Chevrolet,Oval,325
Pocono,33,31,53,GarrettSmithley,RichMarFlorist,RickWare,Chevrolet,Oval,325
Pocono,34,35,77,JamesDavison,OilFireRyeWhiskey/Tilson,SpireMotorsports,Chevrolet,Oval,325
Pocono,35,38,66,TimmyHill,CrashClaimsR.us/JamesCarterAttorney,CarlLong,Toyota,Oval,325
Pocono,36,6,22,JoeyLogano,Shell/Pennzoil,RogerPenske,Ford,Oval,325
Pocono,37,28,51,JoeyGase,AdkinsAutomotive,RickWare,Ford,Oval,325
Pocono,38,19,20,ErikJones,Craftsman,JoeGibbs,Toyota,Oval,325
Pocono,39,39,78,B.J.McLeod,Koolbox,B.J.McLeod,Chevrolet,Oval,325
Pocono,40,32,0,QuinHouff,Mane'NTail,StarComRacing,Chevrolet,Oval,325
Pocono,1,19,11,DennyHamlin,FedExGround,JoeGibbs,Toyota,Oval,350
