RaceNumber,Track,Pos,Start,Car Number,Owner,Sponsor / Owner,Manufact,Laps,Status,Led,Pts,Playoff Points,Track Type
29, Bristol,28,32,21,   Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,495,running,0,9,0,Oval
29, Bristol,29,21,4,   Kevin Harvick,Gearwrench   (Stewart Haas Racing),Ford,495,running,0,8,0,Oval
29, Bristol,30,22,16,   A.J. Allmendinger,Barger Precast   (Matthew Kaulig),Chevrolet,491,running,0,7,0,Oval
29, Bristol,31,34,78,   B.J. McLeod,FREEDOMWORKSHERE.COM   (B.J. McLeod),Chevrolet,490,running,0,0,0,Oval
29, Bristol,32,29,2,   Austin Cindric,Menards Monster   (Roger Penske),Ford,488,running,0,5,0,Oval
29, Bristol,33,33,77,   Ty Dillon,Gainbridge   (Spire Motorsports),Chevrolet,263,crash,0,4,0,Oval
29, Bristol,34,28,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,262,crash,0,3,0,Oval
29, Bristol,35,19,31,   Justin Haley,Mountain Dew   (Matthew Kaulig),Chevrolet,261,crash,0,2,0,Oval
29, Bristol,36,27,51,   Ryan Newman,Biohaven/Jacob Co.   (Rick Ware),Ford,260,crash,0,1,0,Oval
30,Fort Worth,1,18,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,267,running,6,47,5,Oval
30,Fort Worth,2,5,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,267,running,1,38,0,Oval
30,Fort Worth,3,1,23,   Bubba Wallace,McDonald's   (23XI Racing),Toyota,267,running,111,37,0,Oval
30,Fort Worth,4,9,20,   Christopher Bell,Interstate Batteries   (Joe Gibbs),Toyota,267,running,0,41,0,Oval
30,Fort Worth,5,10,11,   Denny Hamlin,FedEx   (Joe Gibbs),Toyota,267,running,0,42,0,Oval
30,Fort Worth,6,22,4,   Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,267,running,0,31,0,Oval
30,Fort Worth,7,3,6,   Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,267,running,0,34,0,Oval
30,Fort Worth,8,8,99,   Daniel Suarez,Kubota   (Trackhouse Racing),Chevrolet,267,running,0,30,0,Oval
30,Fort Worth,9,24,47,   Ricky Stenhouse Jr,Kroger / NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,267,running,0,28,0,Oval
30,Fort Worth,10,31,14,   Chase Briscoe,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,267,running,0,30,0,Oval
30,Fort Worth,11,29,9,   Chase Elliott,Kelley Blue Book   (Rick Hendrick),Chevrolet,267,running,1,36,0,Oval
30,Fort Worth,12,14,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,267,running,1,25,0,Oval
30,Fort Worth,13,28,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,267,running,0,24,0,Oval
30,Fort Worth,14,2,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,267,running,2,38,0,Oval
30,Fort Worth,15,17,34,   Michael McDowell,Love's / Delo   (Bob Jenkins),Ford,267,running,0,28,0,Oval
30,Fort Worth,16,19,42,   Carson Hocevar,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,267,running,0,0,0,Oval
30,Fort Worth,17,16,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,267,running,0,20,0,Oval
30,Fort Worth,18,21,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,267,running,0,19,0,Oval
30,Fort Worth,19,26,77,   Ty Dillon,Shelton Companies   (Spire Motorsports),Chevrolet,267,running,3,18,0,Oval
30,Fort Worth,20,30,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,267,running,0,17,0,Oval
30,Fort Worth,21,20,22,   Joey Logano,AAA Insurance   (Roger Penske),Ford,267,running,0,16,0,Oval
30,Fort Worth,22,34,78,   B.J. McLeod,Gunk   (B.J. McLeod),Chevrolet,267,running,0,0,0,Oval
30,Fort Worth,23,25,41,   Ryan Preece,Autodesk   (Stewart Haas Racing),Ford,267,running,0,14,0,Oval
30,Fort Worth,24,33,38,   Zane Smith,Ambetter Health   (Bob Jenkins),Ford,267,running,0,0,0,Oval
30,Fort Worth,25,15,45,   Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,267,running,36,22,1,Oval
30,Fort Worth,26,27,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,262,running,0,11,0,Oval
30,Fort Worth,27,32,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,261,crash,1,10,0,Oval
30,Fort Worth,28,23,12,   Ryan Blaney,Menards Dutch Boy   (Roger Penske),Ford,258,crash,0,20,0,Oval
30,Fort Worth,29,6,16,   A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,255,crash,1,8,0,Oval
30,Fort Worth,30,12,43,   Erik Jones,vseverybody.com   (Legacy Motor Club),Chevrolet,255,crash,3,16,0,Oval
30,Fort Worth,31,11,5,   Kyle Larson,Valvoline   (Rick Hendrick),Chevrolet,248,dvp,99,16,1,Oval
30,Fort Worth,32,35,15,   J.J. Yeley,Patriot Mobile/Folds of Honor   (Rick Ware),Ford,241,crash,2,0,0,Oval
30,Fort Worth,33,4,54,   Ty Gibbs,Interstate Batteries   (Joe Gibbs),Toyota,77,crash,0,4,0,Oval
30,Fort Worth,34,7,8,   Kyle Busch,3CHI   (Richard Childress),Chevrolet,73,dvp,0,3,0,Oval
30,Fort Worth,35,36,51,   Todd Gilliland,Biohaven/Jacob Co.   (Rick Ware),Ford,52,crash,0,2,0,Oval
30,Fort Worth,36,13,3,   Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,40,crash,0,1,0,Oval
31,Talladega,1,10,12,   Ryan Blaney,MenardsPennzoil   (Roger Penske),Ford,188,running,8,50,6,Super Speedway
31,Talladega,2,8,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,188,running,12,53,0,Super Speedway
31,Talladega,3,12,11,   Denny Hamlin,Mavis Tires & Brakes   (Joe Gibbs),Toyota,188,running,3,34,0,Super Speedway
31,Talladega,4,36,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,188,running,0,34,0,Super Speedway
31,Talladega,5,7,2,   Austin Cindric,Discount Tire   (Roger Penske),Ford,188,running,15,37,0,Super Speedway
31,Talladega,6,30,31,   Justin Haley,"Morris-Shea Bridge Co., Inc.   (Matthew Kaulig)",Chevrolet,188,running,1,35,0,Super Speedway
31,Talladega,7,23,9,   Chase Elliott,Llumar   (Rick Hendrick),Chevrolet,188,running,8,43,0,Super Speedway
31,Talladega,8,19,41,   Ryan Preece,Wonder Bread   (Stewart Haas Racing),Ford,188,running,8,31,0,Super Speedway
31,Talladega,9,6,36,   Riley Herbst,Beast Unleashed White Haze   (Bob Jenkins),Ford,188,running,10,0,0,Super Speedway
31,Talladega,10,28,99,   Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,188,running,0,32,0,Super Speedway
31,Talladega,11,34,13,   Chandler Smith,"Quick Tie Products, Inc.   (Matthew Kaulig)",Chevrolet,188,running,0,0,0,Super Speedway
31,Talladega,12,17,38,   Todd Gilliland,Georgia Peanuts   (Bob Jenkins),Ford,188,running,0,25,0,Super Speedway
31,Talladega,13,3,14,   Chase Briscoe,Old Spice   (Stewart Haas Racing),Ford,188,running,0,27,0,Super Speedway
31,Talladega,14,15,20,   Christopher Bell,DEWALT Electrical Solutions   (Joe Gibbs),Toyota,188,running,2,23,0,Super Speedway
31,Talladega,15,4,5,   Kyle Larson,Valvoline / HendrickCars.com   (Rick Hendrick),Chevrolet,188,running,1,34,0,Super Speedway
31,Talladega,16,13,45,   Tyler Reddick,McDonald's   (23XI Racing),Toyota,188,running,2,22,0,Super Speedway
31,Talladega,17,1,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,188,running,7,20,0,Super Speedway
31,Talladega,18,16,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,188,running,0,19,0,Super Speedway
31,Talladega,19,24,17,   Chris Buescher,BuildSubmarines.com   (Jack Roush),Ford,188,running,3,18,0,Super Speedway
31,Talladega,20,31,16,   A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,188,running,0,17,0,Super Speedway
31,Talladega,21,18,34,   Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,188,running,5,16,0,Super Speedway
31,Talladega,22,35,47,   Ricky Stenhouse Jr,Sara Lee Artesano Bakery Bread   (JTG-Daugherty Racing),Chevrolet,188,running,14,15,0,Super Speedway
31,Talladega,23,9,23,   Bubba Wallace,Leidos   (23XI Racing),Toyota,188,running,3,14,0,Super Speedway
31,Talladega,24,2,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,188,running,48,24,0,Super Speedway
31,Talladega,25,25,8,   Kyle Busch,X World Wallet   (Richard Childress),Chevrolet,188,running,2,12,0,Super Speedway
31,Talladega,26,26,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,188,running,4,11,0,Super Speedway
31,Talladega,27,33,77,   Ty Dillon,Ferris Commercial Mowers   (Spire Motorsports),Chevrolet,188,running,2,12,0,Super Speedway
31,Talladega,28,20,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,188,running,13,15,0,Super Speedway
31,Talladega,29,37,78,   B.J. McLeod,Gunk   (B.J. McLeod),Chevrolet,187,running,0,0,0,Super Speedway
31,Talladega,30,29,15,   Brennan Poole,Finance Pro Plus   (Rick Ware),Ford,186,running,0,0,0,Super Speedway
31,Talladega,31,21,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,175,suspension,0,6,0,Super Speedway
31,Talladega,32,5,6,   Brad Keselowski,Solomon Plumbing   (Jack Roush),Ford,161,crash,5,15,1,Super Speedway
31,Talladega,33,14,3,   Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,161,crash,1,11,0,Super Speedway
31,Talladega,34,22,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,161,crash,0,3,0,Super Speedway
31,Talladega,35,38,42,   Carson Hocevar,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,161,crash,0,0,0,Super Speedway
31,Talladega,36,27,51,   J.J. Yeley,Biohaven/Jacob Co.   (Rick Ware),Ford,83,fuel pump,0,0,0,Super Speedway
31,Talladega,37,32,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,59,crash,0,1,0,Super Speedway
31,Talladega,38,11,4,   Kevin Harvick,Busch Light Camo   (Stewart Haas Racing),Ford,188,running,11,1,0,Super Speedway
32,Charlotte (road),1,6,16,   A.J. Allmendinger,Celsius   (Matthew Kaulig),Chevrolet,109,running,46,41,5,Road
32,Charlotte (road),2,14,24,   William Byron,HP   (Rick Hendrick),Chevrolet,109,running,0,35,0,Road
32,Charlotte (road),3,5,8,   Kyle Busch,Lenovo   (Richard Childress),Chevrolet,109,running,6,38,0,Road
32,Charlotte (road),4,10,54,   Ty Gibbs,Interstate Batteries All Battery Center   (Joe Gibbs),Toyota,109,running,0,35,0,Road
32,Charlotte (road),5,7,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,109,running,0,32,0,Road
32,Charlotte (road),6,1,45,   Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,109,running,27,48,1,Road
32,Charlotte (road),7,20,17,   Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,109,running,0,30,0,Road
32,Charlotte (road),8,16,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,109,running,0,29,0,Road
32,Charlotte (road),9,8,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,109,running,15,42,1,Road
32,Charlotte (road),10,12,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,109,running,0,40,0,Road
32,Charlotte (road),11,18,41,   Ryan Preece,Autodesk/HaasTooling.com   (Stewart Haas Racing),Ford,109,running,0,26,0,Road
32,Charlotte (road),12,17,12,   Ryan Blaney,Discount Tire   (Roger Penske),Ford,109,running,6,25,0,Road
32,Charlotte (road),13,36,5,   Kyle Larson,Valvoline / HendrickCars.com   (Rick Hendrick),Chevrolet,109,running,0,30,0,Road
32,Charlotte (road),14,15,3,   Austin Dillon,Huk Performance Fishing   (Richard Childress),Chevrolet,109,running,0,23,0,Road
32,Charlotte (road),15,2,20,   Christopher Bell,DEWALT Plumbing Solutions   (Joe Gibbs),Toyota,109,running,9,37,0,Road
32,Charlotte (road),16,4,23,   Bubba Wallace,Leidos   (23XI Racing),Toyota,109,running,0,34,0,Road
32,Charlotte (road),17,24,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,109,running,0,20,0,Road
32,Charlotte (road),18,19,6,   Brad Keselowski,Castrol Edge   (Jack Roush),Ford,109,running,0,19,0,Road
32,Charlotte (road),19,22,4,   Kevin Harvick,Rheem - Chasing a Cure   (Stewart Haas Racing),Ford,109,running,0,18,0,Road
32,Charlotte (road),20,11,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,109,running,0,27,0,Road
32,Charlotte (road),21,21,10,   Aric Almirola,IHOP   (Stewart Haas Racing),Ford,109,running,0,16,0,Road
32,Charlotte (road),22,25,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,109,running,0,15,0,Road
32,Charlotte (road),23,32,51,   Todd Gilliland,Ruedebusch Development & Construction   (Rick Ware),Ford,109,running,0,14,0,Road
32,Charlotte (road),24,31,21,   Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,109,running,0,13,0,Road
32,Charlotte (road),25,29,2,   Austin Cindric,MenardsCardell Cabinetry   (Roger Penske),Ford,109,running,0,12,0,Road
32,Charlotte (road),26,28,78,   Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,109,running,0,0,0,Road
32,Charlotte (road),27,33,62,   Austin Hill,United Rentals / Beard Oil   (Beard Motorsports),Chevrolet,109,running,0,0,0,Road
32,Charlotte (road),28,30,14,   Chase Briscoe,Ford Performance Racing School   (Stewart Haas Racing),Ford,109,running,0,9,0,Road
32,Charlotte (road),29,26,42,   Mike Rockenfeller,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,109,running,0,8,0,Road
32,Charlotte (road),30,34,38,   Zane Smith,Ambetter Health   (Bob Jenkins),Ford,109,running,0,0,0,Road
32,Charlotte (road),31,37,77,   Ty Dillon,Bon Secours   (Spire Motorsports),Chevrolet,109,running,0,6,0,Road
32,Charlotte (road),32,13,34,   Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,109,running,0,7,0,Road
32,Charlotte (road),33,3,99,   Daniel Suarez,Aguas Frescas   (Trackhouse Racing),Chevrolet,109,running,0,9,0,Road
32,Charlotte (road),34,27,47,   Ricky Stenhouse Jr,Harris Teeter/Totino's   (JTG-Daugherty Racing),Chevrolet,96,electrical,0,3,0,Road
32,Charlotte (road),35,35,15,   Andy Lally,Camping World   (Rick Ware),Ford,84,crash,0,0,0,Road
32,Charlotte (road),36,23,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,79,crash,0,1,0,Road
32,Charlotte (road),37,9,11,   Denny Hamlin,Mavis Tires & Brakes   (Joe Gibbs),Toyota,76,dvp,0,9,0,Road
33, Las Vegas,1,2,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,267,running,133,60,7,Oval
33, Las Vegas,2,1,20,   Christopher Bell,Rheem / Smurfit Kappa   (Joe Gibbs),Toyota,267,running,61,52,0,Oval
33, Las Vegas,3,6,8,   Kyle Busch,Morgan & Morgan   (Richard Childress),Chevrolet,267,running,0,41,0,Oval
33, Las Vegas,4,21,6,   Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,267,running,38,47,0,Oval
33, Las Vegas,5,10,1,   Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,267,running,0,41,0,Oval
33, Las Vegas,6,12,12,   Ryan Blaney,Menards Tarkett   (Roger Penske),Ford,267,running,0,39,0,Oval
33, Las Vegas,7,3,24,   William Byron,Relay Payments   (Rick Hendrick),Chevrolet,267,running,1,36,0,Oval
33, Las Vegas,8,8,45,   Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,267,running,0,38,0,Oval
33, Las Vegas,9,4,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,267,running,9,34,0,Oval
33, Las Vegas,10,15,11,   Denny Hamlin,Mavis Tires & Brakes   (Joe Gibbs),Toyota,267,running,23,38,0,Oval
33, Las Vegas,11,5,17,   Chris Buescher,Travel Centers of America   (Jack Roush),Ford,267,running,0,26,0,Oval
33, Las Vegas,12,9,22,   Joey Logano,Pennzoil   (Roger Penske),Ford,267,running,0,25,0,Oval
33, Las Vegas,13,7,23,   Bubba Wallace,Door Dash   (23XI Racing),Toyota,267,running,0,25,0,Oval
33, Las Vegas,14,13,10,   Aric Almirola,IHOP   (Stewart Haas Racing),Ford,267,running,0,23,0,Oval
33, Las Vegas,15,36,99,   Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,267,running,0,22,0,Oval
33, Las Vegas,16,24,4,   Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,267,running,0,23,0,Oval
33, Las Vegas,17,18,34,   Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,267,running,0,20,0,Oval
33, Las Vegas,18,16,3,   Austin Dillon,BetMGM   (Richard Childress),Chevrolet,267,running,0,19,0,Oval
33, Las Vegas,19,28,7,   Corey LaJoie,NEGU   (Spire Motorsports),Chevrolet,267,running,0,18,0,Oval
33, Las Vegas,20,33,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,267,running,0,17,0,Oval
33, Las Vegas,21,22,16,   A.J. Allmendinger,Nutrien Ag Solutions   (Matthew Kaulig),Chevrolet,267,running,0,16,0,Oval
33, Las Vegas,22,20,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,267,running,0,15,0,Oval
33, Las Vegas,23,19,2,   Austin Cindric,AutoTrader   (Roger Penske),Ford,267,running,0,14,0,Oval
33, Las Vegas,24,27,77,   Ty Dillon,Gainbridge   (Spire Motorsports),Chevrolet,267,running,0,13,0,Oval
33, Las Vegas,25,30,47,   Ricky Stenhouse Jr,Smith's/Drumstick   (JTG-Daugherty Racing),Chevrolet,267,running,0,12,0,Oval
33, Las Vegas,26,32,41,   Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,267,running,0,11,0,Oval
33, Las Vegas,27,29,38,   Todd Gilliland,Frontline Enterprises INC.   (Bob Jenkins),Ford,266,running,0,10,0,Oval
33, Las Vegas,28,23,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,266,running,0,9,0,Oval
33, Las Vegas,29,26,51,   J.J. Yeley,ConectUS   (Rick Ware),Ford,266,running,2,0,0,Oval
33, Las Vegas,30,34,15,   Brennan Poole,Macc Door Systems   (Rick Ware),Ford,266,running,0,0,0,Oval
33, Las Vegas,31,31,78,   B.J. McLeod,BretBaier.com   (B.J. McLeod),Chevrolet,266,running,0,0,0,Oval
33, Las Vegas,32,35,9,   Chase Elliott,Llumar   (Rick Hendrick),Chevrolet,266,running,0,5,0,Oval
33, Las Vegas,33,17,14,   Chase Briscoe,CODE 3 ASSOCIATES   (Stewart Haas Racing),Ford,263,running,0,4,0,Oval
33, Las Vegas,34,11,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,259,running,0,3,0,Oval
33, Las Vegas,35,14,48,   Alex Bowman,Ally   (Rick Hendrick),Chevrolet,144,crash,0,2,0,Oval
33, Las Vegas,36,25,42,   Carson Hocevar,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,110,crash,0,0,0,Oval
34,Homestead,1,13,20,   Christopher Bell,Rheem/ Watts   (Joe Gibbs),Toyota,267,running,26,42,5,Oval
34,Homestead,2,10,12,   Ryan Blaney,Menards Duracell   (Roger Penske),Ford,267,running,53,53,1,Oval
34,Homestead,3,3,45,   Tyler Reddick,McDonald's   (23XI Racing),Toyota,267,running,1,42,0,Oval
34,Homestead,4,7,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,267,running,25,49,0,Oval
34,Homestead,5,25,16,   A.J. Allmendinger,Campers Inn RV   (Matthew Kaulig),Chevrolet,267,running,0,32,0,Oval
34,Homestead,6,2,23,   Bubba Wallace,McDonald's   (23XI Racing),Toyota,267,running,9,31,0,Oval
34,Homestead,7,9,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,267,running,0,34,0,Oval
34,Homestead,8,36,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,267,running,0,30,0,Oval
34,Homestead,9,30,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,267,running,0,28,0,Oval
34,Homestead,10,6,3,   Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,267,running,0,32,0,Oval
34,Homestead,11,22,4,   Kevin Harvick,Budweiser   (Stewart Haas Racing),Ford,267,running,0,26,0,Oval
34,Homestead,12,26,2,   Austin Cindric,Freightliner   (Roger Penske),Ford,267,running,0,25,0,Oval
34,Homestead,13,29,41,   Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,267,running,0,24,0,Oval
34,Homestead,14,19,43,   Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,267,running,0,23,0,Oval
34,Homestead,15,16,9,   Chase Elliott,Hooters   (Rick Hendrick),Chevrolet,267,running,0,22,0,Oval
34,Homestead,16,14,99,   Daniel Suarez,Freeway.com   (Trackhouse Racing),Chevrolet,267,running,0,21,0,Oval
34,Homestead,17,21,14,   Chase Briscoe,Magical Vacation Planner   (Stewart Haas Racing),Ford,267,running,0,20,0,Oval
34,Homestead,18,18,8,   Kyle Busch,3CHI   (Richard Childress),Chevrolet,267,running,0,19,0,Oval
34,Homestead,19,12,48,   Alex Bowman,Ally Koker's Garage   (Rick Hendrick),Chevrolet,267,running,0,18,0,Oval
34,Homestead,20,20,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,267,running,0,17,0,Oval
34,Homestead,21,17,17,   Chris Buescher,Fastenal   (Jack Roush),Ford,267,running,0,16,0,Oval
34,Homestead,22,15,34,   Michael McDowell,Love's / Fleetguard   (Bob Jenkins),Ford,267,running,0,15,0,Oval
34,Homestead,23,27,31,   Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,267,running,0,14,0,Oval
34,Homestead,24,33,77,   Ty Dillon,Raze Shot Focus   (Spire Motorsports),Chevrolet,266,running,0,13,0,Oval
34,Homestead,25,32,38,   Todd Gilliland,Serial1.com E-Bikes   (Bob Jenkins),Ford,266,running,0,12,0,Oval
34,Homestead,26,34,51,   Ryan Newman,Jacob Companies   (Rick Ware),Ford,265,running,0,0,0,Oval
34,Homestead,27,23,47,   Ricky Stenhouse Jr,Boost by Kroger/Vitaminwater   (JTG-Daugherty Racing),Chevrolet,263,running,0,10,0,Oval
34,Homestead,28,4,6,   Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,262,running,16,24,0,Oval
34,Homestead,29,1,19,   Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,237,engine,10,19,0,Oval
34,Homestead,30,11,11,   Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,236,crash,31,19,0,Oval
34,Homestead,31,8,1,   Ross Chastain,Kubota   (Trackhouse Racing),Chevrolet,221,crash,0,6,0,Oval
34,Homestead,32,24,42,   John H. Nemechek,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,218,crash,0,0,0,Oval
34,Homestead,33,31,15,   J.J. Yeley,Rick Ware,Ford,218,crash,0,0,0,Oval
34,Homestead,34,5,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,214,crash,96,21,1,Oval
34,Homestead,35,35,78,   Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,201,crash,0,0,0,Oval
34,Homestead,36,28,21,   Harrison Burton,DEX Imaging   (Wood Brothers),Ford,165,overheating,0,1,0,Oval
35,Martinsville,1,11,12,   Ryan Blaney,Discount Tire   (Roger Penske),Ford,500,running,145,59,6,Oval
35,Martinsville,2,12,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,500,running,66,35,0,Oval
35,Martinsville,3,4,11,   Denny Hamlin,FedEx   (Joe Gibbs),Toyota,500,running,156,53,1,Oval
35,Martinsville,4,3,14,   Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,500,running,0,48,0,Oval
35,Martinsville,5,15,22,   Joey Logano,Shell Pennzoil   (Roger Penske),Ford,500,running,0,41,0,Oval
35,Martinsville,6,5,5,   Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,500,running,0,31,0,Oval
35,Martinsville,7,7,20,   Christopher Bell,Interstate Batteries   (Joe Gibbs),Toyota,500,running,0,36,0,Oval
35,Martinsville,8,18,17,   Chris Buescher,Nexletol   (Jack Roush),Ford,500,running,0,29,0,Oval
35,Martinsville,9,21,2,   Austin Cindric,MenardsRichmond Water Heaters   (Roger Penske),Ford,500,running,0,28,0,Oval
35,Martinsville,10,17,38,   Todd Gilliland,Quincy Compressor   (Bob Jenkins),Ford,500,running,0,30,0,Oval
35,Martinsville,11,6,23,   Bubba Wallace,XFINITY   (23XI Racing),Toyota,500,running,0,26,0,Oval
35,Martinsville,12,1,19,   Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,500,running,47,33,0,Oval
35,Martinsville,13,16,24,   William Byron,PODS   (Rick Hendrick),Chevrolet,499,running,0,24,0,Oval
35,Martinsville,14,13,1,   Ross Chastain,Moose Fraternity   (Trackhouse Racing),Chevrolet,499,running,0,23,0,Oval
35,Martinsville,15,28,21,   Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,499,running,0,22,0,Oval
35,Martinsville,16,8,4,   Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,499,running,0,24,0,Oval
35,Martinsville,17,14,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,499,running,83,20,0,Oval
35,Martinsville,18,2,54,   Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,499,running,0,28,0,Oval
35,Martinsville,19,20,47,   Ricky Stenhouse Jr,Kroger/Reese's   (JTG-Daugherty Racing),Chevrolet,499,running,0,18,0,Oval
35,Martinsville,20,9,41,   Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,499,running,0,24,0,Oval
35,Martinsville,21,29,43,   Erik Jones,TBD   (Legacy Motor Club),Chevrolet,499,running,0,16,0,Oval
35,Martinsville,22,30,7,   Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,499,running,3,15,0,Oval
35,Martinsville,23,26,3,   Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,499,running,0,14,0,Oval
35,Martinsville,24,34,77,   Ty Dillon,Ferris Commercial Mowers   (Spire Motorsports),Chevrolet,499,running,0,13,0,Oval
35,Martinsville,25,23,34,   Michael McDowell,StageFront.VIP   (Bob Jenkins),Ford,499,running,0,12,0,Oval
35,Martinsville,26,19,45,   Tyler Reddick,The Beast Unleashed   (23XI Racing),Toyota,498,running,0,11,0,Oval
35,Martinsville,27,31,8,   Kyle Busch,BetMGM   (Richard Childress),Chevrolet,498,running,0,10,0,Oval
35,Martinsville,28,25,16,   A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,498,running,0,9,0,Oval
35,Martinsville,29,33,51,   Ryan Newman,Biohaven/Jacob Co.   (Rick Ware),Ford,497,running,0,0,0,Oval
