Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track Type
Phoenix,1,1,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,312,running,107,40,6,Oval
Phoenix,2,12,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,312,running,72,35,1,Oval
Phoenix,3,6,11,DennyHamlin,FedExExpress(JoeGibbs),Toyota,312,running,0,34,0,Oval
Phoenix,4,4,12,RyanBlaney,Menards/JackLinks(RogerPenske),Ford,312,running,33,42,0,Oval
Phoenix,5,2,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,312,running,94,32,0,Oval
Phoenix,6,18,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,312,running,0,31,0,Oval
Phoenix,7,13,18,KyleBusch,M&M's(JoeGibbs),Toyota,312,running,0,33,0,Oval
Phoenix,8,9,4,KevinHarvick,BuschLight#BuschPitBoss(StewartHaasRacing),Ford,312,running,1,43,0,Oval
Phoenix,9,8,20,ChristopherBell,DeWalt(JoeGibbs),Toyota,312,running,0,28,0,Oval
Phoenix,10,11,2,BradKeselowski,DiscountTire(RogerPenske),Ford,312,running,0,31,0,Oval
Phoenix,11,10,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,312,running,0,28,0,Oval
Phoenix,12,15,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,312,running,0,26,0,Oval
Phoenix,13,7,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,312,running,0,28,0,Oval
Phoenix,14,16,42,RossChastain,Clover(ChipGanassi),Chevrolet,312,running,0,23,0,Oval
Phoenix,15,23,3,AustinDillon,DowCoatings(RichardChildress),Chevrolet,312,running,0,22,0,Oval
Phoenix,16,5,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,312,running,1,23,0,Oval
Phoenix,17,3,24,WilliamByron,Raptor(RickHendrick),Chevrolet,312,running,0,26,0,Oval
Phoenix,18,14,48,AlexBowman,Ally(RickHendrick),Chevrolet,312,running,0,19,0,Oval
Phoenix,19,20,8,TylerReddick,BetMGM(RichardChildress),Chevrolet,312,running,4,18,0,Oval
Phoenix,20,31,37,RyanPreece,Kroger(JTG-DaughertyRacing),Chevrolet,312,running,0,17,0,Oval
Phoenix,21,17,99,DanielSuarez,GoodSam(TrackhouseRacing),Chevrolet,312,running,0,16,0,Oval
Phoenix,22,27,43,ErikJones,Rellevate(RichardPettyMotorsports),Chevrolet,312,running,0,15,0,Oval
Phoenix,23,19,6,RyanNewman,CastrolGTXFullSynthetic(JackRoush),Ford,312,running,0,14,0,Oval
Phoenix,24,28,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,312,running,0,13,0,Oval
Phoenix,25,26,17,ChrisBuescher,Fastenal(JackRoush),Ford,311,running,0,12,0,Oval
Phoenix,26,29,77,JustinHaley,Peacock-StreamingNow(SpireMotorsports),Chevrolet,310,running,0,0,0,Oval
Phoenix,27,32,78,B.J.McLeod,PalaCasino(B.J.McLeod),Ford,309,running,0,0,0,Oval
Phoenix,28,33,51,CodyWare,NurtecODT(RickWare),Chevrolet,306,running,0,0,0,Oval
Phoenix,29,34,53,JoeyGase,DonateLife(RickWare),Chevrolet,303,running,0,0,0,Oval
Phoenix,30,37,52,JoshBilicki,Boom(RickWare),Ford,303,running,0,0,0,Oval
Phoenix,31,38,15,GarrettSmithley,CarpetsofArizona(RickWare),Chevrolet,301,running,0,0,0,Oval
Phoenix,32,24,7,CoreyLaJoie,SchluterSystems(SpireMotorsports),Chevrolet,281,running,0,5,0,Oval
Phoenix,33,36,13,DavidStarr,BobMenery/RipperMagoo(CarlLong),Toyota,273,brakes,0,0,0,Oval
Phoenix,34,30,38,AnthonyAlfredo,BootBarn(BobJenkins),Ford,242,crash,0,3,0,Oval
Phoenix,35,22,14,ChaseBriscoe,HighPoint.com(StewartHaasRacing),Ford,153,crash,0,2,0,Oval
Phoenix,36,21,47,RickyStenhouseJr,HoneyNutCheerios(JTG-DaughertyRacing),Chevrolet,140,crash,0,1,0,Oval
Phoenix,37,35,0,QuinHouff,CreekEnterprises(StarComRacing),Chevrolet,122,crash,0,1,0,Oval
Phoenix,38,39,66,TimmyHill,CobleEnterprise/DarnTransport(CarlLong),Toyota,57,handling,0,0,0,Oval
Phoenix,39,25,23,BubbaWallace,DoorDash(23XIRacing),Toyota,5,crash,0,1,0,Oval
