Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track Type
Daytona,1,17,34,MichaelMcDowell,Love'sTravelStops/Speedco(BobJenkins),Ford,200,running,1,44,5,Super Speedway
Daytona,2,12,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,200,running,3,42,0,Super Speedway
Daytona,3,4,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,200,running,7,48,0,Super Speedway
Daytona,4,8,4,KevinHarvick,BuschLight#TheCrew(StewartHaasRacing),Ford,200,running,17,42,0,Super Speedway
Daytona,5,25,11,DennyHamlin,FedEx(JoeGibbs),Toyota,200,running,98,52,2,Super Speedway
Daytona,6,11,37,RyanPreece,Cottonelle(JTG-DaughertyRacing),Chevrolet,200,running,0,40,0,Super Speedway
Daytona,7,34,42,RossChastain,Clover(ChipGanassi),Chevrolet,200,running,0,32,0,Super Speedway
Daytona,8,19,77,JamieMcMurray,AdventHealth/BassProShops(SpireMotorsports),Chevrolet,200,running,0,29,0,Super Speedway
Daytona,9,16,7,CoreyLaJoie,Youtheory(SpireMotorsports),Chevrolet,200,running,0,28,0,Super Speedway
Daytona,10,13,5,KyleLarson,NationsGuard(RickHendrick),Chevrolet,200,running,1,37,0,Super Speedway
Daytona,11,27,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,200,running,1,27,0,Super Speedway
Daytona,12,9,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,199,crash,26,33,0,Super Speedway
Daytona,13,24,2,BradKeselowski,DiscountTire(RogerPenske),Ford,199,crash,0,25,0,Super Speedway
Daytona,14,10,18,KyleBusch,M&M's(JoeGibbs),Toyota,199,crash,0,25,0,Super Speedway
Daytona,15,39,33,AustinCindric,Verizon5G(RogerPenske),Ford,199,crash,2,0,0,Super Speedway
Daytona,16,5,20,ChristopherBell,DeWalt(JoeGibbs),Toyota,199,running,32,26,0,Super Speedway
Daytona,17,6,23,BubbaWallace,DoorDash(23XIRacing),Toyota,198,crash,1,32,0,Super Speedway
Daytona,18,21,47,RickyStenhouseJr,Kroger/NOSEnergyDrink(JTG-DaughertyRacing),Chevrolet,198,running,0,19,0,Super Speedway
Daytona,19,30,14,ChaseBriscoe,HighPoint.com(StewartHaasRacing),Ford,197,running,0,18,0,Super Speedway
Daytona,20,28,53,JoeyGase,PageConstruction/FoxNation(RickWare),Ford,196,running,0,0,0,Super Speedway
Daytona,21,35,51,CodyWare,NurtecODT(RickWare),Chevrolet,196,running,0,16,0,Super Speedway
Daytona,22,20,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,195,running,0,15,0,Super Speedway
Daytona,23,38,78,B.J.McLeod,NASCARHeat5/XboxFreePlayDays(B.J.McLeod),Ford,195,running,0,0,0,Super Speedway
Daytona,24,37,52,JoshBilicki,WisconsinLightningLab(RickWare),Ford,194,running,0,13,0,Super Speedway
Daytona,25,26,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs(JoeGibbs),Toyota,193,running,0,12,0,Super Speedway
Daytona,26,2,24,WilliamByron,Axalta(RickHendrick),Chevrolet,191,running,0,11,0,Super Speedway
Daytona,27,29,8,TylerReddick,Lenovo(RichardChildress),Chevrolet,188,running,0,10,0,Super Speedway
Daytona,28,40,16,KazGrala,HyperIce(MatthewKaulig),Chevrolet,115,dvp,10,9,0,Super Speedway
Daytona,29,33,0,QuinHouff,Mane'NTail(StarComRacing),Chevrolet,37,crash,0,8,0,Super Speedway
Daytona,30,14,12,RyanBlaney,Menards/BlueDEF/Peak(RogerPenske),Ford,14,crash,0,7,0,Super Speedway
Daytona,31,22,17,ChrisBuescher,Fastenal/3M(JackRoush),Ford,14,dvp,0,6,0,Super Speedway
Daytona,32,36,38,AnthonyAlfredo,SpeedyCash(BobJenkins),Ford,14,dvp,0,5,0,Super Speedway
Daytona,33,23,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,14,dvp,0,4,0,Super Speedway
Daytona,34,3,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,13,crash,0,3,0,Super Speedway
Daytona,35,1,48,AlexBowman,Ally(RickHendrick),Chevrolet,13,crash,1,2,0,Super Speedway
Daytona,36,15,99,DanielSuarez,iFly(TrackhouseRacing),Chevrolet,13,crash,0,1,0,Super Speedway
Daytona,37,18,36,DavidRagan,SelectBlinds(BobJenkins),Ford,13,crash,0,1,0,Super Speedway
Daytona,38,7,6,RyanNewman,KohlerGenerators(JackRoush),Ford,13,crash,0,1,0,Super Speedway
Daytona,39,31,43,ErikJones,ArmorAll(RichardPettyMotorsports),Chevrolet,13,crash,0,1,0,Super Speedway
Daytona,40,32,15,DerrikeCope,JacobCompanies(RickWare),Chevrolet,3,crash,0,1,0,Super Speedway
Daytona(Road),1,12,20,ChristopherBell,Rheem(JoeGibbs),Toyota,70,running,5,47,5,Road
Daytona(Road),2,11,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,70,running,10,52,0,Road
Daytona(Road),3,4,11,DennyHamlin,FedExExpress(JoeGibbs),Toyota,70,running,5,52,1,Road
Daytona(Road),4,17,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,70,running,2,48,0,Road
Daytona(Road),5,15,2,BradKeselowski,DiscountTire(RogerPenske),Ford,70,running,0,39,0,Road
Daytona(Road),6,5,4,KevinHarvick,Mobil1(StewartHaasRacing),Ford,70,running,0,33,0,Road
Daytona(Road),7,34,16,A.J.Allmendinger,Hyperice(MatthewKaulig),Chevrolet,70,running,2,0,0,Road
Daytona(Road),8,2,34,MichaelMcDowell,Fr8Auctions(BobJenkins),Ford,70,running,0,29,0,Road
Daytona(Road),9,6,37,RyanPreece,Kroger/Coca-Cola(JTG-DaughertyRacing),Chevrolet,70,running,0,28,0,Road
Daytona(Road),10,36,48,AlexBowman,Ally(RickHendrick),Chevrolet,70,running,0,27,0,Road
Daytona(Road),11,30,17,ChrisBuescher,Fastenal/MCRSafety(JackRoush),Ford,70,running,0,27,0,Road
Daytona(Road),12,19,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs(JoeGibbs),Toyota,70,running,0,35,0,Road
Daytona(Road),13,13,41,ColeCuster,DixieVodka(StewartHaasRacing),Ford,70,running,0,27,0,Road
Daytona(Road),14,37,43,ErikJones,Petty'sGarage(RichardPettyMotorsports),Chevrolet,70,running,0,23,0,Road
Daytona(Road),15,27,12,RyanBlaney,Menards/Libman(RogerPenske),Ford,70,running,0,22,0,Road
Daytona(Road),16,35,99,DanielSuarez,iFly(TrackhouseRacing),Chevrolet,70,running,2,21,0,Road
Daytona(Road),17,26,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,70,running,0,20,0,Road
Daytona(Road),18,16,47,RickyStenhouseJr,Cottonelle(JTG-DaughertyRacing),Chevrolet,70,running,0,19,0,Road
Daytona(Road),19,38,96,TyDillon,ToyotaCertifiedUsedVehicles(GauntBrothers),Toyota,70,running,0,0,0,Road
Daytona(Road),20,33,6,RyanNewman,CastrolCarbonNeutral(JackRoush),Ford,70,running,0,17,0,Road
Daytona(Road),21,1,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,70,running,44,31,1,Road
Daytona(Road),22,31,38,AnthonyAlfredo,ThePeteStore(BobJenkins),Ford,70,running,0,15,0,Road
Daytona(Road),23,39,15,JamesDavison,SigningDaySports(RickWare),Chevrolet,70,running,0,14,0,Road
Daytona(Road),24,20,77,JustinHaley,AirMedCareNetwork(SpireMotorsports),Chevrolet,70,running,0,0,0,Road
Daytona(Road),25,21,51,CodyWare,NurtecODT(RickWare),Chevrolet,70,running,0,0,0,Road
Daytona(Road),26,10,23,BubbaWallace,DoorDash(23XIRacing),Toyota,70,running,0,11,0,Road
Daytona(Road),27,25,53,GarrettSmithley,ClixWipers(RickWare),Chevrolet,70,running,0,0,0,Road
Daytona(Road),28,28,78,ScottHeckert,MotorsportGames(B.J.McLeod),Ford,70,running,0,9,0,Road
Daytona(Road),29,40,66,TimmyHill,CrashClaimsR.us(CarlLong),Toyota,70,running,0,0,0,Road
Daytona(Road),30,8,5,KyleLarson,NationsGuard(RickHendrick),Chevrolet,70,running,0,12,0,Road
Daytona(Road),31,7,7,CoreyLaJoie,Netflix/TheCrew(SpireMotorsports),Chevrolet,70,running,0,6,0,Road
Daytona(Road),32,18,14,ChaseBriscoe,FordPerformanceRacingSchool(StewartHaasRacing),Ford,70,running,0,5,0,Road
Daytona(Road),33,22,24,WilliamByron,Axalta(RickHendrick),Chevrolet,69,running,0,8,0,Road
Daytona(Road),34,3,3,AustinDillon,DowMobilityScience(RichardChildress),Chevrolet,69,running,0,6,0,Road
Daytona(Road),35,14,18,KyleBusch,InterstateBatteries(JoeGibbs),Toyota,69,running,0,3,0,Road
Daytona(Road),36,23,52,JoshBilicki,JacobCompanies(RickWare),Ford,68,brakes,0,1,0,Road
Daytona(Road),37,32,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,65,running,0,1,0,Road
Daytona(Road),38,24,8,TylerReddick,CATRentalStore(RichardChildress),Chevrolet,58,crash,0,1,0,Road
Daytona(Road),39,9,42,RossChastain,McDonald's(ChipGanassi),Chevrolet,26,crash,0,1,0,Road
Daytona(Road),40,29,0,QuinHouff,Mane'NTail(StarComRacing),Chevrolet,3,engine,0,1,0,Road
Homestead,1,31,24,WilliamByron,Axalta(RickHendrick),Chevrolet,267,running,102,57,6,Oval
Homestead,2,35,8,TylerReddick,Cheddar'sScratchKitchen(RichardChildress),Chevrolet,267,running,0,35,0,Oval
Homestead,3,9,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs(JoeGibbs),Toyota,267,running,37,49,0,Oval
Homestead,4,17,5,KyleLarson,NationsGuard(RickHendrick),Chevrolet,267,running,5,44,0,Oval
Homestead,5,4,4,KevinHarvick,BuschLight(StewartHaasRacing),Ford,267,running,0,36,0,Oval
Homestead,6,6,34,MichaelMcDowell,Love'sTravelStops/Speedco(BobJenkins),Ford,267,running,0,31,0,Oval
Homestead,7,23,6,RyanNewman,OscarMayerHotDogs(JackRoush),Ford,267,running,0,30,0,Oval
Homestead,8,5,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,267,running,0,39,0,Oval
Homestead,9,13,48,AlexBowman,Ally(RickHendrick),Chevrolet,267,running,0,36,0,Oval
Homestead,10,24,18,KyleBusch,M&M'sFudgeBrownie(JoeGibbs),Toyota,267,running,0,27,0,Oval
Homestead,11,1,11,DennyHamlin,SmallBusinessGrantContest(JoeGibbs),Toyota,267,running,0,35,0,Oval
Homestead,12,22,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,267,running,0,26,0,Oval
Homestead,13,15,47,RickyStenhouseJr,Kroger/TidePowerPods(JTG-DaughertyRacing),Chevrolet,267,running,0,24,0,Oval
Homestead,14,11,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,267,running,4,26,0,Oval
Homestead,15,21,99,DanielSuarez,CampingWorld(TrackhouseRacing),Chevrolet,267,running,1,22,0,Oval
Homestead,16,7,2,BradKeselowski,DentWizard(RogerPenske),Ford,267,running,47,31,0,Oval
Homestead,17,32,42,RossChastain,ChevroletAccessories(ChipGanassi),Chevrolet,267,running,0,20,0,Oval
Homestead,18,30,14,ChaseBriscoe,FordPerformanceRacingSchool(StewartHaasRacing),Ford,267,running,0,19,0,Oval
Homestead,19,12,17,ChrisBuescher,Fastenal/NortonSaint-Gobain(JackRoush),Ford,267,running,57,33,1,Oval
Homestead,20,3,20,ChristopherBell,Rheem(JoeGibbs),Toyota,267,running,0,17,0,Oval
Homestead,21,8,37,RyanPreece,SlimJim(JTG-DaughertyRacing),Chevrolet,267,running,0,16,0,Oval
Homestead,22,19,23,BubbaWallace,DoorDash(23XIRacing),Toyota,267,running,2,15,0,Oval
Homestead,23,10,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,267,running,0,14,0,Oval
Homestead,24,27,38,AnthonyAlfredo,DudeWipes(BobJenkins),Ford,267,running,0,13,0,Oval
Homestead,25,2,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,267,running,12,16,0,Oval
Homestead,26,20,77,JustinHaley,DiamondCreekWater(SpireMotorsports),Chevrolet,266,running,0,0,0,Oval
Homestead,27,18,43,ErikJones,ArmorAll(RichardPettyMotorsports),Chevrolet,266,running,0,10,0,Oval
Homestead,28,37,21,MattDiBenedetto,Menards/Moen(WoodBrothers),Ford,266,running,0,9,0,Oval
Homestead,29,14,12,RyanBlaney,DexImaging(RogerPenske),Ford,266,running,0,11,0,Oval
Homestead,30,16,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,264,running,0,7,0,Oval
Homestead,31,28,53,GarrettSmithley,KSDTCPA/RichMarFlorist(RickWare),Chevrolet,263,running,0,0,0,Oval
Homestead,32,26,51,CodyWare,NurtecODT(RickWare),Chevrolet,261,running,0,0,0,Oval
Homestead,33,36,52,JoshBilicki,JacobCompanies(RickWare),Ford,259,running,0,4,0,Oval
Homestead,34,34,78,B.J.McLeod,Traxion.gg/MotorsportGames(B.J.McLeod),Ford,258,running,0,0,0,Oval
Homestead,35,38,0,QuinHouff,8BallWhiskey(StarComRacing),Chevrolet,258,running,0,2,0,Oval
Homestead,36,25,7,CoreyLaJoie,MarwinSportsApparel(SpireMotorsports),Chevrolet,151,engine,0,1,0,Oval
Homestead,37,29,15,JamesDavison,RickWareRacing(RickWare),Chevrolet,61,engine,0,1,0,Oval
Homestead,38,33,66,TimmyHill,CarlLong,Toyota,21,electrical,0,0,0,Oval
Phoenix,1,3,5,KyleLarson,Hendrickcars.com(RickHendrick),Chevrolet,267,running,103,50,6,Oval
Phoenix,2,10,2,BradKeselowski,DiscountTire(RogerPenske),Ford,267,running,27,54,1,Oval
Phoenix,3,14,18,KyleBusch,EthelMChocolates(JoeGibbs),Toyota,267,running,0,36,0,Oval
Phoenix,4,6,11,DennyHamlin,FedExGround(JoeGibbs),Toyota,267,running,47,48,0,Oval
Phoenix,5,26,12,RyanBlaney,Menards/Pennzoil(RogerPenske),Ford,267,running,1,46,0,Oval
Phoenix,6,4,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs(JoeGibbs),Toyota,267,running,6,35,0,Oval
Phoenix,7,16,20,ChristopherBell,Craftsman(JoeGibbs),Toyota,267,running,0,39,0,Oval
Phoenix,8,2,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,267,running,25,40,0,Oval
Phoenix,9,15,22,JoeyLogano,Pennzoil(RogerPenske),Ford,267,running,7,30,0,Oval
Phoenix,10,29,43,ErikJones,MedallionBank(RichardPettyMotorsports),Chevrolet,267,running,0,27,0,Oval
Phoenix,11,17,47,RickyStenhouseJr,Kroger/Cottonelle/HungryJack(JTG-DaughertyRacing),Chevrolet,267,running,0,26,0,Oval
Phoenix,12,12,3,AustinDillon,BetMGM(RichardChildress),Chevrolet,267,running,0,25,0,Oval
Phoenix,13,8,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,267,running,22,34,0,Oval
Phoenix,14,18,17,ChrisBuescher,Fastenal/Loctite(JackRoush),Ford,267,running,0,23,0,Oval
Phoenix,15,19,37,RyanPreece,NaturalLightNaturdays(JTG-DaughertyRacing),Chevrolet,266,running,0,22,0,Oval
Phoenix,16,30,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,266,running,0,24,0,Oval
Phoenix,17,5,34,MichaelMcDowell,Love'sTravelStops/Speedco(BobJenkins),Ford,266,running,9,20,0,Oval
Phoenix,18,13,6,RyanNewman,WyndhamRewards/DaysInn(JackRoush),Ford,266,running,0,19,0,Oval
Phoenix,19,7,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,266,running,0,18,0,Oval
Phoenix,20,1,4,KevinHarvick,Mobil1(StewartHaasRacing),Ford,266,running,0,17,0,Oval
Phoenix,21,24,14,ChaseBriscoe,FordPerformanceRacingSchool(StewartHaasRacing),Ford,266,running,0,16,0,Oval
Phoenix,22,11,8,TylerReddick,QuartzHillRecords/BenGallaher(RichardChildress),Chevrolet,266,running,7,15,0,Oval
Phoenix,23,21,42,RossChastain,Clover(ChipGanassi),Chevrolet,266,running,0,14,0,Oval
Phoenix,24,27,38,AnthonyAlfredo,SpeedyCash(BobJenkins),Ford,266,running,1,13,0,Oval
Phoenix,25,20,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,266,running,0,12,0,Oval
Phoenix,26,22,99,DanielSuarez,CampingWorld(TrackhouseRacing),Chevrolet,265,running,12,11,0,Oval
Phoenix,27,9,48,AlexBowman,Ally(RickHendrick),Chevrolet,265,running,0,21,0,Oval
Phoenix,28,23,23,BubbaWallace,ColumbiaSportswear(23XIRacing),Toyota,262,running,0,9,0,Oval
Phoenix,29,25,77,JustinHaley,NationsGuard(SpireMotorsports),Chevrolet,262,running,0,0,0,Oval
Phoenix,30,34,78,B.J.McLeod,SurfaceSunscreen(B.J.McLeod),Ford,260,running,0,0,0,Oval
Phoenix,31,31,53,GarrettSmithley,TrophyTractor/TexasStrong(RickWare),Chevrolet,259,running,0,0,0,Oval
Phoenix,32,32,51,CodyWare,NurtecODT(RickWare),Chevrolet,259,running,0,0,0,Oval
Phoenix,33,36,0,QuinHouff,8BallChocolateWhiskey(StarComRacing),Chevrolet,256,running,0,4,0,Oval
Phoenix,34,37,15,JoeyGase,NVDonorNetwork(RickWare),Chevrolet,255,running,0,0,0,Oval
Phoenix,35,35,52,JoshBilicki,DollarLoanCenter(RickWare),Ford,252,running,0,2,0,Oval
Phoenix,36,38,66,TimmyHill,LasVegas.net(CarlLong),Toyota,246,running,0,0,0,Oval
Phoenix,37,33,7,CoreyLaJoie,BuiltBar(SpireMotorsports),Chevrolet,188,rearend,0,1,0,Oval
Phoenix,38,28,10,AricAlmirola,SmithfieldPowerBites(StewartHaasRacing),Ford,178,crash,0,1,0,Oval
Atlanta,1,10,12,RyanBlaney,BodyArmor(RogerPenske),Ford,325,running,25,57,5,#N/A
Atlanta,2,6,5,KyleLarson,Hendrickcars.com(RickHendrick),Chevrolet,325,running,269,55,2,#N/A
Atlanta,3,14,48,AlexBowman,Ally(RickHendrick),Chevrolet,325,running,0,47,0,#N/A
Atlanta,4,1,11,DennyHamlin,FedExExpress(JoeGibbs),Toyota,325,running,27,41,0,#N/A
Atlanta,5,19,18,KyleBusch,M&M'sMessages(JoeGibbs),Toyota,325,running,0,48,0,#N/A
Atlanta,6,13,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,325,running,0,35,0,#N/A
Atlanta,7,17,17,ChrisBuescher,Fastenal(JackRoush),Ford,325,running,0,35,0,#N/A
Atlanta,8,9,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,325,running,2,36,0,#N/A
Atlanta,9,2,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs(JoeGibbs),Toyota,325,running,0,32,0,#N/A
Atlanta,10,7,4,KevinHarvick,HuntBrothersPizza(StewartHaasRacing),Ford,325,running,0,27,0,#N/A
Atlanta,11,20,21,MattDiBenedetto,Menards/Maytag(WoodBrothers),Ford,325,running,0,31,0,#N/A
Atlanta,12,12,47,RickyStenhouseJr,Kroger/Cottonelle/Cheerios(JTG-DaughertyRacing),Chevrolet,325,running,0,25,0,#N/A
Atlanta,13,28,6,RyanNewman,KohlerGenerators(JackRoush),Ford,325,running,0,24,0,#N/A
Atlanta,14,21,42,RossChastain,TubiTV(ChipGanassi),Chevrolet,325,running,0,23,0,#N/A
Atlanta,15,3,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,324,running,0,22,0,#N/A
Atlanta,16,15,23,BubbaWallace,McDonald's(23XIRacing),Toyota,324,running,0,21,0,#N/A
Atlanta,17,25,99,DanielSuarez,CommScope(TrackhouseRacing),Chevrolet,324,running,1,21,0,#N/A
Atlanta,18,27,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,324,running,0,19,0,#N/A
Atlanta,19,18,34,MichaelMcDowell,Fr8Auctions(BobJenkins),Ford,324,running,0,18,0,#N/A
Atlanta,20,16,10,AricAlmirola,PitBossPlatinum(StewartHaasRacing),Ford,324,running,0,17,0,#N/A
Atlanta,21,8,20,ChristopherBell,SiriusXM(JoeGibbs),Toyota,323,running,0,16,0,#N/A
Atlanta,22,39,33,AustinCindric,Pirtek(RogerPenske),Ford,323,running,0,0,0,#N/A
Atlanta,23,24,14,ChaseBriscoe,HighPoint.com/Co-OpFinancial(StewartHaasRacing),Ford,323,running,0,14,0,#N/A
Atlanta,24,22,43,ErikJones,Petty'sGarage(RichardPettyMotorsports),Chevrolet,323,running,0,13,0,#N/A
Atlanta,25,23,37,RyanPreece,Planters(JTG-DaughertyRacing),Chevrolet,323,running,0,12,0,#N/A
Atlanta,26,29,8,TylerReddick,AlscoUniforms(RichardChildress),Chevrolet,323,running,0,11,0,#N/A
Atlanta,27,32,38,AnthonyAlfredo,GeorgiaPeanuts(BobJenkins),Ford,322,running,0,10,0,#N/A
Atlanta,28,4,2,BradKeselowski,AutoTrader(RogerPenske),Ford,321,running,0,9,0,#N/A
Atlanta,29,30,7,CoreyLaJoie,NFLAlumni/FoldsofHonor(SpireMotorsports),Chevrolet,319,running,0,8,0,#N/A
Atlanta,30,26,77,JustinHaley,DiamondCreekWater(SpireMotorsports),Chevrolet,319,running,0,0,0,#N/A
Atlanta,31,33,51,CodyWare,NurtecODT(RickWare),Chevrolet,316,running,0,0,0,#N/A
Atlanta,32,34,15,JamesDavison,SmartSanitizer(RickWare),Chevrolet,316,running,0,5,0,#N/A
Atlanta,33,35,0,QuinHouff,8BallChocolateWhiskey(StarComRacing),Chevrolet,314,running,0,4,0,#N/A
Atlanta,34,31,78,B.J.McLeod,SurfaceSunscreen(B.J.McLeod),Ford,313,running,0,0,0,#N/A
Atlanta,35,36,53,JoeyGase,DonateLifeGeorgia(RickWare),Chevrolet,308,running,0,0,0,#N/A
Atlanta,36,38,66,TimmyHill,SupremeTransportationGroup(CarlLong),Toyota,305,running,0,0,0,#N/A
Atlanta,37,37,52,JoshBilicki,InsuranceKing(RickWare),Ford,285,running,0,1,0,#N/A
Atlanta,38,5,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,220,engine,0,4,0,#N/A
Atlanta,39,11,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,113,crash,1,8,0,#N/A
Bristol(Dirt),1,10,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,253,running,61,55,6,#N/A
Bristol(Dirt),2,13,47,RickyStenhouseJr,Kroger(JTG-DaughertyRacing),Chevrolet,253,running,0,42,0,#N/A
Bristol(Dirt),3,2,11,DennyHamlin,FedExFreight(JoeGibbs),Toyota,253,running,1,50,0,#N/A
Bristol(Dirt),4,18,99,DanielSuarez,CampingWorld(TrackhouseRacing),Chevrolet,253,running,58,49,0,#N/A
Bristol(Dirt),5,14,6,RyanNewman,OscarMayerColdCuts(JackRoush),Ford,253,running,0,41,0,#N/A
Bristol(Dirt),6,8,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,253,running,0,40,0,#N/A
Bristol(Dirt),7,27,8,TylerReddick,BetMGM(RichardChildress),Chevrolet,253,running,0,32,0,#N/A
Bristol(Dirt),8,3,12,RyanBlaney,AdvanceMyTruckChallenge(RogerPenske),Ford,253,running,0,35,0,#N/A
Bristol(Dirt),9,24,43,ErikJones,Tide/FoodCity(RichardPettyMotorsports),Chevrolet,253,running,0,31,0,#N/A
Bristol(Dirt),10,26,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,253,running,0,28,0,#N/A
Bristol(Dirt),11,20,2,BradKeselowski,DiscountTire(RogerPenske),Ford,253,running,0,26,0,#N/A
Bristol(Dirt),12,16,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,253,running,0,25,0,#N/A
Bristol(Dirt),13,12,21,MattDiBenedetto,Menards/QuakerState(WoodBrothers),Ford,253,running,0,24,0,#N/A
Bristol(Dirt),14,11,17,ChrisBuescher,Fastenal(JackRoush),Ford,253,running,0,24,0,#N/A
Bristol(Dirt),15,6,4,KevinHarvick,BuschLight(StewartHaasRacing),Ford,253,running,0,22,0,#N/A
Bristol(Dirt),16,28,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,253,running,0,21,0,#N/A
Bristol(Dirt),17,4,18,KyleBusch,M&M'sMessages(JoeGibbs),Toyota,253,running,7,20,0,#N/A
Bristol(Dirt),18,22,37,RyanPreece,Bush'sBeans/Kroger(JTG-DaughertyRacing),Chevrolet,253,running,0,19,0,#N/A
Bristol(Dirt),19,5,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,253,running,126,35,1,#N/A
Bristol(Dirt),20,25,14,ChaseBriscoe,HighPoint.com(StewartHaasRacing),Ford,252,running,0,17,0,#N/A
Bristol(Dirt),21,9,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,252,running,0,16,0,#N/A
Bristol(Dirt),22,7,48,AlexBowman,Ally(RickHendrick),Chevrolet,252,running,0,15,0,#N/A
Bristol(Dirt),23,32,77,StewartFriesen,HalmarInternational(SpireMotorsports),Chevrolet,252,running,0,0,0,#N/A
Bristol(Dirt),24,21,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,252,running,0,13,0,#N/A
Bristol(Dirt),25,33,0,QuinHouff,Mane'nTail(StarComRacing),Chevrolet,252,running,0,12,0,#N/A
Bristol(Dirt),26,39,96,TyDillon,BassProShops(GauntBrothers),Toyota,252,running,0,0,0,#N/A
Bristol(Dirt),27,19,23,BubbaWallace,DoorDash(23XIRacing),Toyota,251,running,0,18,0,#N/A
Bristol(Dirt),28,34,53,J.J.Yeley,JacobCompanies(RickWare),Chevrolet,249,running,0,0,0,#N/A
Bristol(Dirt),29,1,5,KyleLarson,Freightliner(RickHendrick),Chevrolet,248,running,0,8,0,#N/A
Bristol(Dirt),30,37,52,JoshBilicki,JunctionFuels(RickWare),Ford,247,running,0,7,0,#N/A
Bristol(Dirt),31,38,66,MikeMarlar,LiftKits4Less.com(CarlLong),Toyota,244,crash,0,6,0,#N/A
Bristol(Dirt),32,31,51,CodyWare,NurtecODT(RickWare),Chevrolet,242,running,0,0,0,#N/A
Bristol(Dirt),33,36,15,ChrisWindom,NOSEnergyDrink(RickWare),Chevrolet,62,engine,0,4,0,#N/A
Bristol(Dirt),34,15,20,ChristopherBell,"Irwin""TradeStrong""(JoeGibbs)",Toyota,54,crash,0,3,0,#N/A
Bristol(Dirt),35,17,42,RossChastain,Clover(ChipGanassi),Chevrolet,52,crash,0,2,0,#N/A
Bristol(Dirt),36,23,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,39,crash,0,1,0,#N/A
Bristol(Dirt),37,35,78,ShaneGolobic,ElkGroveFord/NOSEnergy(B.J.McLeod),Ford,39,crash,0,1,0,#N/A
Bristol(Dirt),38,30,7,CoreyLaJoie,NASCARTrucksatKnoxville(SpireMotorsports),Chevrolet,39,crash,0,1,0,#N/A
Bristol(Dirt),39,29,38,AnthonyAlfredo,DudeWipes(BobJenkins),Ford,39,crash,0,1,0,#N/A
Martinsville,1,7,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs(JoeGibbs),Toyota,500,running,20,56,5,Oval
Martinsville,2,5,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,500,running,0,49,0,Oval
Martinsville,3,2,11,DennyHamlin,FedExOffice(JoeGibbs),Toyota,500,running,276,52,0,Oval
Martinsville,4,3,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,500,running,9,42,0,Oval
Martinsville,5,19,5,KyleLarson,Hendrickcars.com(RickHendrick),Chevrolet,500,running,0,38,0,Oval
