RaceNumber,Track,Pos,Start,CarNumber,Owner,Sponsor/Owner,Manufact,Laps,Status,Led,Pts,PlayoffPoints,Track Type
33,LasVegas,20,24,41,ColeCuster,FeedingAmerica/WowWow(StewartHaasRacing),Ford,267,running,0,17,0,Oval
33,LasVegas,21,20,9,ChaseElliott,Hooters(RickHendrick),Chevrolet,267,running,0,16,0,Oval
33,LasVegas,22,19,23,TyGibbs,MoneyLion(23XIRacing),Toyota,267,running,0,0,0,Oval
33,LasVegas,23,29,47,RickyStenhouseJr,KonaBrewingCoBigWave(JTG-DaughertyRacing),Chevrolet,267,running,1,14,0,Oval
33,LasVegas,24,30,7,CoreyLaJoie,OpTicGaming(SpireMotorsports),Chevrolet,267,running,0,13,0,Oval
33,LasVegas,25,35,38,ToddGilliland,RuedebuschDev.&Construction(BobJenkins),Ford,267,running,0,12,0,Oval
33,LasVegas,26,8,21,HarrisonBurton,DEXImaging(WoodBrothers),Ford,266,running,0,11,0,Oval
33,LasVegas,27,34,51,CodyWare,NurtecODTUBCF(RickWare),Ford,264,running,0,10,0,Oval
33,LasVegas,28,4,12,RyanBlaney,MenardsKnauf(RogerPenske),Ford,260,running,39,25,1,Oval
33,LasVegas,29,2,2,AustinCindric,AutoTrader(RogerPenske),Ford,259,running,8,15,0,Oval
33,LasVegas,30,36,78,B.J.McLeod,PalaCasinoSpaResort(B.J.McLeod),Ford,256,running,0,0,0,Oval
33,LasVegas,31,26,15,J.J.Yeley,ConectUSKyocera(RickWare),Ford,253,running,0,0,0,Oval
33,LasVegas,32,32,77,LandonCassill,Voyager:CryptoforAll(SpireMotorsports),Chevrolet,246,crash,0,0,0,Oval
33,LasVegas,33,33,42,TyDillon,Lucky29Vodka(PettyGMSMotorsports),Chevrolet,237,suspension,0,4,0,Oval
33,LasVegas,34,7,20,ChristopherBell,Rheem-Opteon(JoeGibbs),Toyota,94,dvp,0,10,0,Oval
33,LasVegas,35,14,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,94,crash,0,6,0,Oval
33,LasVegas,36,9,45,BubbaWallace,McDonald's(23XIRacing),Toyota,94,crash,29,11,1,Oval
34,Homestead,1,5,5,KyleLarson,Valvoline(RickHendrick),Chevrolet,267,running,199,60,7,Oval
34,Homestead,2,20,1,RossChastain,Kubota(TrackhouseRacing),Chevrolet,267,running,0,38,0,Oval
34,Homestead,3,10,16,A.J.Allmendinger,EdMorseAutomotiveGroup(MatthewKaulig),Chevrolet,267,running,0,0,0,Oval
34,Homestead,4,32,3,AustinDillon,Huk(RichardChildress),Chevrolet,267,running,0,39,0,Oval
34,Homestead,5,9,6,BradKeselowski,VioletDefense(JackRoush),Ford,267,running,0,42,0,Oval
34,Homestead,6,12,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,267,running,28,48,0,Oval
34,Homestead,7,14,11,DennyHamlin,FedExGround(JoeGibbs),Toyota,267,running,4,31,0,Oval
34,Homestead,8,16,4,KevinHarvick,BuschLight(StewartHaasRacing),Ford,267,running,0,29,0,Oval
34,Homestead,9,11,18,KyleBusch,SkittlesLimeisBack(JoeGibbs),Toyota,267,running,0,28,0,Oval
34,Homestead,10,23,99,DanielSuarez,PrincessCruises(TrackhouseRacing),Chevrolet,267,running,0,31,0,Oval
34,Homestead,11,2,20,ChristopherBell,Rheem-Watts(JoeGibbs),Toyota,267,running,4,26,0,Oval
34,Homestead,12,1,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,267,running,32,42,0,Oval
34,Homestead,13,8,17,ChrisBuescher,Fastenal(JackRoush),Ford,267,running,0,24,0,Oval
34,Homestead,14,3,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,267,running,0,31,0,Oval
34,Homestead,15,27,47,RickyStenhouseJr,Kroger/SlimJim(JTG-DaughertyRacing),Chevrolet,267,running,0,22,0,Oval
34,Homestead,16,18,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,267,running,0,21,0,Oval
34,Homestead,17,13,12,RyanBlaney,MenardsPennzoil(RogerPenske),Ford,267,running,0,29,0,Oval
34,Homestead,18,17,22,JoeyLogano,ShellPennzoil(RogerPenske),Ford,267,running,0,22,0,Oval
34,Homestead,19,26,2,AustinCindric,Freightliner(RogerPenske),Ford,267,running,0,18,0,Oval
34,Homestead,20,21,21,HarrisonBurton,DEXImaging(WoodBrothers),Ford,267,running,0,17,0,Oval
34,Homestead,21,28,10,AricAlmirola,SmithfieldPremiumBacon(StewartHaasRacing),Ford,267,running,0,16,0,Oval
34,Homestead,22,6,23,TyGibbs,MonsterEnergy(23XIRacing),Toyota,267,running,0,0,0,Oval
34,Homestead,23,31,7,CoreyLaJoie,Built.com(SpireMotorsports),Chevrolet,267,running,0,14,0,Oval
34,Homestead,24,25,41,ColeCuster,DixieVodka(StewartHaasRacing),Ford,266,running,0,13,0,Oval
34,Homestead,25,24,48,NoahGragson,Ally(RickHendrick),Chevrolet,266,running,0,0,0,Oval
34,Homestead,26,30,42,TyDillon,SunseekerResorts.com(PettyGMSMotorsports),Chevrolet,266,running,0,11,0,Oval
34,Homestead,27,4,45,JohnH.Nemechek,ColumbiaSportswearCompany(23XIRacing),Toyota,266,running,0,0,0,Oval
34,Homestead,28,15,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,266,running,0,9,0,Oval
34,Homestead,29,33,77,LandonCassill,ZeiglerAuto/LoJack(SpireMotorsports),Chevrolet,266,running,0,0,0,Oval
34,Homestead,30,22,43,ErikJones,TheMorganLawGroup(PettyGMSMotorsports),Chevrolet,264,running,0,7,0,Oval
34,Homestead,31,29,38,ToddGilliland,EOSouthFlorida(BobJenkins),Ford,264,running,0,6,0,Oval
34,Homestead,32,34,15,J.J.Yeley,JacobCompanies(RickWare),Ford,263,running,0,0,0,Oval
34,Homestead,33,35,78,B.J.McLeod,FrankieZombieZ222MotorsportGames(B.J.McLeod),Ford,262,running,0,0,0,Oval
34,Homestead,34,36,51,CodyWare,NurtecODTUBCF(RickWare),Ford,262,running,0,3,0,Oval
34,Homestead,35,7,8,TylerReddick,3CHI(RichardChildress),Chevrolet,242,crash,0,9,0,Oval
34,Homestead,36,19,14,ChaseBriscoe,MagicalVacationPlanner(StewartHaasRacing),Ford,160,crash,0,1,0,Oval
35,Martinsville,1,20,20,ChristopherBell,DEWALT(JoeGibbs),Toyota,500,running,150,51,5,Oval
35,Martinsville,2,1,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,500,running,68,50,0,Oval
35,Martinsville,3,4,12,RyanBlaney,DiscountTire(RogerPenske),Ford,500,running,0,43,0,Oval
35,Martinsville,4,9,1,RossChastain,MooseFraternity(TrackhouseRacing),Chevrolet,500,running,0,39,0,Oval
35,Martinsville,5,11,11,DennyHamlin,FedExFreightDirect(JoeGibbs),Toyota,500,running,203,52,2,Oval
35,Martinsville,6,12,22,JoeyLogano,ShellPennzoil(RogerPenske),Ford,500,running,0,35,0,Oval
35,Martinsville,7,25,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,500,running,0,30,0,Oval
35,Martinsville,8,24,45,BubbaWallace,Leidos(23XIRacing),Toyota,500,running,0,30,0,Oval
35,Martinsville,9,3,14,ChaseBriscoe,RushTruckCenters/Cummins(StewartHaasRacing),Ford,500,running,25,34,0,Oval
35,Martinsville,10,2,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,500,running,54,45,0,Oval
35,Martinsville,11,10,21,HarrisonBurton,MotorcraftQuickLane(WoodBrothers),Ford,500,running,0,26,0,Oval
35,Martinsville,12,7,99,DanielSuarez,WorldwideExpress(TrackhouseRacing),Chevrolet,500,running,0,29,0,Oval
35,Martinsville,13,19,38,ToddGilliland,MojiSushi(BobJenkins),Ford,500,running,0,24,0,Oval
35,Martinsville,14,5,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,500,running,0,38,0,Oval
35,Martinsville,15,15,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,500,running,0,23,0,Oval
35,Martinsville,16,8,4,KevinHarvick,BOOschLight(StewartHaasRacing),Ford,500,running,0,21,0,Oval
35,Martinsville,17,13,34,MichaelMcDowell,Fr8Auctions.com(BobJenkins),Ford,500,running,0,20,0,Oval
35,Martinsville,18,23,43,ErikJones,U.S.AirForce(PettyGMSMotorsports),Chevrolet,498,running,0,19,0,Oval
35,Martinsville,19,26,23,TyGibbs,MonsterEnergy(23XIRacing),Toyota,498,running,0,0,0,Oval
35,Martinsville,20,27,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,498,running,0,17,0,Oval
35,Martinsville,21,14,7,CoreyLaJoie,ARK.io(SpireMotorsports),Chevrolet,498,running,0,16,0,Oval
35,Martinsville,22,31,47,RickyStenhouseJr,Kroger/LouisianaHotSauce(JTG-DaughertyRacing),Chevrolet,498,running,0,15,0,Oval
35,Martinsville,23,21,16,A.J.Allmendinger,PardonMyCheesesteak(MatthewKaulig),Chevrolet,498,running,0,0,0,Oval
35,Martinsville,24,22,17,ChrisBuescher,FifthThirdBank(JackRoush),Ford,497,running,0,13,0,Oval
35,Martinsville,25,17,48,NoahGragson,Ally(RickHendrick),Chevrolet,497,running,0,0,0,Oval
35,Martinsville,26,30,2,AustinCindric,MenardsRichmond(RogerPenske),Ford,497,running,0,11,0,Oval
35,Martinsville,27,29,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,497,running,0,10,0,Oval
35,Martinsville,28,36,51,CodyWare,NurtecODTUBCF(RickWare),Ford,495,running,0,9,0,Oval
35,Martinsville,29,18,18,KyleBusch,M&M'sHalloween(JoeGibbs),Toyota,494,running,0,8,0,Oval
35,Martinsville,30,35,15,J.J.Yeley,RadCats(RickWare),Ford,488,running,0,0,0,Oval
35,Martinsville,31,32,42,TyDillon,U.S.SpaceForce(PettyGMSMotorsports),Chevrolet,466,brakes,0,6,0,Oval
35,Martinsville,32,33,77,LandonCassill,NationsGuard(SpireMotorsports),Chevrolet,460,crash,0,0,0,Oval
35,Martinsville,33,16,3,AustinDillon,Dow(RichardChildress),Chevrolet,316,crash,0,4,0,Oval
35,Martinsville,34,34,78,B.J.McLeod,MotorsportGamesHalloween(B.J.McLeod),Ford,225,fire,0,0,0,Oval
35,Martinsville,35,28,8,TylerReddick,3CHI(RichardChildress),Chevrolet,188,crash,0,2,0,Oval
35,Martinsville,36,6,6,BradKeselowski,KohlerGenerators(JackRoush),Ford,500,running,0,1,0,Oval
36,Phoenix,1,1,22,JoeyLogano,ShellPennzoil(RogerPenske),Ford,312,running,187,40,6,Oval
36,Phoenix,2,2,12,RyanBlaney,MenardsDutchBoy(RogerPenske),Ford,312,running,109,54,1,Oval
36,Phoenix,3,25,1,RossChastain,WorldwideExpress/AdventHealth(TrackhouseRacing),Chevrolet,312,running,0,34,0,Oval
36,Phoenix,4,3,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,312,running,11,48,0,Oval
36,Phoenix,5,7,4,KevinHarvick,BuschLight(StewartHaasRacing),Ford,312,running,0,41,0,Oval
36,Phoenix,6,8,24,WilliamByron,Axalta(RickHendrick),Chevrolet,312,running,0,39,0,Oval
36,Phoenix,7,22,18,KyleBusch,M&M'sThankYouFans!(JoeGibbs),Toyota,312,running,0,30,0,Oval
36,Phoenix,8,21,11,DennyHamlin,FedExExpress(JoeGibbs),Toyota,312,running,0,29,0,Oval
36,Phoenix,9,4,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,312,running,0,38,0,Oval
36,Phoenix,10,17,20,ChristopherBell,DEWALT(JoeGibbs),Toyota,312,running,0,27,0,Oval
36,Phoenix,11,14,2,AustinCindric,DiscountTire(RogerPenske),Ford,312,running,0,28,0,Oval
36,Phoenix,12,16,16,A.J.Allmendinger,Celsius(MatthewKaulig),Chevrolet,312,running,1,0,0,Oval
36,Phoenix,13,15,3,AustinDillon,GetBioethanol(RichardChildress),Chevrolet,312,running,0,24,0,Oval
36,Phoenix,14,30,43,ErikJones,FOCUSfactor(PettyGMSMotorsports),Chevrolet,312,running,0,23,0,Oval
36,Phoenix,15,12,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,312,running,0,36,0,Oval
36,Phoenix,16,9,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,312,running,3,21,0,Oval
36,Phoenix,17,10,23,DanielHemric,MonsterEnergy(23XIRacing),Toyota,312,running,0,0,0,Oval
36,Phoenix,18,27,7,CoreyLaJoie,SchluterSystems(SpireMotorsports),Chevrolet,312,running,0,19,0,Oval
36,Phoenix,19,6,21,HarrisonBurton,MotorcraftQuickLane(WoodBrothers),Ford,312,running,0,18,0,Oval
36,Phoenix,20,13,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,312,running,0,17,0,Oval
36,Phoenix,21,19,17,ChrisBuescher,Fastenal(JackRoush),Ford,312,running,0,16,0,Oval
36,Phoenix,22,23,45,BubbaWallace,McDonald's(23XIRacing),Toyota,311,running,0,15,0,Oval
36,Phoenix,23,11,8,TylerReddick,Cheddar'sScratchKitchen(RichardChildress),Chevrolet,311,running,0,18,0,Oval
36,Phoenix,24,28,99,DanielSuarez,FreewayInsurance/CommScope(TrackhouseRacing),Chevrolet,311,running,0,13,0,Oval
36,Phoenix,25,20,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,311,running,0,12,0,Oval
36,Phoenix,26,32,42,TyDillon,BlackRifleCoffeeCompany(PettyGMSMotorsports),Chevrolet,311,running,0,11,0,Oval
36,Phoenix,27,26,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,311,running,0,10,0,Oval
36,Phoenix,28,5,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,310,running,0,9,0,Oval
36,Phoenix,29,31,38,ToddGilliland,BootBarn(BobJenkins),Ford,309,running,0,8,0,Oval
36,Phoenix,30,34,51,CodyWare,NurtecODT(Rimegepant)(RickWare),Ford,308,running,0,7,0,Oval
36,Phoenix,31,33,78,B.J.McLeod,PalaCasino(B.J.McLeod),Ford,307,running,0,0,0,Oval
36,Phoenix,32,29,47,RickyStenhouseJr,Fry's/NatureValley(JTG-DaughertyRacing),Chevrolet,307,running,0,5,0,Oval
36,Phoenix,33,35,15,GarrettSmithley,JacobCompanies(RickWare),Ford,304,running,0,0,0,Oval
36,Phoenix,34,24,48,AlexBowman,Ally(RickHendrick),Chevrolet,304,running,1,3,0,Oval
36,Phoenix,35,18,6,BradKeselowski,KohlerGenerators(JackRoush),Ford,270,electrical,0,2,0,Oval
36,Phoenix,36,36,77,LandonCassill,Mutoh/GeneralFormulations(SpireMotorsports),Chevrolet,84,crash,0,0,0,Oval
