Track,Pos,St,#,Driver,Sponsor/Owner,Car,Led,TrackType
Indianapolis,31,20,17,ChrisBuescher,SunnyDPatriotic(JackRoush),Ford,0,Oval
Indianapolis,32,12,12,RyanBlaney,Menards/Atlas(RogerPenske),Ford,0,Oval
Indianapolis,33,23,20,ErikJones,StanleySecurity(JoeGibbs),Toyota,0,Oval
Indianapolis,34,14,6,RyanNewman,OscarMayerPatriotic(JackRoush),Ford,0,Oval
Indianapolis,35,26,15,BrennanPoole,SpartanMosquitoProTech(RickWare),Chevrolet,0,Oval
Indianapolis,36,24,47,RickyStenhouseJr,Kroger/Planters/BallPark/NOS(JTG-DaughertyRacing),Chevrolet,0,Oval
Indianapolis,37,4,48,JustinAllgaier,Ally(RickHendrick),Chevrolet,0,Oval
Indianapolis,38,8,19,MartinTruexJr,AutoOwnersInsurancePatriotic(JoeGibbs),Toyota,0,Oval
Indianapolis,39,31,32,CoreyLaJoie,Trump2020(ArchieSt.Hilaire),Ford,0,Oval
Indianapolis,40,36,37,RyanPreece,Kleenex(JTG-DaughertyRacing),Chevrolet,0,Oval
Kentucky,1,29,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,5,Oval
Kentucky,2,9,19,MartinTruexJr,AutoOwnersInsurance(JoeGibbs),Toyota,57,Oval
Kentucky,3,10,21,MattDiBenedetto,Menards/QuakerState(WoodBrothers),Ford,1,Oval
Kentucky,4,3,4,KevinHarvick,HuntBrothersPizza(StewartHaasRacing),Ford,11,Oval
Kentucky,5,7,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,Oval
Kentucky,6,11,12,RyanBlaney,AdvanceAutoParts(RogerPenske),Ford,18,Oval
Kentucky,7,34,95,ChristopherBell,Toyota(LeavineFamilyRacing),Toyota,0,Oval
Kentucky,8,4,10,AricAlmirola,"Smithfield""VoteForBacon""(StewartHaasRacing)",Ford,128,Oval
Kentucky,9,6,2,BradKeselowski,Snap-On100Years(RogerPenske),Ford,34,Oval
Kentucky,10,24,8,TylerReddick,Caterpillar(RichardChildress),Chevrolet,0,Oval
Kentucky,11,21,24,WilliamByron,Axalta(RickHendrick),Chevrolet,4,Oval
Kentucky,12,12,11,DennyHamlin,FedExFreight(JoeGibbs),Toyota,0,Oval
Kentucky,13,19,3,AustinDillon,RigUp(RichardChildress),Chevrolet,0,Oval
Kentucky,14,15,14,ClintBowyer,OneCure(StewartHaasRacing),Ford,0,Oval
Kentucky,15,2,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,0,Oval
Kentucky,16,33,13,TyDillon,GEICO(GermainRacing),Chevrolet,0,Oval
Kentucky,17,23,6,RyanNewman,Acronis(JackRoush),Ford,0,Oval
Kentucky,18,20,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,0,Oval
Kentucky,19,5,88,AlexBowman,Cincinnati(RickHendrick),Chevrolet,0,Oval
Kentucky,20,13,17,ChrisBuescher,FifthThirdBank(JackRoush),Ford,0,Oval
Kentucky,21,1,18,KyleBusch,M&M'sFudgeBrownie(JoeGibbs),Toyota,9,Oval
Kentucky,22,16,20,ErikJones,ToyotaCamryBuiltInKentucky(JoeGibbs),Toyota,0,Oval
Kentucky,23,8,9,ChaseElliott,KelleyBlueBook(RickHendrick),Chevrolet,0,Oval
Kentucky,24,30,34,MichaelMcDowell,Love'sTravelStops/Delo(BobJenkins),Ford,0,Oval
Kentucky,25,17,42,MattKenseth,Clover(ChipGanassi),Chevrolet,0,Oval
Kentucky,26,37,96,DanielSuarez,ToyotaCertifiedUsedVehicles(GauntBrothers),Toyota,0,Oval
Kentucky,27,18,43,BubbaWallace,VictoryJunction(RichardPettyMotorsports),Chevrolet,0,Oval
Kentucky,28,27,32,CoreyLaJoie,KeenParts/CorvetteParts.net(ArchieSt.Hilaire),Ford,0,Oval
Kentucky,29,14,47,RickyStenhouseJr,Kroger/Tyson/Pringles/BallPark(JTG-DaughertyRacing),Chevrolet,0,Oval
Kentucky,30,36,27,J.J.Yeley,GreenlightDebitCardsforKids(RickWare),Ford,0,Oval
Kentucky,31,31,15,BrennanPoole,SpartanMosquitoProTech(RickWare),Chevrolet,0,Oval
Kentucky,32,26,77,JoshBilicki,AustinHatcherFoundation(SpireMotorsports),Chevrolet,0,Oval
Kentucky,33,25,53,GarrettSmithley,VictoryLaneQuickOilChange/KendallOil(RickWare),Chevrolet,0,Oval
Kentucky,34,35,51,JoeyGase,DonateLife/ProMaster(RickWare),Ford,0,Oval
Kentucky,35,28,0,QuinHouff,CreekEnterprise(StarComRacing),Chevrolet,0,Oval
Kentucky,36,22,38,JohnH.Nemechek,Yanmar(BobJenkins),Ford,0,Oval
Kentucky,37,38,66,TimmyHill,RoofClaim.com(CarlLong),Toyota,0,Oval
Kentucky,38,32,37,RyanPreece,Kingsford(JTG-DaughertyRacing),Chevrolet,0,Oval
FortWorth,1,21,3,AustinDillon,BassProShops/TrackerOff-Road(RichardChildress),Chevrolet,22,Oval
FortWorth,2,24,8,TylerReddick,CatOil&Gas(RichardChildress),Chevrolet,5,Oval
FortWorth,3,9,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,22,Oval
FortWorth,4,4,18,KyleBusch,InterstateBatteries(JoeGibbs),Toyota,11,Oval
FortWorth,5,5,4,KevinHarvick,Mobil1(StewartHaasRacing),Ford,40,Oval
FortWorth,6,23,20,ErikJones,Craftsman(JoeGibbs),Toyota,7,Oval
FortWorth,7,2,12,RyanBlaney,Menards/Maytag(RogerPenske),Ford,150,Oval
FortWorth,8,3,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,Oval
FortWorth,9,6,2,BradKeselowski,Wurth(RogerPenske),Ford,15,Oval
FortWorth,10,1,10,AricAlmirola,SmithfieldHometownOriginal(StewartHaasRacing),Ford,35,Oval
FortWorth,11,17,14,ClintBowyer,RushTruckCenters(StewartHaasRacing),Ford,0,Oval
FortWorth,12,8,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,0,Oval
FortWorth,13,15,6,RyanNewman,WyndhamRewards(JackRoush),Ford,0,Oval
FortWorth,14,14,43,BubbaWallace,CashApp(RichardPettyMotorsports),Chevrolet,0,Oval
FortWorth,15,34,34,MichaelMcDowell,Love'sTravelStops/Speedco(BobJenkins),Ford,0,Oval
FortWorth,16,36,32,CoreyLaJoie,Trump2020(ArchieSt.Hilaire),Ford,0,Oval
FortWorth,17,11,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,1,Oval
FortWorth,18,22,42,MattKenseth,McDonald'sMcDelivery(ChipGanassi),Chevrolet,0,Oval
FortWorth,19,16,17,ChrisBuescher,RoushPerformanceStage3(JackRoush),Ford,0,Oval
FortWorth,20,7,11,DennyHamlin,FedExOffice(JoeGibbs),Toyota,11,Oval
FortWorth,21,33,95,ChristopherBell,Rheem/Procore(LeavineFamilyRacing),Toyota,0,Oval
FortWorth,22,28,38,JohnH.Nemechek,CitgardHeavyDutyEngineOil(BobJenkins),Ford,0,Oval
FortWorth,23,37,96,DanielSuarez,ToyotaCertifiedUsedVehicles(GauntBrothers),Toyota,0,Oval
FortWorth,24,35,77,J.J.Yeley,FormulaOneImports(SpireMotorsports),Chevrolet,0,Oval
FortWorth,25,29,27,GrayGaulding,PaniniAmerica(RickWare),Ford,0,Oval
FortWorth,26,20,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,0,Oval
FortWorth,27,32,15,BrennanPoole,SpartanMosquitoProTech(RickWare),Chevrolet,0,Oval
FortWorth,28,40,7,ReedSorenson,"GorillaGlue&Tape(TommyBaldwin,Jr.)",Chevrolet,0,Oval
FortWorth,29,10,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs(JoeGibbs),Toyota,15,Oval
FortWorth,30,12,88,AlexBowman,ChevyGoods.com/Adam'sPolishes(RickHendrick),Chevrolet,0,Oval
FortWorth,31,27,53,JoshBilicki,JunctionFuels(RickWare),Chevrolet,0,Oval
FortWorth,32,31,51,JoeyGase,RedRockSecured(RickWare),Ford,0,Oval
FortWorth,33,39,78,B.J.McLeod,Axele.com(B.J.McLeod),Chevrolet,0,Oval
FortWorth,34,26,0,QuinHouff,Permatex(StarComRacing),Chevrolet,0,Oval
FortWorth,35,30,13,TyDillon,GEICO(GermainRacing),Chevrolet,0,Oval
FortWorth,36,38,66,TimmyHill,RoofClaim.com(CarlLong),Toyota,0,Oval
FortWorth,37,18,24,WilliamByron,Axalta(RickHendrick),Chevrolet,0,Oval
FortWorth,38,13,47,RickyStenhouseJr,Kroger/Tyson/BallPark/NOS(JTG-DaughertyRacing),Chevrolet,0,Oval
FortWorth,39,19,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,0,Oval
FortWorth,40,25,37,RyanPreece,Glad(JTG-DaughertyRacing),Chevrolet,0,Oval
Kansas,1,10,11,DennyHamlin,FedExFreight(JoeGibbs),Toyota,57,Oval
Kansas,2,7,2,BradKeselowski,"WabashNational""ThankYouTruckers""(RogerPenske)",Ford,30,Oval
Kansas,3,5,19,MartinTruexJr,AutoOwnersInsurance(JoeGibbs),Toyota,44,Oval
Kansas,4,1,4,KevinHarvick,BuschLightApple(StewartHaasRacing),Ford,9,Oval
Kansas,5,21,20,ErikJones,Reser'sFineFoods(JoeGibbs),Toyota,0,Oval
Kansas,6,3,10,AricAlmirola,SmithfieldHometownOriginal(StewartHaasRacing),Ford,0,Oval
Kansas,7,24,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,0,Oval
Kansas,8,6,88,AlexBowman,ChevyGoods.com/Adam'sPolishes(RickHendrick),Chevrolet,6,Oval
Kansas,9,9,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,Oval
Kansas,10,15,24,WilliamByron,Axalta(RickHendrick),Chevrolet,27,Oval
Kansas,11,8,18,KyleBusch,M&M'sFudgeBrownie(JoeGibbs),Toyota,52,Oval
Kansas,12,11,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,0,Oval
Kansas,13,23,8,TylerReddick,IAmSecond(RichardChildress),Chevrolet,0,Oval
Kansas,14,19,14,ClintBowyer,OneCure(StewartHaasRacing),Ford,0,Oval
Kansas,15,36,13,TyDillon,GEICO(GermainRacing),Chevrolet,0,Oval
Kansas,16,27,34,MichaelMcDowell,DocksideLogistics(BobJenkins),Ford,0,Oval
Kansas,17,14,42,MattKenseth,McDonald'sMcDelivery(ChipGanassi),Chevrolet,0,Oval
Kansas,18,37,96,DanielSuarez,ToyotaCertifiedUsedVehicles(GauntBrothers),Toyota,0,Oval
Kansas,19,30,38,JohnH.Nemechek,DigitalAllyBodyCameras(BobJenkins),Ford,0,Oval
Kansas,20,4,12,RyanBlaney,DexImaging(RogerPenske),Ford,15,Oval
Kansas,21,31,32,CoreyLaJoie,PlanBSales(ArchieSt.Hilaire),Ford,0,Oval
Kansas,22,28,27,J.J.Yeley,RickWare,Ford,0,Oval
Kansas,23,22,95,ChristopherBell,Rheem(LeavineFamilyRacing),Toyota,0,Oval
Kansas,24,32,0,QuinHouff,CreekEnterprise(StarComRacing),Chevrolet,0,Oval
Kansas,25,33,53,JoshBilicki,RBRAviation/JunctionFuels(RickWare),Chevrolet,0,Oval
Kansas,26,26,77,GarrettSmithley,FormulaOneImports(SpireMotorsports),Chevrolet,0,Oval
Kansas,27,16,3,AustinDillon,AmericanEthanol(RichardChildress),Chevrolet,0,Oval
Kansas,28,18,6,RyanNewman,WyndhamRewards(JackRoush),Ford,0,Oval
Kansas,29,34,51,JoeyGase,PageConstruction(RickWare),Ford,0,Oval
Kansas,30,29,15,BrennanPoole,SpartanMosquito(RickWare),Chevrolet,0,Oval
Kansas,31,39,7,ReedSorenson,"WilkersonCrane&Rental(TommyBaldwin,Jr.)",Chevrolet,0,Oval
Kansas,32,20,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,0,Oval
Kansas,33,13,17,ChrisBuescher,FifthThirdBank(JackRoush),Ford,0,Oval
Kansas,34,35,37,RyanPreece,Bush'sBeans(JTG-DaughertyRacing),Chevrolet,0,Oval
Kansas,35,2,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,27,Oval
Kansas,36,12,21,MattDiBenedetto,Menards/DutchBoy(WoodBrothers),Ford,0,Oval
Kansas,37,17,43,BubbaWallace,VictoryJunction(RichardPettyMotorsports),Chevrolet,0,Oval
Kansas,38,38,66,TimmyHill,RoofClaim.com(CarlLong),Toyota,0,Oval
Kansas,39,40,78,B.J.McLeod,Axele.com(B.J.McLeod),Chevrolet,0,Oval
Kansas,40,25,47,RickyStenhouseJr,Kroger/OscarMayer/BallPark/NOS(JTG-DaughertyRacing),Chevrolet,0,Oval
Loudon,1,4,2,BradKeselowski,WesternStar/AllianceParts(RogerPenske),Ford,184,Oval
Loudon,2,2,11,DennyHamlin,FedExExpress(JoeGibbs),Toyota,92,Oval
Loudon,3,11,19,MartinTruexJr,SportClips(JoeGibbs),Toyota,0,Oval
Loudon,4,9,22,JoeyLogano,AAAInsurance(RogerPenske),Ford,0,Oval
Loudon,5,7,4,KevinHarvick,Mobil1(StewartHaasRacing),Ford,6,Oval
Loudon,6,19,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,0,Oval
Loudon,7,1,10,AricAlmirola,SmithfieldHometownOriginal(StewartHaasRacing),Ford,2,Oval
Loudon,8,14,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,0,Oval
Loudon,9,3,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,9,Oval
Loudon,10,13,8,TylerReddick,FeedingAmerica(RichardChildress),Chevrolet,0,Oval
Loudon,11,16,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,0,Oval
Loudon,12,20,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,0,Oval
Loudon,13,23,3,AustinDillon,Freightliner(RichardChildress),Chevrolet,3,Oval
Loudon,14,31,47,RickyStenhouseJr,Kroger/BallPark/Bush's/NOS(JTG-DaughertyRacing),Chevrolet,0,Oval
Loudon,15,8,88,AlexBowman,ChevyGoods.com/Adam'sPolishes(RickHendrick),Chevrolet,0,Oval
Loudon,16,30,37,RyanPreece,LouisianaHotSauce(JTG-DaughertyRacing),Chevrolet,0,Oval
Loudon,17,10,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,Oval
Loudon,18,6,14,ClintBowyer,HaasAutomation(StewartHaasRacing),Ford,0,Oval
Loudon,19,18,34,MichaelMcDowell,ChicagoPneumatic(BobJenkins),Ford,0,Oval
Loudon,20,12,12,RyanBlaney,Menards/TruWaveTechnologybySylvania(RogerPenske),Ford,5,Oval
Loudon,21,22,6,RyanNewman,GuaranteedRate(JackRoush),Ford,0,Oval
Loudon,22,25,13,TyDillon,GEICO(GermainRacing),Chevrolet,0,Oval
Loudon,23,15,43,BubbaWallace,CashApp(RichardPettyMotorsports),Chevrolet,0,Oval
Loudon,24,17,20,ErikJones,ToyotaCamry(JoeGibbs),Toyota,0,Oval
Loudon,25,24,17,ChrisBuescher,Fastenal/Milwaukee(JackRoush),Ford,0,Oval
Loudon,26,37,96,DanielSuarez,ToyotaGenuineParts&Service(GauntBrothers),Toyota,0,Oval
Loudon,27,34,15,BrennanPoole,RememberEveryoneDeployed(RickWare),Chevrolet,0,Oval
Loudon,28,35,95,ChristopherBell,Rheem/Watts(LeavineFamilyRacing),Toyota,0,Oval
Loudon,29,29,27,J.J.Yeley,RickWareRacing(RickWare),Ford,0,Oval
Loudon,30,26,53,JamesDavison,SigningDaySports(RickWare),Chevrolet,0,Oval
Loudon,31,27,77,GarrettSmithley,Brackett'sMarket(SpireMotorsports),Chevrolet,0,Oval
Loudon,32,32,0,QuinHouff,Permatex(StarComRacing),Chevrolet,0,Oval
Loudon,33,38,66,TimmyHill,CrashClaimsR.us/JamesCarterAttorney(CarlLong),Toyota,0,Oval
Loudon,34,28,51,JoeyGase,PageConstruction(RickWare),Ford,0,Oval
Loudon,35,33,32,CoreyLaJoie,Trump2020(ArchieSt.Hilaire),Ford,0,Oval
Loudon,36,36,38,JohnH.Nemechek,Citgard(BobJenkins),Ford,0,Oval
Loudon,37,21,42,MattKenseth,Clover(ChipGanassi),Chevrolet,0,Oval
Loudon,38,5,18,KyleBusch,Pedigree(JoeGibbs),Toyota,0,Oval
Michigan,1,3,4,KevinHarvick,BuschLightApple(StewartHaasRacing),Ford,92,Oval
Michigan,2,5,2,BradKeselowski,DiscountTire(RogerPenske),Ford,0,Oval
Michigan,3,12,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,0,Oval
Michigan,4,11,12,RyanBlaney,Menards/Knauf(RogerPenske),Ford,27,Oval
Michigan,5,7,18,KyleBusch,M&M'sFudgeBrownie(JoeGibbs),Toyota,4,Oval
Michigan,6,2,11,DennyHamlin,FedExGround(JoeGibbs),Toyota,10,Oval
Michigan,7,8,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,9,Oval
Michigan,8,1,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,18,Oval
Michigan,9,24,43,BubbaWallace,VictoryJunction(RichardPettyMotorsports),Chevrolet,0,Oval
Michigan,10,10,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,Oval
Michigan,11,23,20,ErikJones,Stanley(JoeGibbs),Toyota,0,Oval
Michigan,12,17,48,JimmieJohnson,"Ally""FuelingFutures""(RickHendrick)",Chevrolet,0,Oval
Michigan,13,29,95,ChristopherBell,Procore(LeavineFamilyRacing),Toyota,0,Oval
Michigan,14,19,24,WilliamByron,Axalta(RickHendrick),Chevrolet,0,Oval
Michigan,15,15,21,MattDiBenedetto,#FordStrongTechnicians(WoodBrothers),Ford,0,Oval
Michigan,16,4,10,AricAlmirola,SmithfieldHometownOriginals(StewartHaasRacing),Ford,0,Oval
Michigan,17,20,42,MattKenseth,CreditOneBank(ChipGanassi),Chevrolet,0,Oval
Michigan,18,14,8,TylerReddick,ChevyAccessories(RichardChildress),Chevrolet,0,Oval
Michigan,19,9,14,ClintBowyer,DeKalb(StewartHaasRacing),Ford,0,Oval
Michigan,20,22,17,ChrisBuescher,Fastenal/Wypall(JackRoush),Ford,0,Oval
Michigan,21,6,88,AlexBowman,ChevyGoods.com/Adam'sPolishes(RickHendrick),Chevrolet,0,Oval
Michigan,22,36,32,CoreyLaJoie,SchluterSystems(ArchieSt.Hilaire),Ford,0,Oval
Michigan,23,34,13,TyDillon,GEICO(GermainRacing),Chevrolet,0,Oval
Michigan,24,37,96,DanielSuarez,Toyota(GauntBrothers),Toyota,0,Oval
Michigan,25,35,37,RyanPreece,HoneyNutCheerios(JTG-DaughertyRacing),Chevrolet,0,Oval
Michigan,26,26,27,J.J.Yeley,RickWareRacing(RickWare),Ford,1,Oval
Michigan,27,25,0,QuinHouff,CreekEnterprise(StarComRacing),Chevrolet,0,Oval
Michigan,28,13,6,RyanNewman,Coca-Cola(JackRoush),Ford,0,Oval
Michigan,29,21,34,MichaelMcDowell,MartinTransportationSystems(BobJenkins),Ford,0,Oval
Michigan,30,30,74,ReedSorenson,FakeSteak(SpireMotorsports),Chevrolet,0,Oval
Michigan,31,18,3,AustinDillon,DowMobilityScience(RichardChildress),Chevrolet,0,Oval
Michigan,32,32,47,RickyStenhouseJr,Kroger/Planters/SlimJim/NOS(JTG-DaughertyRacing),Chevrolet,0,Oval
Michigan,33,38,66,TimmyHill,SBCContractors(CarlLong),Toyota,0,Oval
Michigan,34,16,41,ColeCuster,HaasTooling.com/JacobCompanies(StewartHaasRacing),Ford,0,Oval
Michigan,35,33,53,GarrettSmithley,VictoryLaneQuickOilChange/KendallOil(RickWare),Ford,0,Oval
Michigan,36,31,38,JohnH.Nemechek,DeathWishCoffee(BobJenkins),Ford,0,Oval
Michigan,37,27,15,BrennanPoole,RickWareRacing(RickWare),Chevrolet,0,Oval
Michigan,38,28,51,JamesDavison,SigningDaySports(RickWare),Ford,0,Oval
Michigan,39,39,7,JoeyGase,"WisconsinLightingLabs(TommyBaldwin,Jr.)",Chevrolet,0,Oval
Michigan,1,20,4,KevinHarvick,BuschLightApple(StewartHaasRacing),Ford,90,Oval
Michigan,2,15,11,DennyHamlin,FedExGround(JoeGibbs),Toyota,6,Oval
Michigan,3,18,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,0,Oval
Michigan,4,16,18,KyleBusch,M&M'sFudgeBrownie(JoeGibbs),Toyota,4,Oval
Michigan,5,13,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,0,Oval
Michigan,6,5,10,AricAlmirola,SmithfieldHometownOriginals(StewartHaasRacing),Ford,9,Oval
Michigan,7,6,21,MattDiBenedetto,#FordStrongTechnicians(WoodBrothers),Ford,0,Oval
Michigan,8,31,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,0,Oval
Michigan,9,14,9,ChaseElliott,MountainDew(RickHendrick),Chevrolet,0,Oval
Michigan,10,11,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,Oval
Michigan,11,9,48,JimmieJohnson,"Ally""FuelingFutures""(RickHendrick)",Chevrolet,0,Oval
Michigan,12,7,24,WilliamByron,Axalta(RickHendrick),Chevrolet,0,Oval
Michigan,13,28,6,RyanNewman,Castrol(JackRoush),Ford,0,Oval
Michigan,14,2,14,ClintBowyer,DeKalb(StewartHaasRacing),Ford,43,Oval
Michigan,15,4,42,MattKenseth,CreditOneBank(ChipGanassi),Chevrolet,0,Oval
Michigan,16,25,37,RyanPreece,HoneyNutCheerios(JTG-DaughertyRacing),Chevrolet,0,Oval
Michigan,17,8,95,ChristopherBell,Procore(LeavineFamilyRacing),Toyota,0,Oval
Michigan,18,23,13,TyDillon,GEICO(GermainRacing),Chevrolet,0,Oval
Michigan,19,32,47,RickyStenhouseJr,Kroger/Planters/SlimJim/NOS(JTG-DaughertyRacing),Chevrolet,0,Oval
Michigan,20,1,17,ChrisBuescher,Fastenal/Loctite(JackRoush),Ford,0,Oval
Michigan,21,12,43,BubbaWallace,VictoryJunction(RichardPettyMotorsports),Chevrolet,0,Oval
Michigan,22,22,32,CoreyLaJoie,Trump2020(ArchieSt.Hilaire),Ford,0,Oval
Michigan,23,36,38,JohnH.Nemechek,MystikMichigan(BobJenkins),Ford,0,Oval
Michigan,24,3,8,TylerReddick,ChevyAccessories(RichardChildress),Chevrolet,0,Oval
Michigan,25,34,41,ColeCuster,HaasTooling.com/JacobCompanies(StewartHaasRacing),Ford,0,Oval
Michigan,26,24,96,DanielSuarez,Toyota(GauntBrothers),Toyota,0,Oval
Michigan,27,10,20,ErikJones,Stanley(JoeGibbs),Toyota,0,Oval
Michigan,28,29,34,MichaelMcDowell,MartinTransportationSystems(BobJenkins),Ford,0,Oval
Michigan,29,26,27,J.J.Yeley,RickWareRacing(RickWare),Ford,0,Oval
Michigan,30,37,15,BrennanPoole,RickWareRacing(RickWare),Chevrolet,0,Oval
Michigan,31,30,74,ReedSorenson,FakeSteak(SpireMotorsports),Chevrolet,0,Oval
Michigan,32,27,0,QuinHouff,CreekEnterprise(StarComRacing),Chevrolet,0,Oval
Michigan,33,39,7,JoshBilicki,"WisconsinLightingLabs(TommyBaldwin,Jr.)",Chevrolet,0,Oval
Michigan,34,35,53,GarrettSmithley,KendallMotorOil(RickWare),Ford,0,Oval
Michigan,35,33,66,TimmyHill,SBCContractors(CarlLong),Toyota,0,Oval
Michigan,36,21,88,AlexBowman,ChevyGoods.com/Adam'sPolishes(RickHendrick),Chevrolet,0,Oval
Michigan,37,38,51,JamesDavison,SigningDaySports(RickWare),Ford,0,Oval
Michigan,38,17,12,RyanBlaney,Menards/Knauf(RogerPenske),Ford,4,Oval
Michigan,39,19,2,BradKeselowski,DiscountTire(RogerPenske),Ford,0,Oval
Daytona(road),1,7,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,34,0
Daytona(road),2,2,11,DennyHamlin,FedExFreight(JoeGibbs),Toyota,16,0
Daytona(road),3,3,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs(JoeGibbs),Toyota,10,0
Daytona(road),4,11,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,0,0
Daytona(road),5,21,17,ChrisBuescher,Fastenal10YearPartnership(JackRoush),Ford,0,0
Daytona(road),6,12,14,ClintBowyer,Mobil1(StewartHaasRacing),Ford,0,0
Daytona(road),7,10,3,KazGrala,AmericanEthanol(RichardChildress),Chevrolet,3,0
Daytona(road),8,13,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,0,0
Daytona(road),9,5,22,JoeyLogano,PPG(RogerPenske),Ford,1,0
Daytona(road),10,30,34,MichaelMcDowell,ChicagoPneumatic(BobJenkins),Ford,0,0
Daytona(road),11,20,20,ErikJones,ToyotaTrueStartBatteries(JoeGibbs),Toyota,0,0
Daytona(road),12,27,88,AlexBowman,Axalta(RickHendrick),Chevrolet,0,0
Daytona(road),13,17,2,BradKeselowski,"Wabash""ThankYouTruckers""(RogerPenske)",Ford,0,0
Daytona(road),14,8,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,0
Daytona(road),15,9,21,MattDiBenedetto,Menards/DutchBoy(WoodBrothers),Ford,0,0
Daytona(road),16,25,47,RickyStenhouseJr,Kroger/Minute/SlimJim/NOS(JTG-DaughertyRacing),Chevrolet,0,0
Daytona(road),17,1,4,KevinHarvick,BuschBeer/NationalForestFoundation(StewartHaasRacing),Ford,0,0
Daytona(road),18,18,8,TylerReddick,CatApp(RichardChildress),Chevrolet,0,0
Daytona(road),19,14,6,RyanNewman,GuaranteedRate(JackRoush),Ford,0,0
Daytona(road),20,23,13,TyDillon,GEICOForYourBoat(GermainRacing),Chevrolet,0,0
Daytona(road),21,15,95,ChristopherBell,GermaniaInsurance(LeavineFamilyRacing),Toyota,0,0
Daytona(road),22,26,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,0,0
Daytona(road),23,22,37,RyanPreece,Purina(JTG-DaughertyRacing),Chevrolet,0,0
Daytona(road),24,6,10,AricAlmirola,GoBowling(StewartHaasRacing),Ford,0,0
Daytona(road),25,19,43,BubbaWallace,DoorDash(RichardPettyMotorsports),Chevrolet,0,0
Daytona(road),26,16,42,MattKenseth,Clover(ChipGanassi),Chevrolet,0,0
Daytona(road),27,31,96,DanielSuarez,CommScope(GauntBrothers),Toyota,0,0
Daytona(road),28,33,15,BrennanPoole,RickWareRacing(RickWare),Chevrolet,0,0
Daytona(road),29,37,66,TimmyHill,RoofClaim.com(CarlLong),Toyota,0,0
Daytona(road),30,38,51,JamesDavison,JacobConstruction(RickWare),Chevrolet,0,0
Daytona(road),31,24,12,RyanBlaney,AdvanceAutoParts(RogerPenske),Ford,0,0
Daytona(road),32,29,32,CoreyLaJoie,Trump2020(ArchieSt.Hilaire),Ford,0,0
Daytona(road),33,35,0,QuinHouff,BosKlein/CreekEnterprises(StarComRacing),Chevrolet,0,0
Daytona(road),34,32,27,J.J.Yeley,MotorsportGames/NASCARHeat5(RickWare),Ford,0,0
Daytona(road),35,28,38,JohnH.Nemechek,DeathWishCoffee(BobJenkins),Ford,0,0
Daytona(road),36,36,53,GarrettSmithley,SolidStartTrueBrand(RickWare),Ford,0,0
Daytona(road),37,4,18,KyleBusch,Snickers(JoeGibbs),Toyota,1,0
Daytona(road),38,34,77,StantonBarrett,CardinalVillageResort(SpireMotorsports),Chevrolet,0,0
Daytona(road),39,39,62,BrendanGaughan,BeardOil/SouthPointHotel&Casino(BeardMotorsports),Chevrolet,0,0
Dover,1,2,11,DennyHamlin,FedExOffice(JoeGibbs),Toyota,115,Oval
Dover,2,3,19,MartinTruexJr,SiriusXM(JoeGibbs),Toyota,88,Oval
