Track,Pos,St,#,Driver,Sponsor/Owner,Car,Led,TrackType
Martinsville,14,10,17,ChrisBuescher,Nexletol(JackRoush),Ford,0,Oval
Martinsville,15,1,41,RyanPreece,HaasTooling.com(StewartHaasRacing),Ford,135,Oval
Martinsville,16,22,20,ChristopherBell,Shingrix(JoeGibbs),Toyota,0,Oval
Martinsville,17,2,99,DanielSuarez,WorldwideExpress(TrackhouseRacing),Chevrolet,7,Oval
Martinsville,18,12,54,TyGibbs,MonsterEnergy(JoeGibbs),Toyota,0,Oval
Martinsville,19,20,34,MichaelMcDowell,LONGJOHNSILVER'S(BobJenkins),Ford,0,Oval
Martinsville,20,7,4,KevinHarvick,Realtree/HuntBrothersPizza(StewartHaasRacing),Ford,20,Oval
Martinsville,21,17,8,KyleBusch,MarkIIIEmployeeBenefits(RichardChildress),Chevrolet,0,Oval
Martinsville,22,6,45,TylerReddick,TheBeastUnleashed(23XIRacing),Toyota,0,Oval
Martinsville,23,8,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,0,Oval
Martinsville,24,21,6,BradKeselowski,Fastenal(JackRoush),Ford,7,Oval
Martinsville,25,13,38,ToddGilliland,FrontlineEnterprisesINC.(BobJenkins),Ford,0,Oval
Martinsville,26,27,7,CoreyLaJoie,NEGU(SpireMotorsports),Chevrolet,0,Oval
Martinsville,27,14,16,A.J.Allmendinger,ActionIndustries(MatthewKaulig),Chevrolet,0,Oval
Martinsville,28,26,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Oval
Martinsville,29,32,21,HarrisonBurton,Motorcraft/QuickLane(WoodBrothers),Ford,0,Oval
Martinsville,30,29,42,NoahGragson,SunseekerResort(LegacyMotorClub),Chevrolet,0,Oval
Martinsville,31,28,43,ErikJones,Allegiant(LegacyMotorClub),Chevrolet,0,Oval
Martinsville,32,35,77,TyDillon,NationsGuard(SpireMotorsports),Chevrolet,0,Oval
Martinsville,33,25,2,AustinCindric,MenardsLibman(RogerPenske),Ford,0,Oval
Martinsville,34,33,51,ZaneSmith,Biohaven/JacobCo.(RickWare),Ford,0,Oval
Martinsville,35,30,78,AnthonyAlfredo,Andy'sFrozenCustard(B.J.McLeod),Chevrolet,0,Oval
Martinsville,36,36,15,J.J.Yeley,IsaacsonConcrete&Excavating(RickWare),Ford,0,Oval
Talladega,1,17,8,KyleBusch,McLarenCustomGrills(RichardChildress),Chevrolet,3,SuperSpeedway
Talladega,2,5,12,RyanBlaney,Wurth(RogerPenske),Ford,47,SuperSpeedway
Talladega,3,10,17,ChrisBuescher,Fastenal(JackRoush),Ford,0,SuperSpeedway
Talladega,4,4,14,ChaseBriscoe,MahindraTractorsYOG(StewartHaasRacing),Ford,1,SuperSpeedway
Talladega,5,20,6,BradKeselowski,CastrolEdge(JackRoush),Ford,2,SuperSpeedway
Talladega,6,24,43,ErikJones,U.S.AirForce(LegacyMotorClub),Chevrolet,3,SuperSpeedway
Talladega,7,18,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,1,SuperSpeedway
Talladega,8,6,20,ChristopherBell,Rheem(JoeGibbs),Toyota,0,SuperSpeedway
Talladega,9,22,99,DanielSuarez,TootsiesOrchidLounge(TrackhouseRacing),Chevrolet,5,SuperSpeedway
Talladega,10,28,36,ToddGilliland,gener8torSkills(BobJenkins),Ford,0,SuperSpeedway
Talladega,11,38,51,J.J.Yeley,JacobCompanies(RickWare),Ford,0,SuperSpeedway
Talladega,12,29,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,18,SuperSpeedway
Talladega,13,27,48,AlexBowman,Ally(RickHendrick),Chevrolet,8,SuperSpeedway
Talladega,14,32,77,TyDillon,NationsGuard(SpireMotorsports),Chevrolet,0,SuperSpeedway
Talladega,15,33,47,RickyStenhouseJr,Kroger/Cheez-It(JTG-DaughertyRacing),Chevrolet,0,SuperSpeedway
Talladega,16,13,45,TylerReddick,MoneyLion(23XIRacing),Toyota,0,SuperSpeedway
Talladega,17,1,11,DennyHamlin,FedExFreightDirect(JoeGibbs),Toyota,7,SuperSpeedway
Talladega,18,37,78,B.J.McLeod,B'laster(B.J.McLeod),Chevrolet,1,SuperSpeedway
Talladega,19,26,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,SuperSpeedway
Talladega,20,36,15,RileyHerbst,MonsterEnergy/MechanixWear(RickWare),Ford,0,SuperSpeedway
Talladega,21,11,4,KevinHarvick,Mobil1(StewartHaasRacing),Ford,11,SuperSpeedway
Talladega,22,2,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,11,SuperSpeedway
Talladega,23,23,1,RossChastain,MooseFraternity(TrackhouseRacing),Chevrolet,3,SuperSpeedway
Talladega,24,31,62,AustinHill,Realtree(BeardMotorsports),Chevrolet,0,SuperSpeedway
Talladega,25,34,7,CoreyLaJoie,Celsius(SpireMotorsports),Chevrolet,0,SuperSpeedway
Talladega,26,15,2,AustinCindric,MenardsDuracell(RogerPenske),Ford,0,SuperSpeedway
Talladega,27,7,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,19,SuperSpeedway
Talladega,28,12,23,BubbaWallace,ColumbiaSportswearCompany(23XIRacing),Toyota,35,SuperSpeedway
Talladega,29,19,16,A.J.Allmendinger,Farmsmart(MatthewKaulig),Chevrolet,0,SuperSpeedway
Talladega,30,8,22,JoeyLogano,ShellPennzoilAutotrader(RogerPenske),Ford,3,SuperSpeedway
Talladega,31,3,54,TyGibbs,MonsterEnergy(JoeGibbs),Toyota,4,SuperSpeedway
Talladega,32,30,42,NoahGragson,Wendyâ€™sBeefisintheBag(LegacyMotorClub),Chevrolet,1,SuperSpeedway
Talladega,33,9,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,0,SuperSpeedway
Talladega,34,16,41,RyanPreece,HuntBrothersPizza(StewartHaasRacing),Ford,2,SuperSpeedway
Talladega,35,21,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,0,SuperSpeedway
Talladega,36,25,21,HarrisonBurton,Motorcraft/QuickLane(WoodBrothers),Ford,11,SuperSpeedway
Talladega,37,35,38,ZaneSmith,Wellcare(BobJenkins),Ford,0,SuperSpeedway
Talladega,38,14,3,AustinDillon,BassProShops(RichardChildress),Chevrolet,0,SuperSpeedway
Dover,1,17,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,68,Oval
Dover,2,14,1,RossChastain,Jockey(TrackhouseRacing),Chevrolet,98,Oval
Dover,3,3,12,RyanBlaney,Wabash(RogerPenske),Ford,0,Oval
Dover,4,8,24,WilliamByron,RaptorTough.com(RickHendrick),Chevrolet,193,Oval
Dover,5,13,11,DennyHamlin,FedExOffice(JoeGibbs),Toyota,4,Oval
Dover,6,2,20,ChristopherBell,Rheem(JoeGibbs),Toyota,1,Oval
Dover,7,7,45,TylerReddick,RonaldMcDonaldHouse(23XIRacing),Toyota,0,Oval
Dover,8,4,6,BradKeselowski,WyndhamRewards(JackRoush),Ford,8,Oval
Dover,9,5,17,ChrisBuescher,Fastenal(JackRoush),Ford,0,Oval
Dover,10,23,48,JoshBerry,Ally(RickHendrick),Chevrolet,3,Oval
Dover,11,10,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,0,Oval
Dover,12,28,23,BubbaWallace,McDonald's(23XIRacing),Toyota,0,Oval
Dover,13,24,54,TyGibbs,HeGetsUs(JoeGibbs),Toyota,0,Oval
Dover,14,27,7,CoreyLaJoie,FOE(SpireMotorsports),Chevrolet,0,Oval
Dover,15,9,47,RickyStenhouseJr,Kroger/IcyHotPro(JTG-DaughertyRacing),Chevrolet,0,Oval
Dover,16,11,43,ErikJones,Allegiant(LegacyMotorClub),Chevrolet,0,Oval
Dover,17,30,41,RyanPreece,MohawkNortheast(StewartHaasRacing),Ford,0,Oval
Dover,18,29,16,A.J.Allmendinger,NutrienAgSolutions(MatthewKaulig),Chevrolet,0,Oval
Dover,19,12,4,KevinHarvick,HuntBrothersPizza/Realtree(StewartHaasRacing),Ford,0,Oval
Dover,20,31,21,HarrisonBurton,DEXImaging(WoodBrothers),Ford,0,Oval
Dover,21,1,8,KyleBusch,Lenovo(RichardChildress),Chevrolet,25,Oval
Dover,22,32,34,MichaelMcDowell,A&WRootBeerFloat(BobJenkins),Ford,0,Oval
Dover,23,25,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Oval
Dover,24,19,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,Oval
Dover,25,35,38,ToddGilliland,SpeedyCash(BobJenkins),Ford,0,Oval
Dover,26,20,2,AustinCindric,MenardsGreatStuff(RogerPenske),Ford,0,Oval
Dover,27,36,3,AustinDillon,GetBioethanol(RichardChildress),Chevrolet,0,Oval
Dover,28,21,51,J.J.Yeley,Biohaven/JacobCo.(RickWare),Ford,0,Oval
Dover,29,22,78,B.J.McLeod,CAMDENMEDICALCENTER(B.J.McLeod),Chevrolet,0,Oval
Dover,30,6,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,0,Oval
Dover,31,26,22,JoeyLogano,ShellPennzoil(RogerPenske),Ford,0,Oval
Dover,32,18,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,0,Oval
Dover,33,34,15,BrennanPoole,MillenniumJetCard(RickWare),Ford,0,Oval
Dover,34,33,42,NoahGragson,SunseekerResort(LegacyMotorClub),Chevrolet,0,Oval
Dover,35,15,99,DanielSuarez,Pitbull/FreewayInsurance(TrackhouseRacing),Chevrolet,0,Oval
Dover,36,16,77,TyDillon,NationsGuard(SpireMotorsports),Chevrolet,0,Oval
Kansas,1,8,11,DennyHamlin,FedExExpress(JoeGibbs),Toyota,34,Oval
Kansas,2,2,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,85,Oval
Kansas,3,1,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,10,Oval
Kansas,4,17,23,BubbaWallace,DrPepperZeroSugar(23XIRacing),Toyota,9,Oval
Kansas,5,3,1,RossChastain,AdventHealth(TrackhouseRacing),Chevrolet,3,Oval
Kansas,6,6,22,JoeyLogano,ShellPennzoil(RogerPenske),Ford,8,Oval
Kansas,7,21,9,ChaseElliott,UniFirst(RickHendrick),Chevrolet,5,Oval
Kansas,8,4,19,MartinTruexJr,Reser'sFineFoods(JoeGibbs),Toyota,79,Oval
Kansas,9,5,45,TylerReddick,McDonald's(23XIRacing),Toyota,23,Oval
Kansas,10,11,3,AustinDillon,BetMGM(RichardChildress),Chevrolet,0,Oval
Kansas,11,13,4,KevinHarvick,BuschLight#ForTheFarmers(StewartHaasRacing),Ford,0,Oval
Kansas,12,33,47,RickyStenhouseJr,Dillons/KraftMac&Cheese(JTG-DaughertyRacing),Chevrolet,0,Oval
Kansas,13,18,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,Oval
Kansas,14,27,16,A.J.Allmendinger,ActionIndustries(MatthewKaulig),Chevrolet,0,Oval
Kansas,15,9,99,DanielSuarez,WorldwideExpress(TrackhouseRacing),Chevrolet,0,Oval
Kansas,16,10,12,RyanBlaney,MenardsMoen(RogerPenske),Ford,0,Oval
Kansas,17,14,17,ChrisBuescher,Fastenal/BodyGuard(JackRoush),Ford,0,Oval
Kansas,18,30,31,JustinHaley,Celsius(MatthewKaulig),Chevrolet,0,Oval
Kansas,19,20,6,BradKeselowski,King'sHawaiianGoTGVol3(JackRoush),Ford,0,Oval
Kansas,20,24,7,CoreyLaJoie,FOE(SpireMotorsports),Chevrolet,7,Oval
Kansas,21,19,43,ErikJones,Allegiant(LegacyMotorClub),Chevrolet,0,Oval
Kansas,22,26,77,TyDillon,FerrisCommercialMowers(SpireMotorsports),Chevrolet,0,Oval
Kansas,23,35,51,J.J.Yeley,Biohaven/JacobCo.(RickWare),Ford,0,Oval
Kansas,24,32,38,ToddGilliland,SpeedyCash(BobJenkins),Ford,0,Oval
Kansas,25,29,48,JoshBerry,Ally(RickHendrick),Chevrolet,0,Oval
Kansas,26,23,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,1,Oval
Kansas,27,28,41,RyanPreece,HaasTooling.com(StewartHaasRacing),Ford,0,Oval
Kansas,28,34,15,BrennanPoole,go2mro.com/donateVDLStrong(RickWare),Ford,0,Oval
Kansas,29,22,42,NoahGragson,SunseekerResort(LegacyMotorClub),Chevrolet,0,Oval
Kansas,30,25,21,HarrisonBurton,Motorcraft/QuickLane(WoodBrothers),Ford,0,Oval
Kansas,31,15,2,AustinCindric,Freightliner(RogerPenske),Ford,0,Oval
Kansas,32,31,14,ChaseBriscoe,RushTruckCenters/Cummins(StewartHaasRacing),Ford,0,Oval
Kansas,33,36,78,JoshBilicki,ZeiglerAutoGroup(B.J.McLeod),Chevrolet,0,Oval
Kansas,34,7,54,TyGibbs,MonsterEnergy(JoeGibbs),Toyota,0,Oval
Kansas,35,16,8,KyleBusch,Cheddar'sScratchKitchen(RichardChildress),Chevrolet,0,Oval
Kansas,36,12,20,ChristopherBell,SiriusXM(JoeGibbs),Toyota,3,Oval
Darlington,1,4,24,WilliamByron,AXALTAThrowback(RickHendrick),Chevrolet,7,Oval
Darlington,2,20,4,KevinHarvick,SunnyD(StewartHaasRacing),Ford,5,Oval
Darlington,3,21,9,ChaseElliott,LLumarThrowback(RickHendrick),Chevrolet,0,Oval
Darlington,4,10,6,BradKeselowski,CastrolGTX(JackRoush),Ford,0,Oval
Darlington,5,2,23,BubbaWallace,DrPepper(23XIRacing),Toyota,3,Oval
Darlington,6,14,21,HarrisonBurton,DEXImaging(WoodBrothers),Ford,0,Oval
Darlington,7,12,8,KyleBusch,LucasOil(RichardChildress),Chevrolet,0,Oval
Darlington,8,22,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Oval
Darlington,9,11,12,RyanBlaney,MenardsDutchBoy(RogerPenske),Ford,4,Oval
Darlington,10,27,17,ChrisBuescher,JackRoush,Ford,0,Oval
Darlington,11,24,38,ToddGilliland,Serial1.comE-Bikes(BobJenkins),Ford,0,Oval
Darlington,12,8,11,DennyHamlin,FederalExpress(JoeGibbs),Toyota,9,Oval
Darlington,13,3,47,RickyStenhouseJr,Kroger/CountryCrock(JTG-DaughertyRacing),Chevrolet,0,Oval
Darlington,14,16,20,ChristopherBell,DEWALT(JoeGibbs),Toyota,0,Oval
Darlington,15,32,41,RyanPreece,UnitedRentals(StewartHaasRacing),Ford,0,Oval
Darlington,16,13,54,TyGibbs,ShrinersChildren's(JoeGibbs),Toyota,0,Oval
Darlington,17,31,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,0,Oval
Darlington,18,15,22,JoeyLogano,ShellPennzoil(RogerPenske),Ford,0,Oval
Darlington,19,25,2,AustinCindric,Freightliner(RogerPenske),Ford,0,Oval
Darlington,20,7,5,KyleLarson,HendrickCars.comThrowback(RickHendrick),Chevrolet,29,Oval
Darlington,21,17,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,Oval
Darlington,22,9,45,TylerReddick,ForwardTogether(23XIRacing),Toyota,0,Oval
Darlington,23,30,16,A.J.Allmendinger,BTSTire&WheelDistributors(MatthewKaulig),Chevrolet,0,Oval
Darlington,24,34,7,CoreyLaJoie,NationsGuard(SpireMotorsports),Chevrolet,0,Oval
Darlington,25,28,43,ErikJones,Allegiant(LegacyMotorClub),Chevrolet,0,Oval
Darlington,26,29,42,NoahGragson,SunseekerResorts(LegacyMotorClub),Chevrolet,0,Oval
Darlington,27,33,77,TyDillon,HonestCharleySpeedShop(SpireMotorsports),Chevrolet,0,Oval
Darlington,28,26,51,RyanNewman,Biohaven/JacobCo.(RickWare),Ford,0,Oval
Darlington,29,5,1,RossChastain,WorldwideExpress/UPS(TrackhouseRacing),Chevrolet,93,Oval
Darlington,30,23,48,JoshBerry,AllyThrowback(RickHendrick),Chevrolet,0,Oval
Darlington,31,1,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,145,Oval
Darlington,32,35,78,B.J.McLeod,TheDailyDownForce(B.J.McLeod),Chevrolet,0,Oval
Darlington,33,19,34,MichaelMcDowell,StageFront.VIP(BobJenkins),Ford,0,Oval
Darlington,34,6,99,DanielSuarez,QuakerState(TrackhouseRacing),Chevrolet,0,Oval
Darlington,35,18,3,AustinDillon,BassProShops(RichardChildress),Chevrolet,0,Oval
Darlington,36,36,15,BrennanPoole,RickWare,Ford,0,Oval
Charlotte,1,8,12,RyanBlaney,BodyArmorCherryLime(RogerPenske),Ford,163,Oval
Charlotte,2,1,24,WilliamByron,LibertyUniversityPatriotic(RickHendrick),Chevrolet,91,Oval
Charlotte,3,18,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,0,Oval
Charlotte,4,7,23,BubbaWallace,DrPepperStrawberries&Cream(23XIRacing),Toyota,0,Oval
Charlotte,5,15,45,TylerReddick,JordanBrand(23XIRacing),Toyota,28,Oval
Charlotte,6,5,8,KyleBusch,Alsco(RichardChildress),Chevrolet,1,Oval
Charlotte,7,10,47,RickyStenhouseJr,Kroger/Coca-Cola(JTG-DaughertyRacing),Chevrolet,4,Oval
Charlotte,8,11,17,ChrisBuescher,Fastenal(JackRoush),Ford,12,Oval
Charlotte,9,33,3,AustinDillon,BassProShops(RichardChildress),Chevrolet,0,Oval
Charlotte,10,29,38,ZaneSmith,BootBarn(BobJenkins),Ford,3,Oval
Charlotte,11,2,4,KevinHarvick,Mobil1(StewartHaasRacing),Ford,19,Oval
Charlotte,12,31,48,AlexBowman,AllyPatriotic(RickHendrick),Chevrolet,0,Oval
Charlotte,13,22,41,RyanPreece,HaasTooling.com(StewartHaasRacing),Ford,0,Oval
Charlotte,14,27,16,A.J.Allmendinger,ActionIndustries(MatthewKaulig),Chevrolet,0,Oval
Charlotte,15,16,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Oval
Charlotte,16,36,15,J.J.Yeley,PatriotMobile(RickWare),Ford,0,Oval
Charlotte,17,25,7,CoreyLaJoie,AeroVanti(SpireMotorsports),Chevrolet,0,Oval
Charlotte,18,13,21,HarrisonBurton,DEXImaging(WoodBrothers),Ford,0,Oval
Charlotte,19,3,6,BradKeselowski,CastrolEdge(JackRoush),Ford,0,Oval
Charlotte,20,20,14,ChaseBriscoe,MahindraTractors(StewartHaasRacing),Ford,0,Oval
Charlotte,21,17,22,JoeyLogano,ShellPennzoil(RogerPenske),Ford,0,Oval
Charlotte,22,14,1,RossChastain,AdventHealth(TrackhouseRacing),Chevrolet,0,Oval
Charlotte,23,24,99,DanielSuarez,Jockey(TrackhouseRacing),Chevrolet,0,Oval
Charlotte,24,9,20,ChristopherBell,InterstateBatteries(JoeGibbs),Toyota,48,Oval
Charlotte,25,23,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,Oval
Charlotte,26,19,54,TyGibbs,MonsterEnergy(JoeGibbs),Toyota,0,Oval
Charlotte,27,32,77,TyDillon,FerrisCommercialMowers(SpireMotorsports),Chevrolet,0,Oval
Charlotte,28,30,34,MichaelMcDowell,ChicagoPneumaticCompressors(BobJenkins),Ford,4,Oval
Charlotte,29,34,78,B.J.McLeod,B'laster(B.J.McLeod),Chevrolet,0,Oval
Charlotte,30,12,5,KyleLarson,HendrickCars.comPatriotic(RickHendrick),Chevrolet,1,Oval
Charlotte,31,21,2,AustinCindric,MenardsDuracell(RogerPenske),Ford,0,Oval
Charlotte,32,26,43,ErikJones,U.S.AirForce(LegacyMotorClub),Chevrolet,0,Oval
Charlotte,33,35,51,ToddGilliland,RuedebuschDevelopment&Construction(RickWare),Ford,0,Oval
Charlotte,34,6,9,ChaseElliott,NAPAPatriotic(RickHendrick),Chevrolet,6,Oval
Charlotte,35,4,11,DennyHamlin,SportClipsHaircuts(JoeGibbs),Toyota,20,Oval
Charlotte,36,28,42,NoahGragson,BlackRifleCoffeeCompany(LegacyMotorClub),Chevrolet,0,Oval
Charlotte,37,37,84,JimmieJohnson,ClubWyndham(LegacyMotorClub),Chevrolet,0,Oval
Gateway,1,1,8,KyleBusch,3CHI(RichardChildress),Chevrolet,121,Oval
Gateway,2,3,11,DennyHamlin,SportClipsHaircuts(JoeGibbs),Toyota,0,Oval
Gateway,3,6,22,JoeyLogano,ShellPennzoil(RogerPenske),Ford,0,Oval
Gateway,4,22,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,5,Oval
Gateway,5,5,19,MartinTruexJr,Auto-OwnersInsurance(JoeGibbs),Toyota,0,Oval
Gateway,6,2,12,RyanBlaney,MenardsRichmondWaterHeaters(RogerPenske),Ford,83,Oval
Gateway,7,13,99,DanielSuarez,FreewayInsurance(TrackhouseRacing),Chevrolet,0,Oval
Gateway,8,7,24,WilliamByron,Axalta(RickHendrick),Chevrolet,30,Oval
Gateway,9,21,34,MichaelMcDowell,Fr8Auctions.com(BobJenkins),Ford,0,Oval
Gateway,10,4,4,KevinHarvick,BuschLight(StewartHaasRacing),Ford,0,Oval
Gateway,11,17,20,ChristopherBell,DeWaltConstructionTechnology(JoeGibbs),Toyota,0,Oval
Gateway,12,27,17,ChrisBuescher,Fastenal(JackRoush),Ford,0,Oval
Gateway,13,10,2,AustinCindric,Freightliner(RogerPenske),Ford,0,Oval
Gateway,14,11,16,A.J.Allmendinger,Farmsmart(MatthewKaulig),Chevrolet,0,Oval
Gateway,15,28,38,ToddGilliland,Serial1E-Bikes(BobJenkins),Ford,0,Oval
Gateway,16,23,31,JustinHaley,LeafFilterGutterProtection(MatthewKaulig),Chevrolet,0,Oval
Gateway,17,29,41,RyanPreece,HaasTooling.com(StewartHaasRacing),Ford,0,Oval
Gateway,18,31,43,ErikJones,Bommarito.com(LegacyMotorClub),Chevrolet,0,Oval
Gateway,19,24,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,Oval
Gateway,20,15,54,TyGibbs,MonsterEnergy(JoeGibbs),Toyota,0,Oval
Gateway,21,30,9,CoreyLaJoie,NAPAAutoParts(RickHendrick),Chevrolet,0,Oval
Gateway,22,8,1,RossChastain,MooseFraternity(TrackhouseRacing),Chevrolet,0,Oval
Gateway,23,14,21,HarrisonBurton,Motorcraft/QuickLane(WoodBrothers),Ford,0,Oval
Gateway,24,36,51,J.J.Yeley,Biohaven/JacobCo.(RickWare),Ford,0,Oval
Gateway,25,33,77,TyDillon,NationsGuard(SpireMotorsports),Chevrolet,0,Oval
Gateway,26,18,48,AlexBowman,Ally(RickHendrick),Chevrolet,0,Oval
Gateway,27,34,78,B.J.McLeod,CircleBDiecast(B.J.McLeod),Chevrolet,0,Oval
Gateway,28,19,6,BradKeselowski,King'sHawaiian(JackRoush),Ford,0,Oval
Gateway,29,35,15,GrayGaulding,PaniniAmerica(RickWare),Ford,0,Oval
Gateway,30,20,23,BubbaWallace,Leidos(23XIRacing),Toyota,0,Oval
Gateway,31,16,3,AustinDillon,GetBioethanol(RichardChildress),Chevrolet,0,Oval
Gateway,32,12,47,RickyStenhouseJr,NOSEnergyDrink(JTG-DaughertyRacing),Chevrolet,0,Oval
Gateway,33,32,42,NoahGragson,SunseekerResort(LegacyMotorClub),Chevrolet,0,Oval
Gateway,34,25,14,ChaseBriscoe,FordPerformanceRacingSchool(StewartHaasRacing),Ford,0,Oval
Gateway,35,9,45,TylerReddick,McDonald's(23XIRacing),Toyota,4,Oval
Gateway,36,26,7,CarsonHocevar,SchluterSystems(SpireMotorsports),Chevrolet,0,Oval
Sonoma,1,8,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,51,Road
Sonoma,2,12,8,KyleBusch,McLarenCustomGrills(RichardChildress),Chevrolet,17,Road
Sonoma,3,17,22,JoeyLogano,AutoTrader(RogerPenske),Ford,0,Road
Sonoma,4,7,17,ChrisBuescher,FifthThirdBank(JackRoush),Ford,0,Road
Sonoma,5,10,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,7,Road
Sonoma,6,5,16,A.J.Allmendinger,GabrielGlas(MatthewKaulig),Chevrolet,0,Road
Sonoma,7,3,34,MichaelMcDowell,Love'sTravelStops(BobJenkins),Ford,1,Road
Sonoma,8,16,5,KyleLarson,Valvoline(RickHendrick),Chevrolet,0,Road
Sonoma,9,4,20,ChristopherBell,Rheem/Resideo(JoeGibbs),Toyota,0,Road
Sonoma,10,15,1,RossChastain,Kubota(TrackhouseRacing),Chevrolet,1,Road
Sonoma,11,21,4,KevinHarvick,Mobil1(StewartHaasRacing),Ford,0,Road
Sonoma,12,13,47,RickyStenhouseJr,Kroger/Cottonelle(JTG-DaughertyRacing),Chevrolet,0,Road
Sonoma,13,22,41,RyanPreece,Autodesk(StewartHaasRacing),Ford,0,Road
Sonoma,14,26,24,WilliamByron,RaptorTough.com(RickHendrick),Chevrolet,0,Road
Sonoma,15,14,48,AlexBowman,AllyPride(RickHendrick),Chevrolet,0,Road
Sonoma,16,25,6,BradKeselowski,King'sHawaiian(JackRoush),Ford,0,Road
Sonoma,17,18,23,BubbaWallace,DoorDash(23XIRacing),Toyota,0,Road
Sonoma,18,6,54,TyGibbs,MonsterEnergy(JoeGibbs),Toyota,0,Road
Sonoma,19,11,3,AustinDillon,BREZTRI(RichardChildress),Chevrolet,0,Road
Sonoma,20,19,7,CoreyLaJoie,SchluterSystems(SpireMotorsports),Chevrolet,0,Road
Sonoma,21,23,31,JustinHaley,Cirkul(MatthewKaulig),Chevrolet,0,Road
Sonoma,22,9,99,DanielSuarez,FreewayInsurance(TrackhouseRacing),Chevrolet,0,Road
Sonoma,23,27,77,TyDillon,NationsGuard(SpireMotorsports),Chevrolet,0,Road
Sonoma,24,32,51,ToddGilliland,Serial1E-Bikes(RickWare),Ford,0,Road
Sonoma,25,34,2,AustinCindric,America'sTire(RogerPenske),Ford,0,Road
Sonoma,26,35,42,GrantEnfinger,SunseekerResort(LegacyMotorClub),Chevrolet,0,Road
Sonoma,27,36,21,HarrisonBurton,DEXImaging(WoodBrothers),Ford,0,Road
Sonoma,28,20,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,Road
Sonoma,29,24,14,ChaseBriscoe,FordPerformanceRacingSchool(StewartHaasRacing),Ford,0,Road
Sonoma,30,29,78,JoshBilicki,ZeiglerAutoGroup(B.J.McLeod),Chevrolet,0,Road
Sonoma,31,31,12,RyanBlaney,MenardsMoen(RogerPenske),Ford,0,Road
Sonoma,32,28,43,ErikJones,Allegiant(LegacyMotorClub),Chevrolet,0,Road
Sonoma,33,2,45,TylerReddick,TheBeastUnleashed(23XIRacing),Toyota,0,Road
Sonoma,34,30,38,ZaneSmith,Wellcare(BobJenkins),Ford,0,Road
Sonoma,35,33,15,AndyLally,CampingWorld(RickWare),Ford,0,Road
Sonoma,36,1,11,DennyHamlin,SportClipsHaircuts(JoeGibbs),Toyota,33,Road
Nashville,1,1,1,RossChastain,WorldwideExpress(TrackhouseRacing),Chevrolet,99,Oval
Nashville,2,6,19,MartinTruexJr,BassProShops(JoeGibbs),Toyota,50,Oval
Nashville,3,8,11,DennyHamlin,FedExGround(JoeGibbs),Toyota,81,Oval
Nashville,4,14,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,1,Oval
Nashville,5,7,5,KyleLarson,HendrickCars.com(RickHendrick),Chevrolet,0,Oval
Nashville,6,5,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,5,Oval
Nashville,7,22,20,ChristopherBell,DEWALT(JoeGibbs),Toyota,3,Oval
Nashville,8,23,43,ErikJones,Allegiant(LegacyMotorClub),Chevrolet,0,Oval
Nashville,9,11,8,KyleBusch,Cheddar'sScratchKitchen(RichardChildress),Chevrolet,12,Oval
Nashville,10,19,16,A.J.Allmendinger,Celsius(MatthewKaulig),Chevrolet,0,Oval
Nashville,11,20,6,BradKeselowski,SolomonPlumbing(JackRoush),Ford,2,Oval
